Town,VName,Vendor,VAddrs,VType,Spons,CCode,VGrp,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Qtr,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2004-170002-,1,10000.0000,5/4/2004,Extended School Hours,414,2004/05/04 #: 414,05/04/2004,11000-17043-82054-2004,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2004-170002-,1,11189.0000,5/26/2004,Extended School Hours,476,2004/05/26 #: 476,05/26/2004,11000-17043-82054-2004,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2004-170002-,1,4000.0000,1/5/2004,School Accountability - Summer School,244,2004/01/05 #: 244,01/05/2004,11000-17043-82055-2004,2,11000-17043-82055-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2004-170002-,1,6000.0000,4/1/2004,School Accountability - Summer School,371,2004/04/01 #: 371,04/01/2004,11000-17043-82055-2004,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2004-170002-,1,13618.0000,5/26/2004,School Accountability - Summer School,476,2004/05/26 #: 476,05/26/2004,11000-17043-82055-2004,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2004-170002-,1,4000.0000,2/2/2004,School Accountability - Summer School,288,2004/02/02 #: 288,02/02/2004,11000-17043-82055-2004,2,11000-17043-82055-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2004-170002-,1,6000.0000,3/2/2004,School Accountability - Summer School,329,2004/03/02 #: 329,03/02/2004,11000-17043-82055-2004,2,11000-17043-82055-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2004-170002-,1,6000.0000,5/4/2004,School Accountability - Summer School,414,2004/05/04 #: 414,05/04/2004,11000-17043-82055-2004,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,6250.0000,7/17/2003,School Readiness,3,2003/07/17 #: 3,07/17/2003,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,14417.0000,10/23/2003,School Readiness,109,2003/10/23 #: 109,10/23/2003,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,8167.0000,11/21/2003,School Readiness,160,2003/11/21 #: 160,11/21/2003,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,9917.0000,12/17/2003,School Readiness,SCREAD195,2003/12/17 #: SCREAD195,12/17/2003,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,8167.0000,9/17/2003,School Readiness,77,2003/09/17 #: 77,09/17/2003,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,7583.0000,8/25/2003,School Readiness,3,2003/08/25 #: 3,08/25/2003,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,16750.0000,1/20/2004,School Readiness,273,2004/01/20 #: 273,01/20/2004,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,10500.0000,3/11/2004,School Readiness,341,2004/03/11 #: 341,03/11/2004,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,10500.0000,5/19/2004,School Readiness,452,2004/05/19 #: 452,05/19/2004,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,10500.0000,2/18/2004,School Readiness,303,2004/02/18 #: 303,02/18/2004,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,16750.0000,4/13/2004,School Readiness,383,2004/04/13 #: 383,04/13/2004,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2004-170002-,1,10500.0000,6/22/2004,School Readiness,533,2004/06/22 #: 533,06/22/2004,11000-17043-82056-2004,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17046-82057-2004-      -,1,9000.0000,10/24/2003,State School Breakfast,SCHBREAKC,2003/10/24 #: SCHBREAKC,10/24/2003,11000-17046-82057-2004,2,11000-17046-82057-      ,QE-2 12/31,
2,Ansonia,0000000002,000,00,,11000-17046-82058-2004-      -,1,3545.0000,1/23/2004,State School Breakfast,SCHBREAK,2004/01/23 #: SCHBREAK,01/23/2004,11000-17046-82058-2004,2,11000-17046-82058-      ,QE-3 03/31,
2,Ansonia,0000000002,000,00,,11000-17046-82058-2004-      -,1,3701.0000,5/25/2004,State School Breakfast,SCHBREAK,2004/05/25 #: SCHBREAK,05/25/2004,11000-17046-82058-2004,2,11000-17046-82058-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82016-2004-      -,1,112816.0000,2/23/2004,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI,2004/02/23 #: SPEDAPI,02/23/2004,11000-17047-82016-2004,2,11000-17047-82016-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17047-82016-2004-      -,1,18356.0000,5/25/2004,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI,2004/05/25 #: SPEDAPI,05/25/2004,11000-17047-82016-2004,2,11000-17047-82016-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82018-2004-      -,1,76316.0000,2/23/2004,Spec Ed-Ag. Placements & Excess Cost,SPEDEXCS,2004/02/23 #: SPEDEXCS,02/23/2004,11000-17047-82018-2004,2,11000-17047-82018-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17047-82018-2004-      -,1,16800.0000,5/25/2004,Spec Ed-Ag. Placements & Excess Cost,SPEDEXCS,2004/05/25 #: SPEDEXCS,05/25/2004,11000-17047-82018-2004,2,11000-17047-82018-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17049-82010-2004-170006-,1,16916.0000,5/6/2004,Transportation-Nonpublic,TRANNPUB,2004/05/06 #: TRANNPUB,05/06/2004,11000-17049-82010-2004,2,11000-17049-82010-170006,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2004-170002-,1,7000.0000,12/17/2003,Youth Service Bureau,196,2003/12/17 #: 196,12/17/2003,11000-17052-82079-2004,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2004-170002-,1,2000.0000,2/11/2004,Youth Service Bureau,299,2004/02/11 #: 299,02/11/2004,11000-17052-82079-2004,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2004-170002-,1,7225.0000,6/22/2004,Youth Service Bureau,534,2004/06/22 #: 534,06/22/2004,11000-17052-82079-2004,2,11000-17052-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17053-82060-2004-      -,1,4000.0000,4/15/2004,Open Choice,OPATTEND,2004/04/15 #: OPATTEND,04/15/2004,11000-17053-82060-2004,2,11000-17053-82060-      ,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2003-170005-,1,19813.0000,8/28/2003,School Breakfast Program,48,2003/08/28 #: 48,08/28/2003,12060-20508-82079-2003,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2003-170005-,1,12171.0000,8/28/2003,School Breakfast Program,49,2003/08/28 #: 49,08/28/2003,12060-20508-82079-2003,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2003-170005-,1,18043.0000,1/9/2004,School Breakfast Program,BFST_00224,2004/01/09 #: BFST_00224,01/09/2004,12060-20508-82079-2003,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2004-170005-,1,20372.0000,12/30/2003,School Breakfast Program,BFST_00230,2003/12/30 #: BFST_00230,12/30/2003,12060-20508-82079-2004,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2004-170005-,1,15696.0000,1/21/2004,School Breakfast Program,BFST_00278,2004/01/21 #: BFST_00278,01/21/2004,12060-20508-82079-2004,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2004-170005-,1,15424.0000,2/24/2004,School Breakfast Program,BFST_00317,2004/02/24 #: BFST_00317,02/24/2004,12060-20508-82079-2004,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2004-170005-,1,13506.0000,4/27/2004,School Breakfast Program,BFST_00403,2004/04/27 #: BFST_00403,04/27/2004,12060-20508-82079-2004,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2004-170005-,1,20238.0000,5/20/2004,School Breakfast Program,BFST_00460,2004/05/20 #: BFST_00460,05/20/2004,12060-20508-82079-2004,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2004-170005-,1,15968.0000,3/23/2004,School Breakfast Program,BFST_00362,2004/03/23 #: BFST_00362,03/23/2004,12060-20508-82079-2004,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,005,06,00251S,12060-20540-82079-2003-170005-SDE00003,1,38204.0000,12/4/2003,Summer Food Service Program - Opr,173,2003/12/04 #: 173,12/04/2003,12060-20540-82079-2003,2,12060-20540-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,005,06,00251S,12060-20548-82079-2003-170005-SDE00003,1,3645.0000,12/4/2003,,173,2003/12/04 #: 173,12/04/2003,12060-20548-82079-2003,2,12060-20548-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2003-170005-,1,34894.8900,8/28/2003,,53,2003/08/28 #: 53,08/28/2003,12060-20560-82079-2003,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2003-170005-,1,26964.0000,8/28/2003,,54,2003/08/28 #: 54,08/28/2003,12060-20560-82079-2003,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2003-170005-,1,43760.0000,1/9/2004,,NSL__00228,2004/01/09 #: NSL__00228,01/09/2004,12060-20560-82079-2003,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2004-170005-,1,50545.0000,12/30/2003,National School Lunch,LUNCH_0023,2003/12/30 #: LUNCH_0023,12/30/2003,12060-20560-82079-2004,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2004-170005-,1,25924.1000,1/21/2004,National School Lunch,LNCH_00280,2004/01/21 #: LNCH_00280,01/21/2004,12060-20560-82079-2004,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2004-170005-,1,38411.0000,2/24/2004,National School Lunch,LNCH_00320,2004/02/24 #: LNCH_00320,02/24/2004,12060-20560-82079-2004,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2004-170005-,1,34022.0000,4/27/2004,National School Lunch,LNCH_00408,2004/04/27 #: LNCH_00408,04/27/2004,12060-20560-82079-2004,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2004-170005-,1,53864.0000,5/20/2004,National School Lunch,LNCH_00464,2004/05/20 #: LNCH_00464,05/20/2004,12060-20560-82079-2004,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2004-170005-,1,39727.0000,3/23/2004,National School Lunch,LNCH_00366,2004/03/23 #: LNCH_00366,03/23/2004,12060-20560-82079-2004,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,30000.0000,8/14/2003,Title I Improving Basic Programs,37,2003/08/14 #: 37,08/14/2003,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,56444.0000,9/8/2003,Title I Improving Basic Programs,63,2003/09/08 #: 63,09/08/2003,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,28556.0000,9/25/2003,Title I Improving Basic Programs,78,2003/09/25 #: 78,09/25/2003,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,11000.0000,4/1/2004,Title I Improving Basic Programs,372,2004/04/01 #: 372,04/01/2004,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,20000.0000,5/4/2004,Title I Improving Basic Programs,415,2004/05/04 #: 415,05/04/2004,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,40000.0000,2/2/2004,Title I Improving Basic Programs,289,2004/02/02 #: 289,02/02/2004,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,24000.0000,3/2/2004,Title I Improving Basic Programs,329,2004/03/02 #: 329,03/02/2004,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2003-170002-SDE00005,1,24899.0000,5/26/2004,Title I Improving Basic Programs,477,2004/05/26 #: 477,05/26/2004,12060-20679-82070-2003,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2004-170002-SDE00005,1,50000.0000,1/5/2004,Title I Improving Basic Programs,245,2004/01/05 #: 245,01/05/2004,12060-20679-82070-2004,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2004-170002-SDE00005,1,100000.0000,4/1/2004,Title I Improving Basic Programs,372,2004/04/01 #: 372,04/01/2004,12060-20679-82070-2004,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2004-170002-SDE00005,1,50000.0000,2/2/2004,Title I Improving Basic Programs,289,2004/02/02 #: 289,02/02/2004,12060-20679-82070-2004,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2004-170002-SDE00005,1,100000.0000,3/2/2004,Title I Improving Basic Programs,330,2004/03/02 #: 330,03/02/2004,12060-20679-82070-2004,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2004-170002-SDE00005,1,100000.0000,5/4/2004,Title I Improving Basic Programs,415,2004/05/04 #: 415,05/04/2004,12060-20679-82070-2004,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2004-170002-SDE00005,1,59129.0000,5/26/2004,Title I Improving Basic Programs,477,2004/05/26 #: 477,05/26/2004,12060-20679-82070-2004,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20742-84010-2004-170002-SDE00005,1,3000.0000,12/8/2003,Carl D Perkins Voc. & Tech. Educ. Act,182,2003/12/08 #: 182,12/08/2003,12060-20742-84010-2004,2,12060-20742-84010-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20742-84010-2004-170002-SDE00005,1,6000.0000,4/1/2004,Carl D Perkins Voc. & Tech. Educ. Act,368,2004/04/01 #: 368,04/01/2004,12060-20742-84010-2004,2,12060-20742-84010-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20742-84010-2004-170002-SDE00005,1,6000.0000,2/2/2004,Carl D Perkins Voc. & Tech. Educ. Act,290,2004/02/02 #: 290,02/02/2004,12060-20742-84010-2004,2,12060-20742-84010-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20742-84010-2004-170002-SDE00005,1,6000.0000,3/2/2004,Carl D Perkins Voc. & Tech. Educ. Act,323,2004/03/02 #: 323,03/02/2004,12060-20742-84010-2004,2,12060-20742-84010-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20742-84010-2004-170002-SDE00005,1,6000.0000,5/4/2004,Carl D Perkins Voc. & Tech. Educ. Act,411,2004/05/04 #: 411,05/04/2004,12060-20742-84010-2004,2,12060-20742-84010-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20742-84010-2004-170002-SDE00005,1,12617.0000,5/26/2004,Carl D Perkins Voc. & Tech. Educ. Act,478,2004/05/26 #: 478,05/26/2004,12060-20742-84010-2004,2,12060-20742-84010-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2002-      -,1,4684.0000,1/14/2004,Education Of Homeless Children And Youth,JOURNAL VOUCHER 00008,2004/01/14 #: JOURNAL VOUCHER 00008,01/14/2004,12060-20770-82079-2002,2,12060-20770-82079-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,4153.0000,7/29/2003,Education Of Homeless Children And Youth,8,2003/07/29 #: 8,07/29/2003,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,1500.0000,12/8/2003,Education Of Homeless Children And Youth,183,2003/12/08 #: 183,12/08/2003,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,4684.0000,8/20/2003,Education Of Homeless Children And Youth,8,2003/08/20 #: 8,08/20/2003,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,2000.0000,4/1/2004,Education Of Homeless Children And Youth,374,2004/04/01 #: 374,04/01/2004,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,2000.0000,5/4/2004,Education Of Homeless Children And Youth,417,2004/05/04 #: 417,05/04/2004,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,-4684.0000,1/14/2004,Education Of Homeless Children And Youth,JOURNAL VOUCHER 00008,2004/01/14 #: JOURNAL VOUCHER 00008,01/14/2004,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,3000.0000,2/2/2004,Education Of Homeless Children And Youth,291,2004/02/02 #: 291,02/02/2004,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,2500.0000,3/2/2004,Education Of Homeless Children And Youth,331,2004/03/02 #: 331,03/02/2004,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20770-82079-2003-      -,1,4230.0000,5/26/2004,Education Of Homeless Children And Youth,479,2004/05/26 #: 479,05/26/2004,12060-20770-82079-2003,2,12060-20770-82079-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20826-82079-2003-170002-,1,1000.0000,8/14/2003,Title II Part D Technology,37,2003/08/14 #: 37,08/14/2003,12060-20826-82079-2003,2,12060-20826-82079-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20826-82079-2003-170002-,1,2000.0000,9/25/2003,Title II Part D Technology,78,2003/09/25 #: 78,09/25/2003,12060-20826-82079-2003,2,12060-20826-82079-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20826-82079-2003-170002-,1,3520.0000,2/2/2004,Title II Part D Technology,292,2004/02/02 #: 292,02/02/2004,12060-20826-82079-2003,2,12060-20826-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20826-82079-2004-170002-,1,1400.0000,1/5/2004,Title II Part D Technology,247,2004/01/05 #: 247,01/05/2004,12060-20826-82079-2004,2,12060-20826-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20826-82079-2004-170002-,1,2000.0000,2/2/2004,Title II Part D Technology,292,2004/02/02 #: 292,02/02/2004,12060-20826-82079-2004,2,12060-20826-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20826-82079-2004-170002-,1,2200.0000,3/2/2004,Title II Part D Technology,332,2004/03/02 #: 332,03/02/2004,12060-20826-82079-2004,2,12060-20826-82079-170002,QE-3 03/31,
