Town,VName,Vendor,VAddrs,VType,Spons,CCode,VGrp,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Qtr,
2,Ansonia,0000000002,001,00,,11000-17027-82010-2006-170005-,1,228396.0000,4/29/2006,Transportation Of School Children-Public,TRANPUB_2006,2006/04/29 #: TRANPUB_2006,04/29/2006,11000-17027-82010-2006,2,11000-17027-82010-170005,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17030-84003-2006-170013-,1,48021.0000,8/27/2005,Adult Education - Cooperative,ADED_CO_AUG_2005,2005/08/27 #: ADED_CO_AUG_2005,08/27/2005,11000-17030-84003-2006,2,11000-17030-84003-170013,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17030-84003-2006-170013-,1,25397.0000,5/24/2006,Adult Education - Cooperative,ADED_CO_MAY_2006,2006/05/24 #: ADED_CO_MAY_2006,05/24/2006,11000-17030-84003-2006,2,11000-17030-84003-170013,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17034-82010-2006-170006-,1,26186.0000,1/10/2006,Nonpublic Health Services,HLTHSRVC_JAN_2006,2006/01/10 #: HLTHSRVC_JAN_2006,01/10/2006,11000-17034-82010-2006,2,11000-17034-82010-170006,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17041-82010-2006-170002-,1,3199654.0000,10/21/2005,Education Equalization,ECS_OCT_2005,2005/10/21 #: ECS_OCT_2005,10/21/2005,11000-17041-82010-2006,2,11000-17041-82010-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17041-82010-2006-170002-,1,3199654.0000,1/23/2006,Education Equalization,ECS_JAN_2006,2006/01/23 #: ECS_JAN_2006,01/23/2006,11000-17041-82010-2006,2,11000-17041-82010-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17041-82010-2006-170002-,1,6378098.0000,4/24/2006,Education Equalization,ECS_APR_2006,2006/04/24 #: ECS_APR_2006,04/24/2006,11000-17041-82010-2006,2,11000-17041-82010-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,75000.0000,11/29/2005,Priority School Districts,CM_DEC2005_81381,2005/11/29 #: CM_DEC2005_81381,11/29/2005,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,100000.0000,10/1/2005,Priority School Districts,CM_OCT2005_81229,2005/10/01 #: CM_OCT2005_81229,10/01/2005,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,75000.0000,10/26/2005,Priority School Districts,CM_NOV2005_81260,2005/10/26 #: CM_NOV2005_81260,10/26/2005,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,100000.0000,12/29/2005,Priority School Districts,CM_JAN2006_81477,2005/12/29 #: CM_JAN2006_81477,12/29/2005,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,100000.0000,2/1/2006,Priority School Districts,CM_FEB2006_81544,2006/02/01 #: CM_FEB2006_81544,02/01/2006,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,100000.0000,3/29/2006,Priority School Districts,CM_APR2006_81772,2006/03/29 #: CM_APR2006_81772,03/29/2006,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,100000.0000,3/1/2006,Priority School Districts,CM_MAR2006_81688,2006/03/01 #: CM_MAR2006_81688,03/01/2006,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,254847.0000,5/26/2006,Priority School Districts,CM_JUN2006_81943,2006/05/26 #: CM_JUN2006_81943,05/26/2006,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2006-170002-,1,150000.0000,5/3/2006,Priority School Districts,CM_MAY2006_81855,2006/05/03 #: CM_MAY2006_81855,05/03/2006,11000-17043-82052-2006,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2006-170002-,1,50000.0000,10/26/2005,Early Reading Success,CM_NOV2005_81261,2005/10/26 #: CM_NOV2005_81261,10/26/2005,11000-17043-82053-2006,2,11000-17043-82053-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2006-170002-,1,40000.0000,12/29/2005,Early Reading Success,CM_JAN2006_81478,2005/12/29 #: CM_JAN2006_81478,12/29/2005,11000-17043-82053-2006,2,11000-17043-82053-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2006-170002-,1,35000.0000,3/29/2006,Early Reading Success,CM_APR2006_81773,2006/03/29 #: CM_APR2006_81773,03/29/2006,11000-17043-82053-2006,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2006-170002-,1,35000.0000,3/1/2006,Early Reading Success,CM_MAR2006_81689,2006/03/01 #: CM_MAR2006_81689,03/01/2006,11000-17043-82053-2006,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2006-170002-,1,50995.0000,5/26/2006,Early Reading Success,CM_JUN2006_81944,2006/05/26 #: CM_JUN2006_81944,05/26/2006,11000-17043-82053-2006,2,11000-17043-82053-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2006-170002-,1,40000.0000,5/3/2006,Early Reading Success,CM_MAY2006_81856,2006/05/03 #: CM_MAY2006_81856,05/03/2006,11000-17043-82053-2006,2,11000-17043-82053-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2006-170002-,1,10000.0000,11/29/2005,Extended School Hours,CM_DEC2005_81382,2005/11/29 #: CM_DEC2005_81382,11/29/2005,11000-17043-82054-2006,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2006-170002-,1,2000.0000,12/29/2005,Extended School Hours,CM_JAN2006_81479,2005/12/29 #: CM_JAN2006_81479,12/29/2005,11000-17043-82054-2006,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2006-170002-,1,8000.0000,2/1/2006,Extended School Hours,CM_FEB2006_81545,2006/02/01 #: CM_FEB2006_81545,02/01/2006,11000-17043-82054-2006,2,11000-17043-82054-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2006-170002-,1,15000.0000,3/1/2006,Extended School Hours,CM_MAR2006_81690,2006/03/01 #: CM_MAR2006_81690,03/01/2006,11000-17043-82054-2006,2,11000-17043-82054-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2006-170002-,1,7660.0000,5/26/2006,Extended School Hours,CM_JUN2006_81945,2006/05/26 #: CM_JUN2006_81945,05/26/2006,11000-17043-82054-2006,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2006-170002-,1,5000.0000,5/3/2006,Extended School Hours,CM_MAY2006_81857,2006/05/03 #: CM_MAY2006_81857,05/03/2006,11000-17043-82054-2006,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2006-170002-,1,35000.0000,10/1/2005,School Accountability - Summer School,CM_OCT2005_81230,2005/10/01 #: CM_OCT2005_81230,10/01/2005,11000-17043-82055-2006,2,11000-17043-82055-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2006-170002-,1,5000.0000,11/29/2005,School Accountability - Summer School,CM_DEC2005_81383,2005/11/29 #: CM_DEC2005_81383,11/29/2005,11000-17043-82055-2006,2,11000-17043-82055-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2006-170002-,1,11296.0000,5/26/2006,School Accountability - Summer School,CM_JUN2006_81946,2006/05/26 #: CM_JUN2006_81946,05/26/2006,11000-17043-82055-2006,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2006-170002-,1,5000.0000,5/3/2006,School Accountability - Summer School,CM_MAY2006_81858,2006/05/03 #: CM_MAY2006_81858,05/03/2006,11000-17043-82055-2006,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,31000.0000,8/16/2005,School Readiness,SCREAD_81060,2005/08/16 #: SCREAD_81060,08/16/2005,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,59752.0000,7/21/2005,School Readiness,SCHLREAD_81034,2005/07/21 #: SCHLREAD_81034,07/21/2005,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,31000.0000,9/22/2005,School Readiness,SCREAD_81212,2005/09/22 #: SCREAD_81212,09/22/2005,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,51665.0000,10/25/2005,School Readiness,SR81257,2005/10/25 #: SR81257,10/25/2005,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,46575.0000,12/14/2005,School Readiness,81440,2005/12/14 #: 81440,12/14/2005,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,45929.0000,11/16/2005,School Readiness,SCREAD_81331,2005/11/16 #: SCREAD_81331,11/16/2005,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,53603.0000,1/20/2006,School Readiness,SCREAD_81528,2006/01/20 #: SCREAD_81528,01/20/2006,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,46575.0000,2/15/2006,School Readiness,SCHLREAD_81647,2006/02/15 #: SCHLREAD_81647,02/15/2006,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,46575.0000,3/15/2006,School Readiness,SCREAD_81732,2006/03/15 #: SCREAD_81732,03/15/2006,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,53605.0000,4/24/2006,School Readiness,SCHLREAD_81852,2006/04/24 #: SCHLREAD_81852,04/24/2006,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,46575.0000,5/18/2006,School Readiness,SCHLREAD_81903,2006/05/18 #: SCHLREAD_81903,05/18/2006,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2006-170002-,1,46575.0000,6/14/2006,School Readiness,SCHLREAD_81945,2006/06/14 #: SCHLREAD_81945,06/14/2006,11000-17043-82056-2006,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,000,00,,11000-17046-82057-2006-      -,1,12000.0000,10/25/2005,State School Breakfast,SCHBREAK_OCT05,2005/10/25 #: SCHBREAK_OCT05,10/25/2005,11000-17046-82057-2006,2,11000-17046-82057-      ,QE-2 12/31,
2,Ansonia,0000000002,000,00,,11000-17046-82058-2006-      -,1,3666.0000,1/25/2006,State School Breakfast,SCHBREAK_JAN06,2006/01/25 #: SCHBREAK_JAN06,01/25/2006,11000-17046-82058-2006,2,11000-17046-82058-      ,QE-3 03/31,
2,Ansonia,0000000002,000,00,,11000-17046-82058-2006-      -,1,4908.0000,5/24/2006,State School Breakfast,SCHBREAK_MAY06,2006/05/24 #: SCHBREAK_MAY06,05/24/2006,11000-17046-82058-2006,2,11000-17046-82058-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82016-2006-      -,1,105738.0000,2/18/2006,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_FEB_2006,2006/02/18 #: SPEDAPI_FEB_2006,02/18/2006,11000-17047-82016-2006,2,11000-17047-82016-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17047-82016-2006-      -,1,114924.0000,5/22/2006,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_MAY_2006,2006/05/22 #: SPEDAPI_MAY_2006,05/22/2006,11000-17047-82016-2006,2,11000-17047-82016-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82018-2006-      -,1,159578.0000,2/18/2006,Spec Ed-Ag. Placements & Excess Cost,SPEDEXCS_FEB_2006,2006/02/18 #: SPEDEXCS_FEB_2006,02/18/2006,11000-17047-82018-2006,2,11000-17047-82018-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17047-82018-2006-      -,1,50419.0000,5/22/2006,Spec Ed-Ag. Placements & Excess Cost,SPEDEXCS_MAY_2006,2006/05/22 #: SPEDEXCS_MAY_2006,05/22/2006,11000-17047-82018-2006,2,11000-17047-82018-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82019-2006-      -,1,95775.0000,2/18/2006,Spec Ed-Ag. Placements & Excess Cost,SPEDAPIREG_FEB_2006,2006/02/18 #: SPEDAPIREG_FEB_2006,02/18/2006,11000-17047-82019-2006,2,11000-17047-82019-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17047-82019-2006-      -,1,30816.0000,5/22/2006,Spec Ed-Ag. Placements & Excess Cost,SPEDAPIREG_MAY_2006,2006/05/22 #: SPEDAPIREG_MAY_2006,05/22/2006,11000-17047-82019-2006,2,11000-17047-82019-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17049-82010-2006-170006-,1,20794.0000,4/29/2006,Transportation-Nonpublic,TRANNPUB_2006,2006/04/29 #: TRANNPUB_2006,04/29/2006,11000-17049-82010-2006,2,11000-17049-82010-170006,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2006-170002-,1,4805.0000,9/8/2005,Youth Service Bureau,CM_SEP2005_81187,2005/09/08 #: CM_SEP2005_81187,09/08/2005,11000-17052-82079-2006,2,11000-17052-82079-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2006-170002-,1,7551.0000,1/7/2006,Youth Service Bureau,CM_JAN2006_81513,2006/01/07 #: CM_JAN2006_81513,01/07/2006,11000-17052-82079-2006,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2006-170002-,1,4060.0000,5/10/2006,Youth Service Bureau,CM_MAY2006_81897,2006/05/10 #: CM_MAY2006_81897,05/10/2006,11000-17052-82079-2006,2,11000-17052-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17053-82060-2006-      -,1,2000.0000,4/14/2006,Open Choice,OPATTEND_APR2006,2006/04/14 #: OPATTEND_APR2006,04/14/2006,11000-17053-82060-2006,2,11000-17053-82060-      ,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2005-170005-,1,16678.7000,8/30/2005,School Breakfast Program,BFST_81122,2005/08/30 #: BFST_81122,08/30/2005,12060-20508-82079-2005,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2005-170005-,1,22884.9100,7/22/2005,School Breakfast Program,BFST_81041,2005/07/22 #: BFST_81041,07/22/2005,12060-20508-82079-2005,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2005-170005-,1,17787.7200,11/18/2005,School Breakfast Program,BFST_81342,2005/11/18 #: BFST_81342,11/18/2005,12060-20508-82079-2005,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,18257.9900,2/28/2006,School Breakfast Program,BFST_81666,2006/02/28 #: BFST_81666,02/28/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,19166.7100,12/22/2005,School Breakfast Program,BFST_81463,2005/12/22 #: BFST_81463,12/22/2005,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,20453.5300,1/21/2006,School Breakfast Program,BFST_81532,2006/01/21 #: BFST_81532,01/21/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,20389.6400,3/22/2006,School Breakfast Program,BFST_81761,2006/03/22 #: BFST_81761,03/22/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,25591.3000,5/25/2006,School Breakfast Program,BFST_81914,2006/05/25 #: BFST_81914,05/25/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,17490.6400,4/20/2006,School Breakfast Program,BFST_81845,2006/04/20 #: BFST_81845,04/20/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,17064.5200,6/20/2006,School Breakfast Program,BFST_92361,2006/06/20 #: BFST_92361,06/20/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,005,06,00251S,12060-20540-82079-2005-170005-SDE00003,1,56682.0000,10/20/2005,Summer Food Service Program - Opr,SUMFOOD_81257,2005/10/20 #: SUMFOOD_81257,10/20/2005,12060-20540-82079-2005,2,12060-20540-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,005,06,00251S,12060-20548-82079-2005-170005-SDE00003,1,3832.0000,10/20/2005,Summer Food Service Prog - Admin,SUMFOOD_81256,2005/10/20 #: SUMFOOD_81256,10/20/2005,12060-20548-82079-2005,2,12060-20548-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2005-170005-,1,36150.0400,8/30/2005,National School Lunch,LNCH_81130,2005/08/30 #: LNCH_81130,08/30/2005,12060-20560-82079-2005,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2005-170005-,1,50697.4500,7/22/2005,National School Lunch,LNCH_81044,2005/07/22 #: LNCH_81044,07/22/2005,12060-20560-82079-2005,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2005-170005-,1,670.4000,9/27/2005,National School Lunch,SLNCH_81223,2005/09/27 #: SLNCH_81223,09/27/2005,12060-20560-82079-2005,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2005-170005-,1,49897.9200,11/18/2005,National School Lunch,LNCH_81345,2005/11/18 #: LNCH_81345,11/18/2005,12060-20560-82079-2005,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,42303.0200,2/28/2006,National School Lunch,LNCH_81668,2006/02/28 #: LNCH_81668,02/28/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,50560.6000,12/22/2005,National School Lunch,LNCH_81464,2005/12/22 #: LNCH_81464,12/22/2005,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,46527.5100,1/21/2006,National School Lunch,LNCH_81534,2006/01/21 #: LNCH_81534,01/21/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,47513.5000,3/22/2006,National School Lunch,LNCH_81764,2006/03/22 #: LNCH_81764,03/22/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,59498.6400,5/25/2006,National School Lunch,LNCH_81918,2006/05/25 #: LNCH_81918,05/25/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,41445.3300,4/20/2006,National School Lunch,LNCH_81849,2006/04/20 #: LNCH_81849,04/20/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,40231.2000,6/20/2006,National School Lunch,LNCH_92365,2006/06/20 #: LNCH_92365,06/20/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2005-170002-,1,22777.0000,11/29/2005,Title I Improving Basic Programs,CM_DEC2005_81384,2005/11/29 #: CM_DEC2005_81384,11/29/2005,12060-20679-82070-2005,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2005-170002-,1,40000.0000,10/1/2005,Title I Improving Basic Programs,CM_OCT2005_81231,2005/10/01 #: CM_OCT2005_81231,10/01/2005,12060-20679-82070-2005,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2005-170002-,1,20000.0000,10/26/2005,Title I Improving Basic Programs,CM_NOV2005_81262,2005/10/26 #: CM_NOV2005_81262,10/26/2005,12060-20679-82070-2005,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,20000.0000,11/29/2005,Title I Improving Basic Programs,CM_DEC2005_81385,2005/11/29 #: CM_DEC2005_81385,11/29/2005,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,15000.0000,10/1/2005,Title I Improving Basic Programs,CM_OCT2005_81232,2005/10/01 #: CM_OCT2005_81232,10/01/2005,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,40000.0000,12/29/2005,Title I Improving Basic Programs,CM_JAN2006_81480,2005/12/29 #: CM_JAN2006_81480,12/29/2005,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,25000.0000,2/1/2006,Title I Improving Basic Programs,CM_FEB2006_81546,2006/02/01 #: CM_FEB2006_81546,02/01/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,50000.0000,3/29/2006,Title I Improving Basic Programs,CM_APR2006_81774,2006/03/29 #: CM_APR2006_81774,03/29/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,75000.0000,3/1/2006,Title I Improving Basic Programs,CM_MAR2006_81691,2006/03/01 #: CM_MAR2006_81691,03/01/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,225000.0000,5/26/2006,Title I Improving Basic Programs,CM_JUN2006_81947,2006/05/26 #: CM_JUN2006_81947,05/26/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,50000.0000,5/3/2006,Title I Improving Basic Programs,CM_MAY2006_81859,2006/05/03 #: CM_MAY2006_81859,05/03/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-4 06/30,
