City,report_year,FTE Count,EDSIGHT_ENROLLMENT,Teacher FTE Count,Counselor FTE Count,has_nulls,Education spending,Inter_Gov_Rev,Enrollment
CHESHIRE,2014,747.5999999999998,4620.0,279.9,22.1,False,71369932.0,24543872.0,4601.12
CHESHIRE,2015,758.0,4551.0,277.7,22.6,False,74575158.0,25852837.0,4527.79
CHESHIRE,2016,776.1,4413.0,275.1,20.6,False,75896046.0,25313541.0,4401.39
CHESHIRE,2017,795.8,4358.0,274.3,23.8,False,,,
CHESHIRE,2018,792.2,4296.0,270.6,23.8,False,,,
CLINTON,2002,96.7,,,,True,,,
CLINTON,2003,329.7000000000001,,148.0,12.0,False,,,
CLINTON,2004,332.6,,151.9,12.0,False,,,
CLINTON,2005,331.9000000000001,,150.5,12.0,False,,,
CLINTON,2006,335.7,,149.5,12.0,False,,,
CLINTON,2007,339.9,,149.9,11.6,False,27684255.0,9340640.0,2130.67
CLINTON,2008,338.4000000000001,2113.0,148.3,12.0,False,37475160.0,18180031.0,2124.8
CLINTON,2009,347.3,2091.0,150.9,12.0,False,30748842.0,9965372.0,2129.43
CLINTON,2010,344.4,2035.0,147.7,11.6,False,31113649.0,10091741.0,2069.22
CLINTON,2011,332.3,2049.0,140.9,9.5,False,32137637.0,10133578.0,2083.21
CLINTON,2012,341.4000000000001,2012.0,141.3,12.0,False,32273832.0,11674036.0,2057.31
CLINTON,2013,344.49999999999994,1989.0,142.9,11.5,False,33124324.0,11389907.0,2034.37
CLINTON,2014,343.69999999999993,1961.0,143.9,11.0,False,34066239.0,11757984.0,2016.25
CLINTON,2015,346.40000000000015,1888.0,142.9,12.0,False,34191891.0,10931383.0,1957.04
CLINTON,2016,337.50000000000006,1822.0,135.9,12.0,False,35148514.0,11393179.0,1862.89
CLINTON,2017,349.4000000000001,1790.0,139.4,13.0,False,,,
CLINTON,2018,349.7999999999999,1767.0,135.4,13.0,False,,,
COLCHESTER,2002,86.2,,,,True,,,
COLCHESTER,2003,398.9,,195.7,13.4,False,,,
COLCHESTER,2004,425.5,,198.9,14.0,False,,,
COLCHESTER,2005,428.9,,194.4,13.9,False,,,
COLCHESTER,2006,450.8,,203.6,14.4,False,,,
COLCHESTER,2007,533.8000000000002,,201.4,14.4,False,33976567.0,16604214.0,3266.66
COLCHESTER,2008,441.4,3262.0,200.2,15.3,False,35822916.0,18442383.0,3264.52
COLCHESTER,2009,459.1,3197.0,205.1,17.6,False,36921607.0,18522145.0,3209.93
COLCHESTER,2010,484.4,3228.0,202.8,17.6,False,35813628.0,16597510.0,3237.3
COLCHESTER,2011,469.40000000000015,3101.0,195.3,17.6,False,36998747.0,16821153.0,3135.15
COLCHESTER,2012,468.1,3031.0,186.4,17.8,False,40492902.0,19517186.0,3062.92
COLCHESTER,2013,457.2,2893.0,181.4,16.8,False,41828767.0,19347462.0,2949.7
COLCHESTER,2014,459.80000000000007,2744.0,183.9,17.8,False,43879506.0,19727811.0,2847.2
COLCHESTER,2015,440.9,2654.0,175.8,15.2,False,43909369.0,19483781.0,2766.93
COLCHESTER,2016,440.3,2563.0,171.1,16.0,False,44296560.0,19575213.0,2705.29
COLCHESTER,2017,439.2000000000001,2488.0,166.3,17.0,False,,,
COLCHESTER,2018,422.6,2452.0,160.3,16.0,False,,,
COLEBROOK,2002,9.9,,,,True,,,
COLEBROOK,2003,29.3,,9.5,0.4,True,,,
COLEBROOK,2004,27.6,,8.8,0.4,True,,,
COLEBROOK,2005,28.7,,8.6,0.4,True,,,
COLEBROOK,2006,27.300000000000004,,8.6,0.4,True,,,
COLEBROOK,2007,27.6,,7.8,0.4,True,3405853.0,762763.0,256.54
COLEBROOK,2008,27.9,123.0,7.9,0.4,True,4056429.0,1292929.0,263.39
COLEBROOK,2009,28.5,116.0,8.2,0.4,True,3831032.0,884172.0,255.79
COLEBROOK,2010,27.1,119.0,8.2,0.4,True,3754811.0,833648.0,255.02
COLEBROOK,2011,24.6,112.0,8.2,0.4,True,3801654.0,987607.0,253.2
COLEBROOK,2012,25.3,99.0,8.2,0.4,True,3978880.0,959753.0,221.84
COLEBROOK,2013,25.6,104.0,8.2,0.4,True,3719089.0,907870.0,220.85
COLEBROOK,2014,27.8,99.0,8.4,0.7,True,3781634.0,979543.0,216.39
COLEBROOK,2015,24.700000000000006,91.0,7.4,,True,3931647.0,1026933.0,199.91
COLEBROOK,2016,24.0,84.0,7.4,,True,3821541.0,929084.0,195.34
COLEBROOK,2017,25.8,78.0,8.4,,True,,,
COLEBROOK,2018,25.9,87.0,8.4,,True,,,
COLUMBIA,2002,33.3,,,,True,,,
COLUMBIA,2003,113.1,,49.8,3.0,False,,,
COLUMBIA,2004,115.5,,48.2,3.0,False,,,
COLUMBIA,2005,112.5,,47.7,3.0,False,,,
COLUMBIA,2006,115.2,,47.2,3.0,False,,,
COLUMBIA,2007,116.1,,50.0,3.0,False,11165125.0,3516645.0,917.1
COLUMBIA,2008,116.9,593.0,48.0,3.0,False,14135143.0,6621012.0,855.8
COLUMBIA,2009,112.0,579.0,47.0,3.0,False,11894985.0,4528289.0,847.13
COLUMBIA,2010,105.0,560.0,43.0,3.0,False,11517470.0,4203162.0,785.83
COLUMBIA,2011,99.9,545.0,41.8,3.0,False,11232034.0,3600505.0,766.3
COLUMBIA,2012,93.2,530.0,38.6,2.0,False,11931065.0,4299003.0,737.82
COLUMBIA,2013,89.5,511.0,38.0,3.0,False,12036200.0,4064965.0,722.44
COLUMBIA,2014,85.2,474.0,33.4,3.0,False,12716452.0,4564047.0,705.4400000000003
COLUMBIA,2015,86.2,458.0,32.9,3.0,False,12592285.0,5107112.0,701.12
COLUMBIA,2016,85.89999999999998,454.0,33.7,3.0,False,13317717.0,4737038.0,697.64
COLUMBIA,2017,86.0,434.0,34.2,3.0,False,,,
COLUMBIA,2018,85.7,437.0,35.2,3.0,False,,,
CORNWALL,2002,21.9,,,,True,,,
CORNWALL,2003,29.700000000000006,,16.5,0.5,False,,,
CORNWALL,2004,33.4,,16.9,0.5,False,,,
CORNWALL,2005,29.2,,16.2,0.5,True,,,
CORNWALL,2006,30.2,,15.0,0.5,False,,,
CORNWALL,2007,30.3,,14.8,0.5,False,3770035.0,542507.0,201.6
CORNWALL,2008,29.2,129.0,14.7,0.5,False,4411874.0,1217468.0,201.31
CORNWALL,2009,28.3,122.0,13.7,0.5,False,4016396.0,610758.0,186.05
CORNWALL,2010,28.2,122.0,13.7,0.5,False,4082378.0,667164.0,182.19
CORNWALL,2011,30.3,115.0,14.8,0.9,True,4042208.0,530071.0,169.3
CORNWALL,2012,30.0,106.0,15.2,0.9,True,4096802.0,1049616.0,159.88
CORNWALL,2013,30.4,103.0,15.2,0.9,True,4283594.0,1005494.0,152.7
CORNWALL,2014,30.1,105.0,15.2,0.5,True,4268248.0,714591.0,144.15
CORNWALL,2015,28.6,91.0,15.2,0.5,True,4227939.0,606972.0,133.1
CORNWALL,2016,29.2,92.0,15.0,0.5,True,4320167.0,676544.0,128.41
CORNWALL,2017,30.4,72.0,15.0,0.5,True,,,
CORNWALL,2018,42.10000000000001,73.0,13.9,0.5,True,,,
COVENTRY,2002,82.8,,,,True,,,
COVENTRY,2003,314.2,,129.5,10.6,False,,,
COVENTRY,2004,316.4,,131.5,11.0,False,,,
COVENTRY,2005,316.5,,127.1,10.6,False,,,
COVENTRY,2006,316.5,,126.7,11.5,False,,,
COVENTRY,2007,314.5,,126.7,11.5,True,22712102.0,9893591.0,2115.82
COVENTRY,2008,315.1,2016.0,123.1,10.6,False,31080910.0,18003325.0,2074.67
COVENTRY,2009,318.6,1962.0,126.4,11.6,False,25815014.0,12365688.0,2024.59
COVENTRY,2010,304.69999999999993,1920.0,122.7,11.6,False,25029076.0,10890396.0,1987.86
COVENTRY,2011,288.1,1844.0,115.0,11.2,False,25860037.0,10795520.0,1927.34
COVENTRY,2012,305.6,1796.0,120.9,11.8,False,27995105.0,12694185.0,1889.13
COVENTRY,2013,304.69999999999993,1735.0,122.4,11.8,False,28131806.0,12829292.0,1853.0
COVENTRY,2014,304.9,1693.0,120.7,11.8,False,29631593.0,13186656.0,1820.3
COVENTRY,2015,315.5,1651.0,122.1,12.0,False,29541973.0,12421409.0,1777.4
COVENTRY,2016,328.6,1634.0,127.0,12.0,False,30014124.0,12724221.0,1736.74
COVENTRY,2017,340.6,1625.0,127.6,13.0,False,,,
COVENTRY,2018,339.69999999999993,1690.0,125.1,13.0,False,,,
CROMWELL,2002,82.6,,,,True,,,
CROMWELL,2003,287.2,,126.7,7.0,False,,,
CROMWELL,2004,289.5,,127.1,7.0,False,,,
CROMWELL,2005,286.4,,126.7,7.0,False,,,
CROMWELL,2006,295.0,,128.3,7.0,False,,,
CROMWELL,2007,288.0,,132.7,8.0,False,24063006.0,5367574.0,1996.86
CROMWELL,2008,288.4,2000.0,130.3,9.0,False,32372132.0,13374918.0,1983.49
CROMWELL,2009,313.5,2029.0,131.9,9.0,False,26760282.0,6776783.0,2009.77
CROMWELL,2010,334.8,2068.0,134.9,9.0,False,26596305.0,6033567.0,2050.33
CROMWELL,2011,320.4,2032.0,135.9,8.0,False,26568344.0,6066793.0,2019.6
CROMWELL,2012,336.9,2000.0,132.8,9.0,False,28116330.0,7379711.0,2034.61
CROMWELL,2013,336.3,1985.0,130.8,9.0,False,28339843.0,7538023.0,2044.45
CROMWELL,2014,333.9000000000001,1968.0,131.4,9.4,False,29649940.0,7973832.0,2061.85
CROMWELL,2015,333.2,1984.0,128.0,10.0,False,30610852.0,8336950.0,2099.62
CROMWELL,2016,331.8,1997.0,130.4,10.0,False,31204449.0,7919803.0,2104.38
CROMWELL,2017,338.1,2004.0,132.4,11.0,False,,,
CROMWELL,2018,334.9,1973.0,133.4,10.0,False,,,
DANBURY,2002,301.2,,,,True,,,
DANBURY,2003,1266.3,,572.6,49.6,False,,,
DANBURY,2004,1310.9,,589.2,48.7,False,,,
DANBURY,2005,1331.5,,585.0,48.4,False,,,
DANBURY,2006,1338.5,,582.0,47.8,False,,,
DANBURY,2007,1417.4,,594.8,48.8,False,107317345.0,36546992.0,9884.65
DANBURY,2008,1433.6999999999996,10178.0,597.7,49.6,False,114914158.0,42719455.0,9964.78
DANBURY,2009,1432.6,10350.0,606.1,49.9,False,121411300.0,43575163.0,10132.82
DANBURY,2010,1437.5,10483.0,581.5,49.6,False,117631730.0,40879804.0,10255.04
DANBURY,2011,1458.1,10694.0,582.3,49.0,False,121036352.0,41012958.0,10482.72
DANBURY,2012,1412.3000000000004,10822.0,591.2,49.6,False,129949781.0,47293595.0,10615.37
DANBURY,2013,1443.4000000000005,10950.0,602.7,49.6,False,130444875.0,45650430.0,10727.08
DANBURY,2014,1536.9,10793.0,616.3,53.2,False,135882098.0,46161761.0,10577.42
DANBURY,2015,1613.4,10945.0,645.8,56.3,False,141957467.0,48767079.0,10686.85
DANBURY,2016,1634.4,11157.0,641.1,60.8,False,144825555.0,47213313.0,10870.82
DANBURY,2017,1677.9,11371.0,659.3,60.8,False,,,
DANBURY,2018,1657.0,11483.0,669.4,61.8,False,,,
DARIEN,2002,187.5,,,,True,,,
DARIEN,2003,647.2,,286.2,20.6,False,,,
DARIEN,2004,676.6,,303.7,21.7,False,,,
DARIEN,2005,684.6999999999998,,302.8,20.1,False,,,
DARIEN,2006,706.5999999999998,,308.7,20.1,False,,,
DARIEN,2007,727.7,,316.6,22.7,False,64441577.0,8088165.0,4608.99
DARIEN,2008,736.6,4662.0,325.1,22.9,False,89629028.0,29590967.0,4665.16
DARIEN,2009,745.2,4732.0,329.9,24.0,False,74728039.0,10883824.0,4714.62
DARIEN,2010,744.6,4791.0,331.6,23.2,False,76971943.0,10282461.0,4794.63
DARIEN,2011,740.6000000000001,4855.0,332.0,23.2,False,80795051.0,11556311.0,4848.08
DARIEN,2012,729.6999999999998,4833.0,328.6,24.2,False,86509642.0,13207295.0,4834.92
DARIEN,2013,727.5,4880.0,335.1,26.2,False,90216733.0,13371459.0,4874.42
DARIEN,2014,784.4000000000002,4929.0,333.2,26.3,False,96322274.0,14737968.0,4930.9
DARIEN,2015,798.3000000000002,4932.0,351.7,28.0,False,99103639.0,13420590.0,4917.96
DARIEN,2016,826.6999999999998,4884.0,349.9,27.0,False,102402057.0,14386285.0,4859.94
DARIEN,2017,828.5,4828.0,352.1,27.6,False,,,
DARIEN,2018,830.4,4818.0,351.2,27.0,False,,,
DEEP RIVER,2002,82.0,,,,True,,,
DEEP RIVER,2003,225.90000000000006,,85.5,4.2,False,,,
DEEP RIVER,2004,225.10000000000008,,86.5,4.2,False,,,
DEEP RIVER,2005,219.6,,87.5,4.4,False,,,
DEEP RIVER,2006,220.30000000000004,,87.9,4.2,False,,,
DEEP RIVER,2007,221.90000000000003,,89.8,4.2,False,9087372.0,1995851.0,694.14
DEEP RIVER,2008,214.50000000000009,551.0,95.8,4.2,False,10083786.0,2853312.0,689.53
DEEP RIVER,2009,214.1,594.0,91.5,4.4,False,9898159.0,2524631.0,661.47
DEEP RIVER,2010,209.6,593.0,92.5,4.4,False,9469760.0,2191144.0,654.64
DEEP RIVER,2011,211.1,594.0,88.0,4.8,False,9820587.0,2492650.0,653.4
DEEP RIVER,2012,212.3,559.0,89.0,4.8,False,10717646.0,2928640.0,648.0
DEEP RIVER,2013,209.4,530.0,83.3,3.8,False,10720924.0,3307898.0,656.0
DEEP RIVER,2014,207.5,510.0,80.9,4.8,False,11206997.0,2740359.0,644.6
DEEP RIVER,2015,200.9,454.0,77.9,4.8,False,11549813.0,2819743.0,637.6
DEEP RIVER,2016,196.2,420.0,75.0,4.8,False,11812374.0,2987550.0,624.4
DEEP RIVER,2017,188.9,371.0,72.5,4.8,False,,,
DEEP RIVER,2018,179.0,346.0,70.0,5.0,False,,,
DERBY,2002,62.3,,,,True,,,
DERBY,2003,208.4,,84.5,7.0,False,,,
DERBY,2004,214.7,,86.2,7.0,False,,,
DERBY,2005,218.7,,91.0,7.0,False,,,
DERBY,2006,221.6,,90.6,7.0,False,,,
DERBY,2007,216.7,,87.0,7.0,False,17635611.0,11443333.0,1560.34
DERBY,2008,234.0,1472.0,93.8,7.0,False,23663301.0,17123121.0,1553.87
DERBY,2009,222.5,1489.0,92.2,9.0,False,19873813.0,12310056.0,1568.98
DERBY,2010,213.1,1474.0,91.0,9.0,True,20036381.0,12218692.0,1580.69
DERBY,2011,222.4,1476.0,89.4,8.0,True,20527006.0,11958531.0,1590.32
DERBY,2012,220.7,1453.0,86.5,8.0,True,18898160.0,11842416.0,1572.45
DERBY,2013,225.2,1498.0,86.2,9.0,False,19314326.0,13667576.0,1613.19
DERBY,2014,248.1,1522.0,87.9,10.0,False,20697007.0,13542428.0,1632.89
DERBY,2015,256.29999999999995,1467.0,93.3,9.0,False,22108184.0,14130654.0,1587.76
DERBY,2016,261.8,1403.0,89.9,9.0,True,23611655.0,15541595.0,1544.6
DERBY,2017,249.2,1387.0,99.9,10.0,False,,,
DERBY,2018,264.2,1370.0,97.5,10.0,False,,,
EAST GRANBY,2002,33.90000000000001,,,,True,,,
EAST GRANBY,2003,129.4,,59.7,3.6,False,,,
EAST GRANBY,2004,129.5,,58.6,3.6,False,,,
EAST GRANBY,2005,138.00000000000003,,58.9,4.1,False,,,
EAST GRANBY,2006,142.1,,58.3,4.1,False,,,
EAST GRANBY,2007,147.1,,59.2,4.3,False,11079224.0,2281403.0,938.26
EAST GRANBY,2008,151.50000000000003,914.0,61.0,4.3,False,11887509.0,2764573.0,923.89
EAST GRANBY,2009,149.9,900.0,59.4,4.3,False,12449844.0,2779190.0,906.36
EAST GRANBY,2010,150.79999999999995,907.0,58.8,4.8,False,12761001.0,2402943.0,939.07
EAST GRANBY,2011,160.4,893.0,61.2,5.3,False,12993868.0,2619515.0,923.78
EAST GRANBY,2012,160.4,847.0,59.8,5.3,False,13237128.0,2825510.0,890.4
EAST GRANBY,2013,160.4,865.0,63.9,5.5,False,13829200.0,2895160.0,901.36
EAST GRANBY,2014,157.9,874.0,64.7,5.5,False,14282030.0,2864532.0,921.4
EAST GRANBY,2015,160.2,886.0,62.4,4.0,False,15013695.0,2977079.0,923.01
EAST GRANBY,2016,170.3,878.0,66.9,6.0,False,15333060.0,2989198.0,906.8
EAST GRANBY,2017,175.10000000000005,866.0,71.7,6.5,False,,,
EAST GRANBY,2018,173.29999999999995,848.0,70.2,7.0,False,,,
EAST HADDAM,2002,59.9,,,,True,,,
EAST HADDAM,2003,222.5,,88.9,5.0,False,,,
EAST HADDAM,2004,222.1,,89.1,6.0,False,,,
EAST HADDAM,2005,220.9,,87.4,6.5,False,,,
EAST HADDAM,2006,219.6,,87.4,6.6,False,,,
EAST HADDAM,2007,218.6,,85.4,6.6,False,17082092.0,5754603.0,1439.29
EAST HADDAM,2008,220.0,1433.0,87.4,7.0,False,23363965.0,11649505.0,1463.2
EAST HADDAM,2009,230.9,1437.0,92.4,7.0,False,19669609.0,6772352.0,1458.22
EAST HADDAM,2010,231.5,1405.0,95.0,7.0,False,19179294.0,6102332.0,1424.0
EAST HADDAM,2011,224.2,1355.0,91.0,7.0,False,19343860.0,6087634.0,1371.28
EAST HADDAM,2012,218.6,1287.0,88.4,7.0,False,20323325.0,7001530.0,1302.76
EAST HADDAM,2013,224.0,1257.0,89.7,7.0,False,20393896.0,7132706.0,1293.86
EAST HADDAM,2014,235.5,1199.0,98.4,7.0,False,21391246.0,7143416.0,1230.29
EAST HADDAM,2015,218.0,1143.0,83.0,7.0,False,20920432.0,6731006.0,1179.56
EAST HADDAM,2016,226.0,1073.0,85.0,7.0,False,21557488.0,6679889.0,1106.85
EAST HADDAM,2017,228.0,1032.0,86.0,8.0,False,,,
EAST HADDAM,2018,221.1,1023.0,81.6,8.0,False,,,
EAST HAMPTON,2002,77.0,,,,True,,,
EAST HAMPTON,2003,287.0,,120.0,6.0,False,,,
EAST HAMPTON,2004,285.1,,117.8,6.0,False,,,
EAST HAMPTON,2005,292.1,,120.0,5.0,False,,,
EAST HAMPTON,2006,301.5,,119.9,6.0,False,,,
EAST HAMPTON,2007,310.6,,121.8,6.0,False,23441786.0,9993098.0,2112.58
EAST HAMPTON,2008,323.8,2087.0,124.2,10.0,False,32650534.0,18124172.0,2085.2
EAST HAMPTON,2009,343.9,2064.0,125.0,11.0,False,27066537.0,11503080.0,2066.07
EAST HAMPTON,2010,336.4,2034.0,124.0,11.0,False,27509315.0,11353306.0,2040.47
EAST HAMPTON,2011,338.8,1978.0,123.4,11.0,False,28545580.0,11369957.0,2004.01
EAST HAMPTON,2012,330.3,1952.0,122.4,11.0,False,29238599.0,11601455.0,1996.51
EAST HAMPTON,2013,321.0,1898.0,121.6,10.0,False,29894213.0,11747385.0,1970.9
EAST HAMPTON,2014,320.6,1877.0,121.4,11.0,False,31395954.0,12505757.0,1987.41
EAST HAMPTON,2015,308.0,1835.0,120.2,10.8,False,31336281.0,11634584.0,1942.04
EAST HAMPTON,2016,298.9,1893.0,119.0,11.0,False,31881405.0,11433052.0,1984.02
EAST HAMPTON,2017,306.1,1876.0,122.2,11.0,False,,,
EAST HAMPTON,2018,310.4,1869.0,122.4,11.0,False,,,
EAST HARTFORD,2002,285.0,,,,True,,,
EAST HARTFORD,2003,988.9,,467.5,30.0,False,,,
EAST HARTFORD,2004,1021.7,,466.4,29.8,False,,,
EAST HARTFORD,2005,1096.7,,468.8,32.4,False,,,
EAST HARTFORD,2006,1200.7999999999995,,475.9,30.4,False,,,
EAST HARTFORD,2007,1232.9,,473.6,32.0,False,84427000.0,48844000.0,8356.85
EAST HARTFORD,2008,1241.0,7474.0,478.6,31.6,False,114773000.0,79733000.0,8062.01
EAST HARTFORD,2009,1270.1,7264.0,494.0,34.8,False,92242000.0,57601000.0,7917.59
EAST HARTFORD,2010,1226.1,7280.0,458.9,37.8,False,84284000.0,51585000.0,8009.39
EAST HARTFORD,2011,1240.2,7128.0,468.7,36.6,False,89434000.0,51565000.0,8027.42
EAST HARTFORD,2012,1243.5000000000002,7176.0,469.7,39.6,False,97696000.0,60641000.0,8141.51
EAST HARTFORD,2013,1253.9,7053.0,453.6,34.0,False,100759000.0,59947000.0,8035.22
EAST HARTFORD,2014,1271.5000000000002,7158.0,453.5,35.0,False,107307000.0,63834000.0,8165.149999999998
EAST HARTFORD,2015,1349.5,7060.0,443.1,43.0,False,103700000.0,64424000.0,8160.66
EAST HARTFORD,2016,1356.9,6882.0,457.8,43.4,False,106475000.0,66149000.0,8092.09
EAST HARTFORD,2017,1366.6,6734.0,455.9,48.6,False,,,
EAST HARTFORD,2018,1348.3000000000004,6868.0,444.6,50.0,False,,,
EAST HAVEN,2002,140.8,,,,True,,,
EAST HAVEN,2003,540.1,,237.4,20.0,False,,,
EAST HAVEN,2004,533.4,,235.6,18.0,False,,,
EAST HAVEN,2005,551.3,,240.2,19.2,False,,,
EAST HAVEN,2006,544.6,,236.0,18.2,False,,,
EAST HAVEN,2007,570.8,,244.2,18.2,False,42210468.0,23552235.0,3932.63
EAST HAVEN,2008,561.9,3699.0,236.2,18.4,False,52792124.0,33042178.0,3888.36
EAST HAVEN,2009,564.3,3599.0,238.3,17.4,False,47501312.0,26567280.0,3810.03
EAST HAVEN,2010,557.9,3546.0,223.8,19.2,False,44137267.0,22884200.0,3803.24
EAST HAVEN,2011,500.4,3448.0,206.4,18.4,False,43749500.0,22486788.0,3774.85
EAST HAVEN,2012,479.80000000000007,3297.0,212.4,19.4,False,48339563.0,26415418.0,3674.27
EAST HAVEN,2013,457.0,3241.0,203.4,20.4,False,48455006.0,26362443.0,3641.21
EAST HAVEN,2014,497.4,3127.0,195.8,22.4,False,50428317.0,26530783.0,3476.63
EAST HAVEN,2015,543.3,3011.0,201.0,21.9,False,50447708.0,25756092.0,3375.94
EAST HAVEN,2016,515.8,3051.0,203.0,21.9,False,52743757.0,26073319.0,3414.38
EAST HAVEN,2017,506.4,2996.0,191.0,19.5,False,,,
EAST HAVEN,2018,511.8,2872.0,187.0,19.7,False,,,
EAST LYME,2002,202.0,,,,True,,,
EAST LYME,2003,515.1,,207.1,13.5,False,,,
EAST LYME,2004,535.8,,203.3,12.5,False,,,
EAST LYME,2005,533.8,,207.0,15.0,False,,,
EAST LYME,2006,547.8,,212.4,15.0,False,,,
EAST LYME,2007,535.1999999999998,,213.0,15.0,False,38111914.0,10439767.0,2992.91
EAST LYME,2008,523.1,3269.0,207.2,15.0,False,40271673.0,11736954.0,3026.43
EAST LYME,2009,500.9,3169.0,206.4,15.0,False,42299028.0,12748779.0,2934.53
EAST LYME,2010,525.0,3113.0,209.1,15.0,False,41427641.0,11178281.0,2878.61
EAST LYME,2011,571.5,3084.0,206.3,15.0,False,43090693.0,11012922.0,2878.75
EAST LYME,2012,523.8999999999999,2985.0,193.7,15.5,False,45459821.0,13081658.0,2784.26
EAST LYME,2013,524.5999999999998,2939.0,197.2,14.5,False,46632038.0,13148147.0,2735.37
EAST LYME,2014,538.5,2868.0,200.8,15.5,False,48126767.0,14329374.0,2690.14
EAST LYME,2015,564.9,2839.0,209.2,15.5,False,49709355.0,14231113.0,2648.39
EAST LYME,2016,554.5999999999998,2792.0,205.7,15.5,False,50487799.0,14377198.0,2615.95
EAST LYME,2017,557.5999999999998,2782.0,207.8,15.5,False,,,
EAST LYME,2018,539.7,2757.0,202.4,15.0,False,,,
EAST WINDSOR,2002,42.9,,,,True,,,
EAST WINDSOR,2003,230.7,,94.8,6.0,False,,,
EAST WINDSOR,2004,234.9,,96.2,6.0,False,,,
EAST WINDSOR,2005,230.4,,96.2,4.0,True,,,
EAST WINDSOR,2006,120.0,,94.2,5.0,True,,,
EAST WINDSOR,2007,231.9,,96.2,7.0,False,17052072.0,6984588.0,1613.36
EAST WINDSOR,2008,231.50000000000003,1494.0,95.2,7.0,False,23401901.0,12388137.0,1560.67
EAST WINDSOR,2009,240.1,1452.0,96.7,7.0,False,20760869.0,8607535.0,1525.81
EAST WINDSOR,2010,193.9,1397.0,90.3,7.0,False,19351289.0,7305528.0,1475.86
EAST WINDSOR,2011,225.50000000000003,1345.0,85.1,7.0,False,20522588.0,7273015.0,1396.21
EAST WINDSOR,2012,123.2,1298.0,86.9,7.0,True,21503161.0,8420974.0,1369.13
EAST WINDSOR,2013,229.7,1276.0,93.9,8.0,False,22517698.0,8842174.0,1364.33
EAST WINDSOR,2014,227.0,1216.0,87.9,8.0,False,23072375.0,8810002.0,1305.46
EAST WINDSOR,2015,238.0,1138.0,90.0,10.0,False,23299723.0,8983491.0,1257.37
EAST WINDSOR,2016,245.0,1105.0,86.0,10.0,False,24287205.0,8686073.0,1203.41
EAST WINDSOR,2017,273.7,1049.0,87.7,10.0,False,,,
EAST WINDSOR,2018,273.5,1082.0,87.2,10.0,False,,,
EASTFORD,2002,8.5,,,,True,,,
EASTFORD,2003,34.6,,13.6,0.7,False,,,
EASTFORD,2004,32.4,,12.9,0.4,False,,,
EASTFORD,2005,33.6,,12.2,0.7,False,,,
EASTFORD,2006,32.5,,12.1,0.4,False,,,
EASTFORD,2007,30.8,,10.9,0.4,False,3445577.0,1436166.0,269.87
EASTFORD,2008,31.200000000000006,189.0,12.3,0.5,True,3519454.0,1500622.0,268.55
EASTFORD,2009,33.3,187.0,13.5,0.5,True,3829616.0,1558486.0,266.69
EASTFORD,2010,34.3,171.0,13.6,0.5,True,3745816.0,1630796.0,236.52
EASTFORD,2011,34.40000000000001,180.0,13.9,0.5,True,3819029.0,1557126.0,245.93
EASTFORD,2012,37.5,176.0,13.3,0.5,True,3756017.0,1655934.0,233.92
EASTFORD,2013,35.2,169.0,13.4,0.5,True,3864869.0,1614493.0,217.5
EASTFORD,2014,36.8,152.0,13.0,0.5,True,3854354.0,1691351.0,203.74
EASTFORD,2015,36.2,139.0,13.3,,True,3946713.0,1747378.0,189.21
EASTFORD,2016,35.4,134.0,13.0,0.5,True,3987911.0,1717920.0,178.5
EASTFORD,2017,36.9,143.0,13.0,1.0,True,,,
EASTFORD,2018,35.80000000000001,151.0,12.2,1.0,True,,,
EASTON,2002,122.8,,,,True,,,
EASTON,2003,429.80000000000007,,156.89999999999995,9.6,False,,,
EASTON,2004,432.7000000000001,,155.9,7.9,False,,,
EASTON,2005,465.0,,157.0,8.8,False,,,
EASTON,2006,400.0,,159.10000000000005,9.8,False,,,
EASTON,2007,364.3,,158.4,8.6,False,21625026.0,1807967.0,1567.88
EASTON,2008,789.1000000000001,1309.0,161.9,9.6,False,27632800.0,6195139.0,1602.42
EASTON,2009,394.0,1304.0,160.10000000000005,9.8,False,24900625.0,2126327.0,1590.04
EASTON,2010,391.1,1269.0,163.7,9.8,False,25004081.0,2035401.0,1555.96
EASTON,2011,382.8,1246.0,150.3,9.9,False,25665283.0,2233793.0,1553.24
EASTON,2012,522.7,1210.0,150.0,10.3,False,26784954.0,2366020.0,1509.12
EASTON,2013,368.69999999999993,1133.0,146.8,9.9,False,27263689.0,2596232.0,1478.84
EASTON,2014,382.1,962.0,139.2,11.2,False,27304586.0,3036785.0,1448.78
EASTON,2015,365.6,936.0,134.7,12.9,False,27724507.0,2912452.0,1417.46
EASTON,2016,362.7,954.0,131.4,11.7,True,29448104.0,2808762.0,1393.9
EASTON,2017,349.8,937.0,132.5,11.7,True,,,
EASTON,2018,380.7,914.0,128.3,11.7,False,,,
ELLINGTON,2002,92.0,,,,True,,,
ELLINGTON,2003,360.6,,145.4,10.0,False,,,
ELLINGTON,2004,352.6,,145.3,10.5,False,,,
ELLINGTON,2005,367.2000000000001,,149.2,10.4,False,,,
ELLINGTON,2006,365.50000000000006,,146.9,10.9,False,,,
ELLINGTON,2007,374.9,,149.4,11.1,False,27133354.0,11333020.0,2562.39
ELLINGTON,2008,379.4,2612.0,154.3,12.1,False,37596600.0,21870263.0,2628.11
