City,report_year,Education spending,Inter_Gov_Rev,Enrollment
WINDSOR LOCKS,2015,32258906.0,14563701.0,1714.58
WOLCOTT,2015,37739030.0,20699671.0,2585.76
WOODBRIDGE,2015,28571588.0,2789596.0,1497.23
WOODBURY,2015,22021433.0,1400020.0,1164.85
WOODSTOCK,2015,17492430.0,7061438.0,1301.8
BRISTOL,2014,102684000.0,64980000.0,8490.99
BROOKFIELD,2014,42881832.0,7044108.0,2826.29
BROOKLYN,2014,18141251.0,9903495.0,1239.0
BURLINGTON,2014,23328178.0,5028255.0,1721.02
CANAAN,2014,3040647.0,802830.0,114.88
CANTERBURY,2014,12162679.0,6600658.0,659.64
CANTON,2014,26705326.0,6557094.0,1726.71
CHAPLIN,2014,6101752.0,2725419.0,303.73
CHESHIRE,2014,71369932.0,24543872.0,4601.12
CHESTER,2014,8693813.0,1392643.0,480.22
CLINTON,2014,34066239.0,11757984.0,2016.25
COLCHESTER,2014,43879506.0,19727811.0,2847.2
COLEBROOK,2014,3781634.0,979543.0,216.39
COLUMBIA,2014,12716452.0,4564047.0,705.4400000000002
CORNWALL,2014,4268248.0,714591.0,144.15
COVENTRY,2014,29631593.0,13186656.0,1820.3
ANDOVER,2014,8800679.0,2979697.0,569.02
ANSONIA,2014,35784832.0,28229568.0,2528.6
ASHFORD,2014,11758559.0,5109447.0,615.78
AVON,2014,56632683.0,10344758.0,3420.67
BARKHAMSTED,2014,9363120.0,2207868.0,602.4500000000002
BEACON FALLS,2014,13978646.0,4717436.0,940.2
BERLIN,2014,48175177.0,13429655.0,3063.18
BETHANY,2014,15923151.0,3467034.0,914.19
BETHEL,2014,46384500.0,14565184.0,2946.04
BETHLEHEM,2014,7017668.0,1667107.0,404.16
BLOOMFIELD,2014,42708097.0,11640999.0,2186.57
BOLTON,2014,14500226.0,4830217.0,803.26
BOZRAH,2014,5831304.0,2368562.0,345.04
BRANFORD,2014,57742288.0,10244386.0,3315.73
BRIDGEPORT,2014,267927607.0,240139304.0,21008.02
BRIDGEWATER,2014,4950398.0,184418.0,169.75
CROMWELL,2014,29649940.0,7973832.0,2061.85
DANBURY,2014,135882098.0,46161761.0,10577.42
DARIEN,2014,96322274.0,14737968.0,4930.9
DEEP RIVER,2014,11206997.0,2740359.0,644.6
DERBY,2014,20697007.0,13542428.0,1632.89
DURHAM,2014,22605364.0,4644133.0,1241.41
EAST GRANBY,2014,14282030.0,2864532.0,921.4
EAST HADDAM,2014,21391246.0,7143416.0,1230.29
EAST HAMPTON,2014,31395954.0,12505757.0,1987.41
EAST HARTFORD,2014,107307000.0,63834000.0,8165.149999999998
EAST HAVEN,2014,50428317.0,26530783.0,3476.63
EAST LYME,2014,48126767.0,14329374.0,2690.14
EAST WINDSOR,2014,23072375.0,8810002.0,1305.46
EASTFORD,2014,3854354.0,1691351.0,203.74
EASTON,2014,27304586.0,3036785.0,1448.78
ELLINGTON,2014,37658420.0,15675412.0,2765.82
ENFIELD,2014,77039000.0,46613000.0,5597.19
ESSEX,2014,16539771.0,1582749.0,935.02
FAIRFIELD,2014,171991000.0,29508000.0,10303.84
FARMINGTON,2014,63908106.0,13512775.0,4033.41
FRANKLIN,2014,4360997.0,1732750.0,266.51
GLASTONBURY,2014,106599514.0,20916758.0,6581.6
GOSHEN,2014,7250596.0,339750.0,378.22
GRANBY,2014,30638153.0,10814146.0,2023.62
GREENWICH,2014,159830154.0,32376036.0,8660.629999999997
GRISWOLD,2014,28005356.0,14451801.0,1845.23
GROTON,2014,82192134.0,46217827.0,5014.19
GROTON (City of),2014,0.0,692025.0,
GUILFORD,2014,61781211.0,11574815.0,3559.04
HADDAM,2014,21414633.0,2065467.0,1339.07
HAMDEN,2014,91700269.0,43373808.0,6707.09
HAMPTON,2014,4126273.0,1929150.0,190.8
HARTFORD,2014,321535000.0,286236000.0,21784.34
HARTLAND,2014,5134598.0,2122498.0,286.57
HARWINTON,2014,12006633.0,3141286.0,903.1400000000001
HEBRON,2014,27866472.0,8990878.0,1895.8
KENT,2014,7016016.0,1205585.0,315.15
KILLINGLY,2014,43637467.0,22203161.0,2420.81
KILLINGWORTH,2014,15777424.0,2730733.0,962.18
LEBANON,2014,19604569.0,8160496.0,1136.03
LEDYARD,2014,33978236.0,19454185.0,2508.66
LISBON,2014,10157341.0,5004354.0,619.27
LITCHFIELD,2014,18861000.0,3729000.0,1004.3
LYME,2014,6483107.0,947243.0,298.36
MADISON,2014,55604951.0,9664222.0,3291.21
MANCHESTER,2014,116985000.0,48744000.0,7283.55
MANSFIELD,2014,33381585.0,20829546.0,1868.22
MARLBOROUGH,2014,15434472.0,4287160.0,1172.64
MERIDEN,2014,113672829.0,74901851.0,9001.540000000003
MIDDLEBURY,2014,19694996.0,1444580.0,1280.27
MIDDLEFIELD,2014,11969987.0,2558866.0,668.15
MIDDLETOWN,2014,82259000.0,36163000.0,5129.58
MILFORD,2014,123068000.0,27759000.0,6558.49
MONROE,2014,58266029.0,14609179.0,3425.24
MONTVILLE,2014,41200103.0,22109764.0,2496.14
MORRIS,2014,5957858.0,709962.0,326.4
NAUGATUCK,2014,66204553.0,39250092.0,4593.28
NEW BRITAIN,2014,141020000.0,107833000.0,11002.51
NEW CANAAN,2014,86457443.0,14458604.0,4228.01
NEW FAIRFIELD,2014,35664277.0,9952002.0,2642.89
NEW HARTFORD,2014,17925220.0,5105988.0,1104.33
NEW HAVEN,2014,210739315.0,241889965.0,18738.35
NEW LONDON,2014,45031924.0,37911660.0,3532.73
NEW MILFORD,2014,66335339.0,24262031.0,4425.4
NEWINGTON,2014,74223000.0,26354000.0,4382.7
NEWTOWN,2014,79695025.0,16438269.0,5019.93
NORFOLK,2014,4516476.0,1014179.0,218.09
NORTH BRANFORD,2014,33134078.0,12177678.0,2115.54
NORTH CANAAN,2014,8765855.0,2752469.0,433.3
NORTH HAVEN,2014,53235992.0,10399054.0,3449.01
NORTH STONINGTON,2014,14097174.0,6418043.0,785.69
NORWALK,2014,184591078.0,39957341.0,11290.18
NORWICH,2014,77381000.0,44891000.0,5380.28
OLD LYME,2014,24314383.0,1293677.0,1141.17
OLD SAYBROOK,2014,26165008.0,4106868.0,1417.35
ORANGE,2014,41961871.0,4956456.0,2373.02
OXFORD,2014,30419090.0,8850880.0,2101.89
PLAINFIELD,2014,37742762.0,22397613.0,2349.97
PLAINVILLE,2014,37928248.0,16527208.0,2367.88
PLYMOUTH,2014,26530771.0,13704348.0,1748.25
POMFRET,2014,10876672.0,4658385.0,633.26
PORTLAND,2014,20983986.0,6797856.0,1435.54
PRESTON,2014,12065450.0,6093850.0,617.14
PROSPECT,2014,21486385.0,5891822.0,1431.2
PUTNAM,2014,19139288.0,11342659.0,1226.36
REDDING,2014,36823250.0,3801388.0,1608.61
RIDGEFIELD,2014,92761909.0,15098029.0,5259.8
ROCKY HILL,2014,35566626.0,10206932.0,2588.76
ROXBURY,2014,6790721.0,268555.0,247.1
SALEM,2014,11258315.0,4567932.0,674.99
SALISBURY,2014,8414292.0,996819.0,347.2200000000001
SCOTLAND,2014,4498536.0,1995387.0,225.38
SEYMOUR,2014,35087291.0,15102416.0,2431.97
SHARON,2014,6377957.0,611714.0,238.7
SHELTON,2014,74300492.0,15826286.0,5150.45
SHERMAN,2014,9540965.0,1382841.0,563.72
SIMSBURY,2014,73703266.0,14265662.0,4445.53
SOMERS,2014,23416325.0,12786529.0,1518.63
SOUTH WINDSOR,2014,76012600.0,22758513.0,4463.44
SOUTHBURY,2014,42098268.0,3431029.0,2755.56
SOUTHINGTON,2014,95632000.0,33581000.0,6751.35
SPRAGUE,2014,6657148.0,4106057.0,445.21
STAFFORD,2014,29246051.0,14681202.0,1652.12
STAMFORD,2014,276434644.0,54069259.0,15623.6
STERLING,2014,8540868.0,4291324.0,632.7000000000002
STONINGTON,2014,37748407.0,6672590.0,2387.67
STRATFORD,2014,108317705.0,40821397.0,7474.67
SUFFIELD,2014,35732506.0,17337295.0,2314.15
THOMASTON,2014,15838445.0,8298939.0,1096.62
THOMPSON,2014,18544267.0,10141990.0,1108.0
TOLLAND,2014,41193428.0,17105210.0,2873.68
TORRINGTON,2014,76389179.0,36531569.0,4460.38
TRUMBULL,2014,109704266.0,18329424.0,6667.87
UNION,2014,1958719.0,608064.0,110.0
VERNON,2014,56788058.0,25613730.0,3658.55
VOLUNTOWN,2014,6927162.0,3492893.0,401.11
WALLINGFORD,2014,103194000.0,39188000.0,6121.14
WARREN,2014,3128812.0,166064.0,166.42
WASHINGTON,2014,9402789.0,364425.0,345.54
WATERBURY,2014,180634000.0,160392000.0,17970.4
WATERFORD,2014,50512081.0,8945437.0,2974.65
WATERTOWN,2014,43236872.0,18760371.0,2940.43
WEST HARTFORD,2014,160266000.0,43115000.0,10296.6
WEST HAVEN,2014,95107522.0,65232537.0,7194.95
WESTBROOK,2014,17868817.0,3070160.0,851.5
WESTON,2014,51229491.0,6500404.0,2405.33
WESTPORT,2014,121252479.0,4098193.0,5745.72
WETHERSFIELD,2014,60950236.0,17339290.0,3921.26
WILLINGTON,2014,12886316.0,5137701.0,709.91
WILTON,2014,85352764.0,13140788.0,4312.67
WINCHESTER,2014,21815738.0,11021018.0,1262.85
WINDHAM,2014,49414612.0,37271487.0,3260.8
WINDSOR,2014,70387913.0,22298413.0,3936.24
WINDSOR LOCKS,2014,32609424.0,15923535.0,1783.42
WOLCOTT,2014,37034923.0,20711146.0,2720.2
WOODBRIDGE,2014,27642754.0,2753321.0,1483.64
WOODBURY,2014,22010784.0,1412375.0,1240.52
WOODSTOCK,2014,17459851.0,7272547.0,1319.62
PORTLAND,2016,21778087.0,6731383.0,1400.51
PRESTON,2016,12070980.0,5818194.0,648.09
PROSPECT,2016,22604656.0,5725934.0,1391.07
PUTNAM,2016,19502945.0,11336152.0,1165.89
REDDING,2016,36254652.0,3786491.0,1488.05
RIDGEFIELD,2016,96082052.0,13768527.0,5014.77
ROCKY HILL,2016,41398116.0,10581229.0,2762.32
ROXBURY,2016,7119534.0,188982.0,214.92
SALEM,2016,11748904.0,4577988.0,630.4500000000002
SALISBURY,2016,8702313.0,1473804.0,341.87
SCOTLAND,2016,4673197.0,1828593.0,209.09
SEYMOUR,2016,36363723.0,15037154.0,2323.49
SHARON,2016,6969515.0,563923.0,230.4
SHELTON,2016,76887536.0,15574065.0,5178.7
SHERMAN,2016,9589213.0,1216580.0,502.18
SIMSBURY,2016,74054959.0,13884108.0,4253.47
SOMERS,2016,24017924.0,12199915.0,1441.14
SOUTH WINDSOR,2016,76768518.0,21589783.0,4320.88
SOUTHBURY,2016,44646554.0,3804091.0,2582.26
SOUTHINGTON,2016,99479000.0,33321000.0,6648.04
SPRAGUE,2016,6849721.0,3912985.0,461.89
OLD SAYBROOK,2016,27971556.0,4562670.0,1351.24
ORANGE,2016,44175681.0,5118888.0,2303.5
OXFORD,2016,31084769.0,8541198.0,2037.13
PLAINFIELD,2016,39109612.0,22220524.0,2293.81
PLAINVILLE,2016,38395769.0,16214440.0,2415.16
PLYMOUTH,2016,25806526.0,13674264.0,1678.37
POMFRET,2016,10594981.0,4165929.0,602.47
STAFFORD,2016,29837976.0,14705231.0,1596.49
STAMFORD,2016,285987017.0,49990949.0,15642.22
STERLING,2016,8504359.0,4256995.0,583.43
STONINGTON,2016,38884087.0,5989782.0,2250.44
STRATFORD,2016,112764984.0,41912560.0,7245.55
SUFFIELD,2016,37292260.0,16623110.0,2261.12
THOMASTON,2016,15809352.0,8198506.0,1013.79
THOMPSON,2016,19162844.0,9943392.0,1043.0
TOLLAND,2016,43158871.0,16861099.0,2710.44
TORRINGTON,2016,78294333.0,36409678.0,4465.63
TRUMBULL,2016,113968828.0,19724597.0,6615.64
UNION,2016,2137583.0,589749.0,113.0
VERNON,2016,56591613.0,25120365.0,3512.44
VOLUNTOWN,2016,7215736.0,3939000.0,388.41
WALLINGFORD,2016,106678000.0,38240000.0,6135.01
WARREN,2016,3260832.0,110900.0,163.02
WASHINGTON,2016,9716505.0,264860.0,325.9700000000001
WATERBURY,2016,178411000.0,156610000.0,18382.83
WATERFORD,2016,50785687.0,8196982.0,2901.53
WATERTOWN,2016,45068233.0,19352704.0,2830.26
WEST HARTFORD,2016,167362000.0,44086000.0,10132.47
WEST HAVEN,2016,106292923.0,74083784.0,7017.43
WESTBROOK,2016,19167229.0,3085411.0,782.98
WESTON,2016,55344610.0,6964897.0,2383.27
WESTPORT,2016,126750713.0,3565024.0,5717.08
WETHERSFIELD,2016,64994570.0,17549567.0,3971.05
WILLINGTON,2016,12973852.0,5047739.0,672.93
WILTON,2016,89568730.0,11964934.0,4155.3
WINCHESTER,2016,22235653.0,10841687.0,1185.51
WINDHAM,2016,50733767.0,36765536.0,3207.1
WINDSOR,2016,72839199.0,21906514.0,3936.72
WINDSOR LOCKS,2016,33117510.0,14887378.0,1703.28
WOLCOTT,2016,37563529.0,20092505.0,2546.62
WOODBRIDGE,2016,29222217.0,2769051.0,1487.72
WOODBURY,2016,22479871.0,1681290.0,1148.54
WOODSTOCK,2016,17577537.0,7059787.0,1264.53
ANDOVER,2016,8780455.0,2961909.0,502.26
ANSONIA,2016,38507977.0,29372130.0,2524.46
ASHFORD,2016,11825590.0,4985298.0,562.82
AVON,2016,59484885.0,9949386.0,3292.45
BARKHAMSTED,2016,9502969.0,2190046.0,564.73
BEACON FALLS,2016,14820178.0,4586087.0,899.82
BERLIN,2016,49476881.0,13312658.0,2938.43
BETHANY,2016,16698230.0,3424720.0,840.69
BETHEL,2016,48105825.0,13962715.0,2930.31
BETHLEHEM,2016,7187029.0,1609445.0,352.7
BLOOMFIELD,2016,43740001.0,11091620.0,2238.29
BOLTON,2016,14696498.0,4897507.0,759.1799999999998
BOZRAH,2016,5925910.0,2217063.0,307.7
BRANFORD,2016,59226125.0,8854178.0,3121.52
BRIDGEPORT,2016,273774169.0,234246831.0,20945.51
BRIDGEWATER,2016,4368358.0,222017.0,136.23
BRISTOL,2016,105974983.0,65965354.0,8392.78
BROOKFIELD,2016,44101873.0,6560717.0,2731.36
BROOKLYN,2016,17955158.0,8359463.0,1225.4
BURLINGTON,2016,24619045.0,6239951.0,1624.31
CANAAN,2016,3111571.0,852229.0,111.45
CANTERBURY,2016,12129756.0,6097579.0,648.58
CANTON,2016,27532880.0,7133342.0,1638.21
CHAPLIN,2016,6158721.0,2704394.0,287.63
CHESHIRE,2016,75896046.0,25313541.0,4401.39
CHESTER,2016,8819133.0,1394270.0,443.2
CLINTON,2016,35148514.0,11393179.0,1862.89
COLCHESTER,2016,44296560.0,19575213.0,2705.29
COLEBROOK,2016,3821541.0,929084.0,195.34
COLUMBIA,2016,13317717.0,4737038.0,697.64
CORNWALL,2016,4320167.0,676544.0,128.41
COVENTRY,2016,30014124.0,12724221.0,1736.74
CROMWELL,2016,31204449.0,7919803.0,2104.38
DANBURY,2016,144825555.0,47213313.0,10870.82
DARIEN,2016,102402057.0,14386285.0,4859.94
DEEP RIVER,2016,11812374.0,2987550.0,624.4
DERBY,2016,23611655.0,15541595.0,1544.6
DURHAM,2016,23363540.0,4549804.0,1151.97
EAST GRANBY,2016,15333060.0,2989198.0,906.8
EAST HADDAM,2016,21557488.0,6679889.0,1106.85
EAST HAMPTON,2016,31881405.0,11433052.0,1984.02
EAST HARTFORD,2016,106475000.0,66149000.0,8092.09
EAST HAVEN,2016,52743757.0,26073319.0,3414.38
EAST LYME,2016,50487799.0,14377198.0,2615.95
EAST WINDSOR,2016,24287205.0,8686073.0,1203.41
EASTFORD,2016,3987911.0,1717920.0,178.5
EASTON,2016,29448104.0,2808762.0,1393.9
ELLINGTON,2016,39371523.0,15048775.0,2732.71
ENFIELD,2016,75996000.0,45301000.0,5552.78
ESSEX,2016,16305340.0,1341581.0,813.4199999999998
FAIRFIELD,2016,180029000.0,26820000.0,10125.97
FARMINGTON,2016,67188409.0,13153469.0,4048.47
FRANKLIN,2016,4455436.0,1656383.0,255.14
GLASTONBURY,2016,110736179.0,19628137.0,6212.51
GOSHEN,2016,7108614.0,299172.0,355.29
GRANBY,2016,31216353.0,10183360.0,1920.62
GREENWICH,2016,167235645.0,29010055.0,8681.7
GRISWOLD,2016,28599440.0,14602820.0,1787.02
GROTON,2016,84010289.0,43716941.0,4903.74
GROTON (City of),2016,0.0,221886.0,
GUILFORD,2016,64614449.0,10848990.0,3450.22
HADDAM,2016,23465940.0,2134441.0,1261.16
HAMDEN,2016,94446338.0,44146760.0,6434.02
HAMPTON,2016,4090389.0,1868853.0,174.78
HARTFORD,2016,323155000.0,282708000.0,21523.95
HARTLAND,2016,5502205.0,2157298.0,275.35
HARWINTON,2016,12727809.0,3075342.0,839.61
HEBRON,2016,28289109.0,8840024.0,1663.57
KENT,2016,7278670.0,943886.0,291.88
KILLINGLY,2016,44815164.0,22398430.0,2412.35
KILLINGWORTH,2016,16417262.0,2670217.0,903.41
LEBANON,2016,20035732.0,8173948.0,1027.06
LEDYARD,2016,34275724.0,19668223.0,2365.84
LISBON,2016,10575891.0,4942691.0,569.62
LITCHFIELD,2016,20120031.0,3694739.0,977.0
LYME,2016,6559697.0,525392.0,291.32
MADISON,2016,57049279.0,9285308.0,3029.35
MANCHESTER,2016,122400000.0,47039000.0,7279.66
MANSFIELD,2016,34497711.0,20083481.0,1862.7
MARLBOROUGH,2016,16547998.0,4171830.0,1105.79
MERIDEN,2016,113183854.0,76758645.0,8810.5
MIDDLEBURY,2016,20616454.0,1183088.0,1221.83
MIDDLEFIELD,2016,12240757.0,2511862.0,619.38
MIDDLETOWN,2016,85369000.0,38702000.0,5016.6
MILFORD,2016,124576000.0,25086000.0,6231.64
MONROE,2016,59684089.0,13437840.0,3249.48
MONTVILLE,2016,42589128.0,22183160.0,2389.18
MORRIS,2016,6478187.0,740207.0,310.61
NAUGATUCK,2016,66980264.0,37437473.0,4495.58
NEW BRITAIN,2016,139867000.0,106451000.0,11355.38
NEW CANAAN,2016,92082006.0,12617362.0,4262.56
NEW FAIRFIELD,2016,36936252.0,9601063.0,2425.67
NEW HARTFORD,2016,18606770.0,5313625.0,1030.53
NEW HAVEN,2016,214734762.0,245394710.0,19066.83
NEW LONDON,2016,46918298.0,36544314.0,3605.2
NEW MILFORD,2016,70948347.0,24998442.0,4153.42
NEWINGTON,2016,76094000.0,26151000.0,4238.39
NEWTOWN,2016,79390666.0,16346850.0,4677.36
NORFOLK,2016,4469222.0,1069313.0,205.41
NORTH BRANFORD,2016,33357496.0,11964082.0,1958.51
NORTH CANAAN,2016,9262495.0,3222424.0,389.6
NORTH HAVEN,2016,55280150.0,11075271.0,3245.53
NORTH STONINGTON,2016,14169602.0,5698980.0,751.9199999999998
NORWALK,2016,195581632.0,42252345.0,11539.75
NORWICH,2016,80621000.0,45537000.0,5267.78
OLD LYME,2016,25014080.0,1641583.0,1081.72
ANDOVER,2007,7507964.0,2438728.0,645.4
ANSONIA,2007,29660930.0,24511137.0,2831.14
ASHFORD,2007,9971001.0,4629417.0,759.63
AVON,2007,38966040.0,4265347.0,3511.67
BARKHAMSTED,2007,7767269.0,1718189.0,666.72
BEACON FALLS,2007,11089390.0,4072234.0,1035.83
BERLIN,2007,37095815.0,9291106.0,3322.87
BETHANY,2007,13332507.0,2146915.0,1078.67
BETHEL,2007,36050621.0,10468243.0,3231.5
BETHLEHEM,2007,6841120.0,1441614.0,566.8200000000002
BLOOMFIELD,2007,36494139.0,9118469.0,2700.61
BOLTON,2007,11395676.0,4053413.0,921.26
BOZRAH,2007,4439958.0,2273793.0,391.13
BRANFORD,2007,45013856.0,6989557.0,3650.43
BRIDGEPORT,2007,211764417.0,203566550.0,22224.65
BRIDGEWATER,2007,4519993.0,184356.0,256.79
BRISTOL,2007,87131000.0,53364000.0,9121.540000000003
BROOKFIELD,2007,34316860.0,4221621.0,3066.44
BROOKLYN,2007,14303377.0,7697320.0,1373.55
BURLINGTON,2007,19290326.0,3902055.0,1858.05
CANAAN,2007,2964982.0,662654.0,150.95
CANTERBURY,2007,10486071.0,6042062.0,825.0
CANTON,2007,20582466.0,4368195.0,1734.22
CHAPLIN,2007,5366747.0,2627308.0,350.37
CHESHIRE,2007,57588979.0,19550029.0,5141.24
CHESTER,2007,7384983.0,1101272.0,575.18
CLINTON,2007,27684255.0,9340640.0,2130.67
COLCHESTER,2007,33976567.0,16604214.0,3266.66
COLEBROOK,2007,3405853.0,762763.0,256.54
COLUMBIA,2007,11165125.0,3516645.0,917.1
CORNWALL,2007,3770035.0,542507.0,201.6
COVENTRY,2007,22712102.0,9893591.0,2115.82
CROMWELL,2007,24063006.0,5367574.0,1996.86
DANBURY,2007,107317345.0,36546992.0,9884.65
DARIEN,2007,64441577.0,8088165.0,4608.99
DEEP RIVER,2007,9087372.0,1995851.0,694.14
DERBY,2007,17635611.0,11443333.0,1560.34
DURHAM,2007,18577710.0,3944688.0,1453.18
EAST GRANBY,2007,11079224.0,2281403.0,938.26
EAST HADDAM,2007,17082092.0,5754603.0,1439.29
EAST HAMPTON,2007,23441786.0,9993098.0,2112.58
EAST HARTFORD,2007,84427000.0,48844000.0,8356.85
EAST HAVEN,2007,42210468.0,23552235.0,3932.63
EAST LYME,2007,38111914.0,10439767.0,2992.91
EAST WINDSOR,2007,17052072.0,6984588.0,1613.36
EASTFORD,2007,3445577.0,1436166.0,269.87
EASTON,2007,21625026.0,1807967.0,1567.88
ELLINGTON,2007,27133354.0,11333020.0,2562.39
ENFIELD,2007,72357000.0,36650000.0,6584.14
ESSEX,2007,12310835.0,1666801.0,946.21
FAIRFIELD,2007,131280000.0,13788000.0,9495.94
FARMINGTON,2007,49756734.0,9524768.0,4231.05
FRANKLIN,2007,4000129.0,1526527.0,312.35
GLASTONBURY,2007,74031222.0,7469242.0,6930.83
GOSHEN,2007,6029668.0,329603.0,425.29
GRANBY,2007,25073445.0,7976867.0,2255.01
GREENWICH,2007,123286129.0,31223582.0,8950.959999999997
GRISWOLD,2007,22792880.0,12973156.0,1978.59
GROTON,2007,72450322.0,43580461.0,5391.55
GROTON (City of),2007,0.0,681333.0,
GUILFORD,2007,46723393.0,7890489.0,3796.5
HADDAM,2007,17273280.0,1492794.0,1376.07
HAMDEN,2007,75918099.0,34857364.0,7079.27
HAMPTON,2007,3869624.0,1815484.0,252.54
HARTFORD,2007,279086000.0,250108000.0,22408.12
HARTLAND,2007,4426362.0,1888407.0,352.79
HARWINTON,2007,9731613.0,2632327.0,950.75
HEBRON,2007,21795507.0,6776104.0,2072.12
KENT,2007,5915841.0,701778.0,370.3
KILLINGLY,2007,34059233.0,19913330.0,2642.5
KILLINGWORTH,2007,14853727.0,2545854.0,1150.73
LEBANON,2007,15806516.0,6780267.0,1357.17
LEDYARD,2007,27661387.0,14635741.0,2789.14
LISBON,2007,9138497.0,4298396.0,833.61
LITCHFIELD,2007,15836000.0,2448000.0,1286.78
LYME,2007,5283567.0,291839.0,309.89
MADISON,2007,41242537.0,4817458.0,3947.2
MANCHESTER,2007,94437000.0,38042000.0,7609.14
MANSFIELD,2007,28212264.0,17608330.0,2000.71
MARLBOROUGH,2007,13785208.0,3445362.0,1170.07
MERIDEN,2007,99267133.0,62904894.0,9623.51
MIDDLEBURY,2007,14640597.0,656010.0,1314.3
MIDDLEFIELD,2007,9544770.0,2189476.0,748.41
MIDDLETOWN,2007,66261000.0,32495000.0,5244.02
MILFORD,2007,95431000.0,21200000.0,7534.15
MONROE,2007,47077818.0,10069616.0,4191.71
MONTVILLE,2007,35226227.0,18635799.0,3011.23
MORRIS,2007,5686077.0,713584.0,382.15
NAUGATUCK,2007,55174664.0,33473809.0,5259.09
NEW BRITAIN,2007,120623000.0,98569000.0,11230.13
NEW CANAAN,2007,65091068.0,5597597.0,4153.73
NEW FAIRFIELD,2007,28103170.0,7408868.0,3025.18
NEW HARTFORD,2007,14007269.0,3757718.0,1156.29
NEW HAVEN,2007,179948440.0,213875363.0,18928.27
NEW LONDON,2007,40042646.0,36743503.0,3453.33
NEW MILFORD,2007,56479279.0,18839620.0,4944.54
NEWINGTON,2007,53590000.0,15453000.0,4577.98
NEWTOWN,2007,62710766.0,10233003.0,5784.45
NORFOLK,2007,4098774.0,855547.0,275.64
NORTH BRANFORD,2007,26964963.0,9533827.0,2544.62
NORTH CANAAN,2007,6878547.0,2887860.0,474.6
NORTH HAVEN,2007,41162636.0,6534654.0,3984.65
NORTH STONINGTON,2007,11367059.0,5238396.0,820.69
NORWALK,2007,145969257.0,28182974.0,10822.43
NORWICH,2007,62507000.0,38859000.0,5609.38
OLD LYME,2007,21001614.0,752590.0,1248.01
OLD SAYBROOK,2007,18625046.0,2222643.0,1583.5
ORANGE,2007,33059930.0,3071146.0,2551.31
OXFORD,2007,22803753.0,6293732.0,2125.57
PLAINFIELD,2007,32023371.0,19581678.0,2635.94
PLAINVILLE,2007,31664818.0,13716585.0,2633.3
PLYMOUTH,2007,21655446.0,11224760.0,2040.69
POMFRET,2007,8607344.0,4027878.0,782.1
PORTLAND,2007,17247657.0,5151017.0,1470.66
PRESTON,2007,10401301.0,5270229.0,779.03
PROSPECT,2007,17789838.0,4796885.0,1672.57
PUTNAM,2007,15621857.0,9152681.0,1326.75
REDDING,2007,28727401.0,1970997.0,1790.03
RIDGEFIELD,2007,71669217.0,6344113.0,5606.17
ROCKY HILL,2007,26080002.0,6229295.0,2585.4
ROXBURY,2007,5624865.0,352451.0,317.35
SALEM,2007,9725709.0,3784890.0,819.09
SALISBURY,2007,7295626.0,891190.0,436.96
SCOTLAND,2007,4178934.0,1852761.0,277.99
SEYMOUR,2007,29210085.0,14266559.0,2568.82
SHARON,2007,5398079.0,377628.0,333.4
SHELTON,2007,63138300.0,11460555.0,5775.33
SHERMAN,2007,8034774.0,1146312.0,660.67
SIMSBURY,2007,59059976.0,7578276.0,4991.21
SOMERS,2007,18362447.0,11112426.0,1715.85
SOUTH WINDSOR,2007,57721839.0,15098435.0,5187.91
SOUTHBURY,2007,38623503.0,2557896.0,3302.05
SOUTHINGTON,2007,74210000.0,24926000.0,6870.01
SPRAGUE,2007,6050932.0,3434683.0,461.99
STAFFORD,2007,22569847.0,12293570.0,1959.54
STAMFORD,2007,216863390.0,35462340.0,15088.43
STERLING,2007,6743121.0,3759447.0,660.16
STONINGTON,2007,30046705.0,4904887.0,2616.12
STRATFORD,2007,84310065.0,30242213.0,7618.98
SUFFIELD,2007,27630468.0,13029884.0,2495.92
THOMASTON,2007,13639466.0,6547287.0,1371.13
THOMPSON,2007,15390682.0,8909106.0,1500.16
TOLLAND,2007,32611898.0,12217566.0,3212.76
TORRINGTON,2007,59365416.0,33713117.0,4996.87
TRUMBULL,2007,79481884.0,10681625.0,6840.29
UNION,2007,1355749.0,468976.0,112.2
VERNON,2007,46567372.0,22279357.0,3801.2
VOLUNTOWN,2007,5886752.0,3374747.0,459.98
WALLINGFORD,2007,82499000.0,29873000.0,7069.03
WARREN,2007,2905177.0,151519.0,195.07
WASHINGTON,2007,8120135.0,251444.0,475.08
WATERBURY,2007,153285000.0,141738000.0,17819.04
WATERFORD,2007,39575955.0,5097110.0,3319.33
WATERTOWN,2007,34388243.0,15054605.0,3502.72
WEST HARTFORD,2007,120280000.0,24177000.0,10129.47
WEST HAVEN,2007,79758552.0,49025893.0,7585.17
WESTBROOK,2007,12246682.0,2116285.0,1003.0
WESTON,2007,42079139.0,3626755.0,2623.78
WESTPORT,2007,86893706.0,2820268.0,5586.3
WETHERSFIELD,2007,45250664.0,10009012.0,3944.06
WILLINGTON,2007,11052362.0,4039010.0,855.5
WILTON,2007,63652774.0,7669044.0,4385.66
WINCHESTER,2007,20122893.0,10123934.0,1573.07
WINDHAM,2007,40765620.0,32039311.0,3594.96
WINDSOR,2007,57431966.0,17014499.0,4589.58
WINDSOR LOCKS,2007,25875202.0,12669520.0,2037.4
