City,report_year,Education spending,Inter_Gov_Rev,Enrollment
WOLCOTT,2007,31757375.0,16587400.0,3267.93
WOODBRIDGE,2007,23607817.0,1670947.0,1670.74
WOODBURY,2007,18062439.0,1127769.0,1525.88
WOODSTOCK,2007,14730956.0,6355528.0,1432.13
THOMASTON,2008,17018547.0,10159724.0,1364.64
THOMPSON,2008,20878685.0,13824927.0,1474.19
TOLLAND,2008,44228236.0,24366793.0,3207.67
TORRINGTON,2008,79589776.0,52146004.0,4923.88
TRUMBULL,2008,84817231.0,12849439.0,6857.5
UNION,2008,1458742.0,486071.0,109.0
VERNON,2008,61340447.0,37347200.0,3753.32
VOLUNTOWN,2008,7189140.0,4418273.0,436.19
WALLINGFORD,2008,112045000.0,58473000.0,6957.6
WARREN,2008,2912116.0,160285.0,199.04
WASHINGTON,2008,8476813.0,296960.0,467.74
WATERBURY,2008,218774000.0,206828000.0,17776.39
WATERFORD,2008,53331493.0,17984294.0,3317.09
WATERTOWN,2008,46938079.0,26886008.0,3399.5
WEST HARTFORD,2008,163032000.0,66234000.0,9999.26
WEST HAVEN,2008,83519298.0,53166570.0,7345.54
WESTBROOK,2008,17263655.0,6444977.0,994.96
WESTON,2008,44575275.0,4127906.0,2587.5
WESTPORT,2008,94663527.0,3725314.0,5689.14
WETHERSFIELD,2008,61482749.0,26025271.0,3921.22
WILLINGTON,2008,13651672.0,6845694.0,852.68
WILTON,2008,69063730.0,8967861.0,4385.26
WINCHESTER,2008,25179170.0,14352115.0,1520.4
WINDHAM,2008,56086495.0,46247939.0,3566.92
WINDSOR,2008,61406479.0,19912200.0,4560.17
WINDSOR LOCKS,2008,34638721.0,21681030.0,1963.86
WOLCOTT,2008,42421162.0,27835970.0,3242.81
WOODBRIDGE,2008,13105467.0,1976832.0,1620.13
WOODBURY,2008,19155840.0,1303570.0,1483.63
WOODSTOCK,2008,15595390.0,6926398.0,1420.98
EAST HARTFORD,2008,114773000.0,79733000.0,8062.01
EAST HAVEN,2008,52792124.0,33042178.0,3888.36
EAST LYME,2008,40271673.0,11736954.0,3026.43
EAST WINDSOR,2008,23401901.0,12388137.0,1560.67
EASTFORD,2008,3519454.0,1500622.0,268.55
EASTON,2008,27632800.0,6195139.0,1602.42
ELLINGTON,2008,37596600.0,21870263.0,2628.11
ENFIELD,2008,97560000.0,62303000.0,6437.02
ESSEX,2008,14444605.0,2684878.0,960.54
FAIRFIELD,2008,169304000.0,46542000.0,9768.72
FARMINGTON,2008,67005030.0,25838504.0,4178.89
FRANKLIN,2008,5059150.0,2498936.0,307.45
GLASTONBURY,2008,108065783.0,38838059.0,7023.72
GOSHEN,2008,6317579.0,443038.0,437.06
GRANBY,2008,34128755.0,16102098.0,2265.61
GREENWICH,2008,172854916.0,79654147.0,8945.129999999997
GRISWOLD,2008,28912467.0,18817209.0,1928.54
GROTON,2008,95600470.0,66139757.0,5323.84
GROTON (City of),2008,0.0,671035.0,
GUILFORD,2008,62540034.0,21744756.0,3845.73
HADDAM,2008,18488983.0,2311486.0,1399.61
HAMDEN,2008,80448243.0,39629141.0,7100.29
HAMPTON,2008,3866292.0,1848778.0,245.53
HARTFORD,2008,374467000.0,341042000.0,22342.55
HARTLAND,2008,5286532.0,2643244.0,339.07
HARWINTON,2008,10332812.0,3127565.0,949.38
HEBRON,2008,23537458.0,7967184.0,2088.89
KENT,2008,7088353.0,1721640.0,353.43
KILLINGLY,2008,45755940.0,30624872.0,2641.21
KILLINGWORTH,2008,15427893.0,2775753.0,1168.14
LEBANON,2008,21770958.0,12426602.0,1346.52
LEDYARD,2008,36681537.0,23634182.0,2757.43
LISBON,2008,9349387.0,4572728.0,814.81
LITCHFIELD,2008,21225000.0,7408000.0,1247.8
LYME,2008,5331077.0,611423.0,318.98
MADISON,2008,56099065.0,18061642.0,3868.59
MANCHESTER,2008,123770000.0,67734000.0,7411.81
MANSFIELD,2008,34026981.0,23323275.0,1966.25
MARLBOROUGH,2008,16356932.0,6119166.0,1186.4
MERIDEN,2008,133749494.0,96756081.0,9621.43
ANDOVER,2008,8829049.0,3810247.0,642.14
ANSONIA,2008,38418010.0,32920804.0,2867.43
ASHFORD,2008,11716666.0,6761186.0,710.79
AVON,2008,54645090.0,18352155.0,3596.56
BARKHAMSTED,2008,8995197.0,2988431.0,656.94
BEACON FALLS,2008,11687971.0,4381003.0,1069.05
BERLIN,2008,50558499.0,22335205.0,3313.32
BETHANY,2008,14630594.0,2873616.0,1087.84
BETHEL,2008,46027926.0,19369857.0,3158.07
BETHLEHEM,2008,7118979.0,1448822.0,531.19
BLOOMFIELD,2008,45243647.0,16966207.0,2628.6
BOLTON,2008,15385286.0,7724870.0,868.56
BOZRAH,2008,4998002.0,2072796.0,391.58
BRANFORD,2008,60571587.0,21920852.0,3536.5
BRIDGEPORT,2008,218222813.0,209554648.0,21801.84
BRIDGEWATER,2008,4695784.0,199195.0,250.42
BRISTOL,2008,121810000.0,90193000.0,9040.16
BROOKFIELD,2008,45501772.0,14915372.0,2991.2
BROOKLYN,2008,15351712.0,8395352.0,1349.13
BURLINGTON,2008,20217507.0,4710910.0,1874.65
CANAAN,2008,3296366.0,1116548.0,144.31
CANTERBURY,2008,12877890.0,8136662.0,829.91
CANTON,2008,27715327.0,10842779.0,1731.04
CHAPLIN,2008,5602595.0,2658993.0,342.26
CHESHIRE,2008,59146513.0,21637810.0,5096.8
CHESTER,2008,7887865.0,1270405.0,588.24
CLINTON,2008,37475160.0,18180031.0,2124.8
COLCHESTER,2008,35822916.0,18442383.0,3264.52
COLEBROOK,2008,4056429.0,1292929.0,263.39
COLUMBIA,2008,14135143.0,6621012.0,855.8
CORNWALL,2008,4411874.0,1217468.0,201.31
COVENTRY,2008,31080910.0,18003325.0,2074.67
CROMWELL,2008,32372132.0,13374918.0,1983.49
DANBURY,2008,114914158.0,42719455.0,9964.78
DARIEN,2008,89629028.0,29590967.0,4665.16
DEEP RIVER,2008,10083786.0,2853312.0,689.53
DERBY,2008,23663301.0,17123121.0,1553.87
DURHAM,2008,19506284.0,4311970.0,1429.31
EAST GRANBY,2008,11887509.0,2764573.0,923.89
EAST HADDAM,2008,23363965.0,11649505.0,1463.2
EAST HAMPTON,2008,32650534.0,18124172.0,2085.2
MIDDLEBURY,2008,15904783.0,902091.0,1334.98
MIDDLEFIELD,2008,10062275.0,2318681.0,749.25
MIDDLETOWN,2008,89694000.0,55133000.0,5199.22
MILFORD,2008,128653000.0,49611000.0,7371.78
MONROE,2008,64456492.0,25538538.0,4183.43
MONTVILLE,2008,36705134.0,21898983.0,2931.39
MORRIS,2008,5746376.0,716550.0,385.7
NAUGATUCK,2008,73739126.0,50526650.0,5132.03
NEW BRITAIN,2008,160456000.0,138925000.0,10984.91
NEW CANAAN,2008,67946645.0,6897458.0,4110.28
NEW FAIRFIELD,2008,29784853.0,7997963.0,3006.6
NEW HARTFORD,2008,17203654.0,7275891.0,1141.81
NEW HAVEN,2008,256210171.0,289221907.0,18546.95
NEW LONDON,2008,52721171.0,48716788.0,3380.86
NEW MILFORD,2008,75142150.0,35086420.0,4918.78
NEWINGTON,2008,73635000.0,35474000.0,4553.21
NEWTOWN,2008,79232308.0,24452450.0,5747.07
NORFOLK,2008,4548555.0,1641612.0,265.87
NORTH BRANFORD,2008,35671506.0,18384827.0,2530.56
NORTH CANAAN,2008,8227379.0,4106173.0,474.25
NORTH HAVEN,2008,43745733.0,8098936.0,3902.1
NORTH STONINGTON,2008,11524609.0,5604145.0,822.91
NORWALK,2008,153675894.0,28626555.0,10608.33
NORWICH,2008,79020000.0,53803000.0,5590.52
OLD LYME,2008,21593555.0,998215.0,1241.35
OLD SAYBROOK,2008,24270424.0,6744506.0,1626.56
ORANGE,2008,39717632.0,7983622.0,2537.52
OXFORD,2008,30674741.0,14719709.0,2167.12
PLAINFIELD,2008,33802453.0,21027867.0,2587.23
PLAINVILLE,2008,42839809.0,23798859.0,2605.73
PLYMOUTH,2008,26958853.0,16520480.0,2026.65
POMFRET,2008,9293307.0,4281438.0,778.65
PORTLAND,2008,22345049.0,10372795.0,1451.12
PRESTON,2008,10547934.0,5558142.0,758.08
PROSPECT,2008,18877933.0,5412406.0,1644.0
PUTNAM,2008,20967049.0,14240612.0,1298.97
REDDING,2008,35725618.0,7845406.0,1808.89
RIDGEFIELD,2008,98454741.0,29887903.0,5573.48
ROCKY HILL,2008,36640268.0,16123098.0,2626.19
ROXBURY,2008,5647247.0,381443.0,314.0
SALEM,2008,11578692.0,5340959.0,806.36
SALISBURY,2008,8631213.0,1916888.0,417.62
SCOTLAND,2008,3973587.0,1809391.0,265.4
SEYMOUR,2008,38297938.0,22355393.0,2554.42
SHARON,2008,6858345.0,1357339.0,327.1600000000001
SHELTON,2008,85504187.0,31862190.0,5713.38
SHERMAN,2008,10040900.0,2909293.0,642.11
SIMSBURY,2008,80434620.0,27641652.0,4967.39
SOMERS,2008,25585754.0,18718264.0,1706.39
SOUTH WINDSOR,2008,78231913.0,35885450.0,5082.85
SOUTHBURY,2008,39731441.0,3214043.0,3274.07
SOUTHINGTON,2008,99810000.0,51196000.0,6882.4
SPRAGUE,2008,6171437.0,3714220.0,464.09
STAFFORD,2008,31275097.0,20304809.0,1926.19
STAMFORD,2008,221558188.0,38740568.0,15028.56
STERLING,2008,7590089.0,3945599.0,675.39
STONINGTON,2008,31572075.0,5385503.0,2578.24
STRATFORD,2008,115569201.0,62597178.0,7654.22
SUFFIELD,2008,38869775.0,23450012.0,2497.0
MERIDEN,2009,106175816.0,69491660.0,9484.31
MIDDLEBURY,2009,16817011.0,888114.0,1365.56
MIDDLEFIELD,2009,10666570.0,2460323.0,736.04
MIDDLETOWN,2009,73443000.0,37046000.0,5274.58
MILFORD,2009,106963000.0,24521000.0,7303.9
MONROE,2009,51546173.0,11609447.0,4082.5
MONTVILLE,2009,35456530.0,18820066.0,2842.42
MORRIS,2009,5706911.0,753725.0,367.97
NAUGATUCK,2009,62215605.0,37181315.0,5049.97
NEW BRITAIN,2009,129357000.0,106705000.0,10814.58
NEW CANAAN,2009,73881559.0,7323442.0,4106.2
NEW FAIRFIELD,2009,30966360.0,8424278.0,3025.2
NEW HARTFORD,2009,15697795.0,5069887.0,1157.25
NEW HAVEN,2009,192024547.0,226037552.0,18074.31
NEW LONDON,2009,42649594.0,38619961.0,3505.52
NEW MILFORD,2009,61372519.0,21327588.0,4812.11
NEWINGTON,2009,60397000.0,21903000.0,4525.1
NEWTOWN,2009,70846082.0,13238745.0,5626.98
NORFOLK,2009,4071838.0,1015625.0,259.34
NORTH BRANFORD,2009,29728194.0,11618690.0,2499.36
CANTERBURY,2009,11115591.0,6521505.0,824.7
CANTON,2009,23364439.0,5757548.0,1783.9
CHAPLIN,2009,5908056.0,2773117.0,314.11
CHESHIRE,2009,63051443.0,22600186.0,4997.44
CHESTER,2009,8432858.0,1409258.0,584.5700000000002
CLINTON,2009,30748842.0,9965372.0,2129.43
COLCHESTER,2009,36921607.0,18522145.0,3209.93
COLEBROOK,2009,3831032.0,884172.0,255.79
COLUMBIA,2009,11894985.0,4528289.0,847.13
CORNWALL,2009,4016396.0,610758.0,186.05
COVENTRY,2009,25815014.0,12365688.0,2024.59
CROMWELL,2009,26760282.0,6776783.0,2009.77
DANBURY,2009,121411300.0,43575163.0,10132.82
DARIEN,2009,74728039.0,10883824.0,4714.62
DEEP RIVER,2009,9898159.0,2524631.0,661.47
DERBY,2009,19873813.0,12310056.0,1568.98
DURHAM,2009,20377712.0,4497451.0,1428.27
EAST GRANBY,2009,12449844.0,2779190.0,906.36
EAST HADDAM,2009,19669609.0,6772352.0,1458.22
EAST HAMPTON,2009,27066537.0,11503080.0,2066.07
EAST HARTFORD,2009,92242000.0,57601000.0,7917.59
EAST HAVEN,2009,47501312.0,26567280.0,3810.03
EAST LYME,2009,42299028.0,12748779.0,2934.53
EAST WINDSOR,2009,20760869.0,8607535.0,1525.81
EASTFORD,2009,3829616.0,1558486.0,266.69
EASTON,2009,24900625.0,2126327.0,1590.04
ELLINGTON,2009,30967610.0,13582654.0,2661.79
ENFIELD,2009,73847000.0,37644000.0,6398.82
ESSEX,2009,13831806.0,1564130.0,975.22
FAIRFIELD,2009,151011000.0,20508000.0,9956.92
FARMINGTON,2009,52626772.0,11010560.0,4167.67
FRANKLIN,2009,4253663.0,1710963.0,302.07
GLASTONBURY,2009,83715229.0,9546377.0,7020.83
GOSHEN,2009,6724961.0,353293.0,430.5
GRANBY,2009,27848851.0,9715349.0,2204.76
ANDOVER,2009,8056856.0,2720551.0,641.76
ANSONIA,2009,31520992.0,26302924.0,2854.78
ASHFORD,2009,10816718.0,5027254.0,695.89
AVON,2009,44212809.0,5662776.0,3573.81
BARKHAMSTED,2009,8371378.0,2144721.0,676.46
BEACON FALLS,2009,12655947.0,4475600.0,1025.07
BERLIN,2009,41651157.0,11668616.0,3266.73
BETHANY,2009,15045677.0,3183514.0,1074.55
BETHEL,2009,39762463.0,12650886.0,3102.17
BETHLEHEM,2009,6984949.0,1601535.0,498.65
BLOOMFIELD,2009,40453351.0,11248024.0,2556.5
BOLTON,2009,12675559.0,4585666.0,843.82
BOZRAH,2009,5320790.0,2255572.0,391.67
BRANFORD,2009,49602424.0,8247139.0,3536.87
BRIDGEPORT,2009,222867074.0,214369477.0,21288.93
BRIDGEWATER,2009,4818496.0,203694.0,232.37
BRISTOL,2009,96364000.0,62075000.0,8913.78
BROOKFIELD,2009,37278699.0,5740069.0,3029.69
BROOKLYN,2009,16034423.0,8623293.0,1314.52
BURLINGTON,2009,21208198.0,4726874.0,1870.49
CANAAN,2009,2718795.0,595087.0,130.5
GREENWICH,2009,135519709.0,36461092.0,8760.93
GRISWOLD,2009,26080659.0,14974557.0,1941.73
GROTON,2009,76365187.0,46927346.0,5292.91
GROTON (City of),2009,0.0,615140.0,
GUILFORD,2009,52451290.0,9129571.0,3789.26
HADDAM,2009,20293804.0,2041317.0,1374.84
HAMDEN,2009,83496925.0,47658189.0,6966.15
HAMPTON,2009,4019509.0,1968117.0,230.54
HARTFORD,2009,305432000.0,270021000.0,21726.31
HARTLAND,2009,4724540.0,2013940.0,337.29
HARWINTON,2009,10823478.0,4572559.0,958.02
HEBRON,2009,24770356.0,8233521.0,2096.54
KENT,2009,6340748.0,720682.0,372.3
KILLINGLY,2009,38249181.0,21911565.0,2672.49
KILLINGWORTH,2009,15345795.0,2642777.0,1173.9
LEBANON,2009,17676468.0,7751081.0,1347.37
LEDYARD,2009,31244141.0,17833535.0,2652.29
LISBON,2009,9828316.0,4814481.0,783.81
LITCHFIELD,2009,16978000.0,2973000.0,1234.79
LYME,2009,5440338.0,420911.0,297.61
MADISON,2009,48244440.0,7376662.0,3812.99
MANCHESTER,2009,103412000.0,44135000.0,7479.64
MANSFIELD,2009,31969128.0,20426635.0,1961.67
MARLBOROUGH,2009,14729305.0,4008739.0,1232.63
NORTH CANAAN,2009,7734833.0,3128668.0,463.1
NORTH HAVEN,2009,45468390.0,9138538.0,3846.91
NORTH STONINGTON,2009,11613316.0,5753989.0,805.73
NORWALK,2009,160083564.0,30386367.0,10806.39
NORWICH,2009,70164000.0,44021000.0,5578.01
OLD LYME,2009,22326280.0,1033506.0,1205.15
OLD SAYBROOK,2009,21424705.0,2730064.0,1636.98
ORANGE,2009,36937748.0,3608336.0,2520.92
OXFORD,2009,26840609.0,9400486.0,2205.59
PLAINFIELD,2009,31742982.0,21948364.0,2542.9
PLAINVILLE,2009,35081505.0,15508364.0,2528.1
PLYMOUTH,2009,23635456.0,13112367.0,1994.65
POMFRET,2009,9678397.0,4513223.0,781.42
PORTLAND,2009,18701508.0,6091256.0,1463.96
PRESTON,2009,11137380.0,5753500.0,726.13
PROSPECT,2009,19460041.0,5691962.0,1617.74
PUTNAM,2009,16790824.0,10092248.0,1237.6
REDDING,2009,32504810.0,3035369.0,1792.14
RIDGEFIELD,2009,80923133.0,9751380.0,5586.62
ROCKY HILL,2009,29424694.0,7917555.0,2640.24
ROXBURY,2009,6068964.0,371018.0,308.52
SALEM,2009,10628419.0,4180093.0,806.52
SALISBURY,2009,7663926.0,763838.0,427.23
SCOTLAND,2009,4237439.0,1957337.0,270.65
SEYMOUR,2009,30293597.0,12679117.0,2568.8
SHARON,2009,6391573.0,586327.0,300.05
SHELTON,2009,69732133.0,12843959.0,5646.04
SHERMAN,2009,8775336.0,1223168.0,630.24
SIMSBURY,2009,64620969.0,11031153.0,4960.61
SOMERS,2009,20850296.0,13059785.0,1701.95
SOUTH WINDSOR,2009,63808126.0,19806433.0,4964.52
SOUTHBURY,2009,41080048.0,3339621.0,3203.44
SOUTHINGTON,2009,80875000.0,29730000.0,6816.82
SPRAGUE,2009,5851029.0,3574314.0,457.86
STAFFORD,2009,26405030.0,14151733.0,1939.69
STAMFORD,2009,243089067.0,39936682.0,14883.73
STERLING,2009,7989345.0,3963813.0,678.78
STONINGTON,2009,32561493.0,5143191.0,2551.42
STRATFORD,2009,95522351.0,35293644.0,7590.46
SUFFIELD,2009,31384169.0,15378576.0,2447.58
THOMASTON,2009,14780948.0,7609875.0,1328.08
THOMPSON,2009,17100896.0,10134481.0,1392.47
TOLLAND,2009,36943631.0,15758147.0,3230.15
TORRINGTON,2009,67510194.0,36659914.0,4807.71
TRUMBULL,2009,83200356.0,12711795.0,6810.6
UNION,2009,1525478.0,507876.0,110.0
VERNON,2009,49284455.0,24670932.0,3637.8
VOLUNTOWN,2009,6363783.0,3567109.0,434.37
WALLINGFORD,2009,89881000.0,34782000.0,6945.34
WARREN,2009,2946495.0,168100.0,174.9
WASHINGTON,2009,8964622.0,306665.0,456.49
WATERBURY,2009,169099000.0,155571000.0,17735.58
WATERFORD,2009,42948054.0,7045093.0,3256.43
WATERTOWN,2009,38620195.0,17032238.0,3334.48
WEST HARTFORD,2009,132304000.0,31677000.0,10111.39
WEST HAVEN,2009,78628886.0,49935087.0,7335.32
WESTBROOK,2009,14224397.0,2729125.0,979.08
WESTON,2009,46690495.0,4354755.0,2581.69
WESTPORT,2009,96336567.0,4257651.0,5787.03
WETHERSFIELD,2009,51564577.0,14000914.0,3965.97
WILLINGTON,2009,11500140.0,4737617.0,821.61
WILTON,2009,73939700.0,9476225.0,4395.96
WINCHESTER,2009,21968931.0,11318243.0,1463.51
WINDHAM,2009,44548083.0,35628223.0,3390.55
WINDSOR,2009,63321537.0,21033244.0,4461.22
WINDSOR LOCKS,2009,28780888.0,14907575.0,1972.51
WOLCOTT,2009,34412326.0,19137742.0,3099.48
WOODBRIDGE,2009,25361808.0,2017833.0,1574.78
WOODBURY,2009,19489236.0,1336615.0,1445.44
WOODSTOCK,2009,16072398.0,7457258.0,1411.77
ANDOVER,2010,7844581.0,2378006.0,631.35
ANSONIA,2010,32282747.0,26465983.0,2867.97
ASHFORD,2010,10885166.0,5101308.0,696.74
AVON,2010,45144616.0,5477312.0,3616.52
BARKHAMSTED,2010,8464826.0,2045723.0,671.83
BEACON FALLS,2010,12534084.0,4378865.0,1038.9
BERLIN,2010,42342339.0,11239269.0,3219.34
BETHANY,2010,15467143.0,3281826.0,1039.59
BETHEL,2010,38917838.0,11350228.0,3061.31
BETHLEHEM,2010,6808906.0,1303034.0,495.04
BLOOMFIELD,2010,40445920.0,10277496.0,2529.41
BOLTON,2010,12866459.0,4500629.0,839.24
BOZRAH,2010,5370163.0,1990901.0,387.81
BRANFORD,2010,50550551.0,7974118.0,3581.27
BRIDGEPORT,2010,205130582.0,185155817.0,21022.7
BRIDGEWATER,2010,4678658.0,156725.0,232.07
BRISTOL,2010,95615000.0,60286000.0,8783.64
BROOKFIELD,2010,36461447.0,4975659.0,2988.01
BROOKLYN,2010,16296384.0,8629250.0,1312.93
BURLINGTON,2010,21646385.0,4683862.0,1874.2
CANAAN,2010,2787951.0,584938.0,136.1
CANTERBURY,2010,11317718.0,6034454.0,770.26
CANTON,2010,23152901.0,5376525.0,1793.32
CHAPLIN,2010,5945322.0,2722137.0,290.45
CHESHIRE,2010,63459814.0,20817817.0,4943.37
CHESTER,2010,8781327.0,1304347.0,574.04
CLINTON,2010,31113649.0,10091741.0,2069.22
COLCHESTER,2010,35813628.0,16597510.0,3237.3
COLEBROOK,2010,3754811.0,833648.0,255.02
COLUMBIA,2010,11517470.0,4203162.0,785.83
CORNWALL,2010,4082378.0,667164.0,182.19
COVENTRY,2010,25029076.0,10890396.0,1987.86
CROMWELL,2010,26596305.0,6033567.0,2050.33
DANBURY,2010,117631730.0,40879804.0,10255.04
DARIEN,2010,76971943.0,10282461.0,4794.63
DEEP RIVER,2010,9469760.0,2191144.0,654.64
DERBY,2010,20036381.0,12218692.0,1580.69
DURHAM,2010,20032348.0,3892833.0,1371.68
EAST GRANBY,2010,12761001.0,2402943.0,939.07
EAST HADDAM,2010,19179294.0,6102332.0,1424.0
EAST HAMPTON,2010,27509315.0,11353306.0,2040.47
EAST HARTFORD,2010,84284000.0,51585000.0,8009.39
EAST HAVEN,2010,44137267.0,22884200.0,3803.24
EAST LYME,2010,41427641.0,11178281.0,2878.61
EAST WINDSOR,2010,19351289.0,7305528.0,1475.86
EASTFORD,2010,3745816.0,1630796.0,236.52
EASTON,2010,25004081.0,2035401.0,1555.96
ELLINGTON,2010,31017970.0,13520745.0,2669.99
ENFIELD,2010,65002000.0,36824000.0,6215.03
ESSEX,2010,14400640.0,1320694.0,986.29
FAIRFIELD,2010,151473000.0,20383000.0,10114.33
FARMINGTON,2010,53821985.0,10452519.0,4143.27
FRANKLIN,2010,4307144.0,1564807.0,302.88
GLASTONBURY,2010,92864175.0,15767332.0,6999.18
GOSHEN,2010,6833904.0,343444.0,432.76
GRANBY,2010,28313332.0,9158803.0,2258.61
GREENWICH,2010,135277746.0,20301905.0,8712.219999999998
GRISWOLD,2010,26063194.0,14511708.0,1897.24
GROTON,2010,79363536.0,42969276.0,5221.76
GROTON (City of),2010,0.0,525581.0,
GUILFORD,2010,52600881.0,8425393.0,3733.58
HADDAM,2010,19468254.0,1762566.0,1362.02
HAMDEN,2010,83759620.0,40619842.0,6883.82
HAMPTON,2010,4124942.0,1738203.0,223.43
HARTFORD,2010,305210000.0,267840000.0,21318.38
HARTLAND,2010,4486859.0,1779049.0,317.05
HARWINTON,2010,10978122.0,3737842.0,935.8
HEBRON,2010,25224497.0,8098555.0,2118.04
KENT,2010,6412867.0,705760.0,354.95
KILLINGLY,2010,39087800.0,21503559.0,2588.06
KILLINGWORTH,2010,16001735.0,2304491.0,1149.02
LEBANON,2010,18184933.0,7730824.0,1304.0
LEDYARD,2010,31074028.0,17198885.0,2597.06
LISBON,2010,9423614.0,4140849.0,757.87
LITCHFIELD,2010,16656000.0,2703000.0,1233.19
LYME,2010,5524057.0,328690.0,315.07
MADISON,2010,49706628.0,6933498.0,3747.15
MANCHESTER,2010,101255000.0,40373000.0,7470.54
MANSFIELD,2010,30342499.0,18543734.0,1954.34
MARLBOROUGH,2010,14609129.0,3911325.0,1219.21
MERIDEN,2010,99309776.0,61269332.0,9245.94
MIDDLEBURY,2010,17508656.0,912785.0,1370.86
MIDDLEFIELD,2010,10358074.0,2135948.0,738.16
MIDDLETOWN,2010,72244000.0,32211000.0,5340.37
MILFORD,2010,106657000.0,22212000.0,7166.76
MONROE,2010,53939216.0,11597967.0,3957.69
MONTVILLE,2010,38609352.0,20243386.0,2765.67
MORRIS,2010,5809619.0,722417.0,359.15
NAUGATUCK,2010,56650313.0,32171552.0,5104.73
NEW BRITAIN,2010,120254000.0,94014000.0,10873.74
NEW CANAAN,2010,74379919.0,7219666.0,4094.29
NEW FAIRFIELD,2010,31846816.0,8513528.0,2984.6
NEW HARTFORD,2010,15906763.0,4526486.0,1139.44
NEW HAVEN,2010,194071482.0,228896975.0,17704.41
NEW LONDON,2010,39208343.0,34147546.0,3467.5
NEW MILFORD,2010,60425864.0,19563915.0,4775.94
NEWINGTON,2010,63212000.0,22932000.0,4503.98
NEWTOWN,2010,69998613.0,11984235.0,5534.24
OLD LYME,2011,22632353.0,1149521.0,1221.31
OLD SAYBROOK,2011,22975131.0,2804695.0,1568.88
ORANGE,2011,37879596.0,3244842.0,2509.0
OXFORD,2011,27216870.0,7659463.0,2245.49
PLAINFIELD,2011,34521797.0,22133687.0,2506.63
PLAINVILLE,2011,35631512.0,15124016.0,2500.37
PLYMOUTH,2011,24167940.0,13200523.0,1907.89
POMFRET,2011,10042111.0,4336298.0,744.72
PORTLAND,2011,19306090.0,6067731.0,1444.33
PRESTON,2011,10843392.0,5164392.0,661.8
PROSPECT,2011,19839615.0,5929171.0,1548.43
PUTNAM,2011,17752764.0,10594761.0,1282.26
REDDING,2011,33466941.0,3091256.0,1726.95
RIDGEFIELD,2011,83395812.0,9759437.0,5456.92
ROCKY HILL,2011,30865280.0,7432129.0,2626.06
ROXBURY,2011,6219646.0,196556.0,294.26
SALEM,2011,10454834.0,3699162.0,739.26
SALISBURY,2011,7917159.0,836053.0,394.9
SCOTLAND,2011,4106792.0,1680347.0,236.2
SEYMOUR,2011,30179163.0,11798457.0,2503.82
SHARON,2011,6438520.0,524413.0,286.55
SHELTON,2011,67380683.0,11947574.0,5395.51
SHERMAN,2011,8774192.0,1050057.0,591.84
SIMSBURY,2011,66795182.0,11352961.0,4818.77
SOMERS,2011,20829709.0,11007761.0,1620.2
SOUTH WINDSOR,2011,66904426.0,19887065.0,4683.47
SOUTHBURY,2011,41616763.0,2882833.0,3082.55
SOUTHINGTON,2011,86524000.0,29520000.0,6842.07
SPRAGUE,2011,6132335.0,3410735.0,453.2
STAFFORD,2011,25026777.0,12502647.0,1894.24
STAMFORD,2011,241144181.0,40296862.0,15123.27
STERLING,2011,8033070.0,3829785.0,639.92
STONINGTON,2011,33491085.0,4841276.0,2543.33
STRATFORD,2011,96787391.0,32147909.0,7502.23
SUFFIELD,2011,32423783.0,14822657.0,2407.78
THOMASTON,2011,14167881.0,6794247.0,1250.79
THOMPSON,2011,17008571.0,9679812.0,1279.27
TOLLAND,2011,37744919.0,13912509.0,3116.18
TORRINGTON,2011,68685012.0,35311896.0,4664.57
TRUMBULL,2011,95962843.0,12825808.0,6853.81
UNION,2011,1660942.0,509738.0,109.0
VERNON,2011,52089429.0,24575878.0,3768.89
VOLUNTOWN,2011,6088931.0,2945209.0,429.92
WALLINGFORD,2011,90009000.0,30412000.0,6587.87
WARREN,2011,2842144.0,139118.0,176.28
WASHINGTON,2011,9145846.0,340209.0,415.72
WATERBURY,2011,168429000.0,153659000.0,17593.61
WATERFORD,2011,45477649.0,6481851.0,3165.79
WATERTOWN,2011,36930006.0,15509642.0,3183.33
WEST HARTFORD,2011,139573000.0,32117000.0,10446.45
WEST HAVEN,2011,86890030.0,57689619.0,7554.4
WESTBROOK,2011,15326905.0,2550019.0,965.39
WESTON,2011,48587207.0,4602203.0,2530.77
WESTPORT,2011,108169179.0,4500989.0,5738.91
NORFOLK,2010,4117544.0,836224.0,252.58
NORTH BRANFORD,2010,30387476.0,10535580.0,2432.91
NORTH CANAAN,2010,7902846.0,3087488.0,455.4
NORTH HAVEN,2010,45524362.0,8802832.0,3736.64
NORTH STONINGTON,2010,11909344.0,5581009.0,815.53
NORWALK,2010,161411159.0,29162693.0,10941.9
NORWICH,2010,66152000.0,37742000.0,5451.35
OLD LYME,2010,22467474.0,835405.0,1210.39
OLD SAYBROOK,2010,22057089.0,2689870.0,1600.8
ORANGE,2010,37809305.0,3132553.0,2516.46
OXFORD,2010,26207478.0,7927245.0,2238.54
PLAINFIELD,2010,35255529.0,20974487.0,2572.9
PLAINVILLE,2010,35029994.0,15180918.0,2552.01
PLYMOUTH,2010,24102428.0,13272340.0,1943.43
POMFRET,2010,9835342.0,4381438.0,771.55
PORTLAND,2010,18604782.0,6118870.0,1471.33
PRESTON,2010,10865208.0,5132122.0,660.77
