report_year,FTE Count
2003,84725.5
2004,85297.8
2005,86857.70000000001
2006,88133.6
2007,90555.5
2008,91028.2
2009,90908.69999999998
2010,89743.29999999999
2011,89814.49999999999
2012,89734.5
2013,90750.7
2014,92287.7
2015,94655.2
2016,96113.70000000001
2017,94369.70000000001
2018,94724.7
