City,report_year,FTE Count,EDSIGHT_ENROLLMENT,Teacher FTE Count,Counselor FTE Count,has_nulls
MONROE,2012,567.9,3589,215.4,17.9,False
MONROE,2013,558.4000000000001,3488,205.8,17.9,False
MONROE,2014,556.8000000000001,3379,205.9,17.2,False
MONROE,2015,557.2,3299,204.4,17.6,False
MONROE,2016,564.0,3180,206.9,17.4,False
MONROE,2017,551.4000000000001,3189,207.8,18.0,False
MONROE,2018,538.5999999999999,3149,204.1,18.4,False
MONTVILLE,2002,147.5,,,,True
MONTVILLE,2003,477.5,,193.7,12.3,False
MONTVILLE,2004,475.19999999999993,,190.8,12.3,False
MONTVILLE,2005,476.5,,187.6,12.3,False
MONTVILLE,2006,491.70000000000005,,190.4,12.3,False
MONTVILLE,2007,491.40000000000003,,190.6,12.3,False
MONTVILLE,2008,494.6,2871,186.9,13.3,False
MONTVILLE,2009,481.09999999999997,2784,184.2,13.3,False
MONTVILLE,2010,470.5,2698,179.4,13.3,False
MONTVILLE,2011,470.1,2670,178.8,13.3,False
MONTVILLE,2012,463.40000000000003,2575,176.1,13.3,False
MONTVILLE,2013,451.29999999999995,2455,168.2,13.3,False
MONTVILLE,2014,458.69999999999993,2418,175.2,12.3,False
MONTVILLE,2015,461.19999999999993,2356,172.7,13.4,False
MONTVILLE,2016,462.9000000000001,2256,169.4,13.4,False
MONTVILLE,2017,459.59999999999997,2210,164.0,13.2,False
MONTVILLE,2018,445.5,2180,155.0,12.7,False
NAUGATUCK,2002,259.5,,,,True
NAUGATUCK,2003,684.3,,317.3,28.4,False
NAUGATUCK,2004,645.0,,311.1,29.4,False
NAUGATUCK,2005,642.1,,304.2,29.4,False
NAUGATUCK,2006,637.4000000000001,,293.6,29.2,False
NAUGATUCK,2007,634.8,,290.9,28.6,False
NAUGATUCK,2008,661.3,4931,296.0,29.0,False
NAUGATUCK,2009,674.1,4832,296.9,26.6,False
NAUGATUCK,2010,674.8000000000001,4893,288.8,31.8,False
NAUGATUCK,2011,606.1,4674,242.2,25.1,False
NAUGATUCK,2012,607.2,4535,249.3,25.1,False
NAUGATUCK,2013,615.5,4490,250.2,29.5,False
NAUGATUCK,2014,637.5,4356,253.0,30.6,False
NAUGATUCK,2015,655.0,4316,232.5,31.5,False
NAUGATUCK,2016,971.4,4246,240.1,30.5,False
NAUGATUCK,2017,573.9,4281,249.9,33.1,False
NAUGATUCK,2018,634.7,4244,248.7,31.6,False
NEW BRITAIN,2002,406.8,,,,True
NEW BRITAIN,2003,1335.9000000000003,,584.2,57.0,False
NEW BRITAIN,2004,1319.8000000000002,,587.3,59.6,False
NEW BRITAIN,2005,1278.7,,578.4,55.0,False
NEW BRITAIN,2006,1346.1,,594.6,57.0,False
NEW BRITAIN,2007,1369.0,,606.7,58.5,False
NEW BRITAIN,2008,1357.0000000000002,10719,602.4,56.5,False
NEW BRITAIN,2009,1337.5,10496,577.3,57.5,False
NEW BRITAIN,2010,1381.6,10318,592.6,58.5,False
NEW BRITAIN,2011,1356.5,10222,557.6,60.1,False
NEW BRITAIN,2012,1362.0,10268,541.3,57.8,False
NEW BRITAIN,2013,1379.4,10322,516.1,56.6,False
NEW BRITAIN,2014,1237.6,10136,564.1,58.5,False
NEW BRITAIN,2015,1202.9,10101,559.9,56.0,False
NEW BRITAIN,2016,1292.3,10071,573.4,53.7,False
NEW BRITAIN,2017,1297.6,10144,578.7,53.7,False
NEW BRITAIN,2018,1292.9,10064,571.5,56.5,False
NEW CANAAN,2002,169.2,,,,True
NEW CANAAN,2003,613.9000000000001,,274.4,23.3,False
NEW CANAAN,2004,632.6,,282.9,24.0,False
NEW CANAAN,2005,647.5999999999999,,287.2,26.0,False
NEW CANAAN,2006,677.2,,283.9,25.6,False
NEW CANAAN,2007,698.3000000000001,,293.3,26.2,False
NEW CANAAN,2008,678.8000000000001,4130,285.8,25.8,False
NEW CANAAN,2009,691.7,4104,288.4,26.2,False
NEW CANAAN,2010,723.0000000000001,4091,289.5,25.6,False
NEW CANAAN,2011,717.6,4143,290.1,27.6,False
NEW CANAAN,2012,750.9,4173,296.8,28.4,False
NEW CANAAN,2013,763.0,4223,301.1,29.1,False
NEW CANAAN,2014,758.7,4192,298.0,28.7,False
NEW CANAAN,2015,772.1999999999999,4213,300.5,28.1,False
NEW CANAAN,2016,778.5,4227,299.7,29.1,False
NEW CANAAN,2017,788.9000000000001,4260,309.9,28.6,False
NEW CANAAN,2018,786.5999999999999,4237,302.1,29.7,False
NEW FAIRFIELD,2002,138.7,,,,True
NEW FAIRFIELD,2003,392.9,,183.1,14.0,False
NEW FAIRFIELD,2004,397.9,,188.2,15.5,False
NEW FAIRFIELD,2005,420.9,,184.4,16.4,False
NEW FAIRFIELD,2006,434.5,,184.4,15.4,False
NEW FAIRFIELD,2007,447.5,,184.6,15.6,False
NEW FAIRFIELD,2008,459.4,3048,181.4,16.0,False
NEW FAIRFIELD,2009,446.7,3056,179.8,15.8,False
NEW FAIRFIELD,2010,434.7,3031,179.1,15.8,False
NEW FAIRFIELD,2011,429.4,2920,178.1,16.1,False
NEW FAIRFIELD,2012,410.59999999999997,2878,173.7,16.1,False
NEW FAIRFIELD,2013,409.8,2805,177.2,15.1,False
NEW FAIRFIELD,2014,404.59999999999997,2730,171.7,15.6,False
NEW FAIRFIELD,2015,411.6,2662,172.5,16.8,False
NEW FAIRFIELD,2016,398.6,2497,167.9,15.8,False
NEW FAIRFIELD,2017,401.2,2394,165.7,14.8,False
NEW FAIRFIELD,2018,405.1,2308,164.1,15.8,False
NEW HARTFORD,2002,41.5,,,,True
NEW HARTFORD,2003,97.9,,38.0,1.2,False
NEW HARTFORD,2004,101.79999999999998,,38.4,1.2,False
NEW HARTFORD,2005,103.19999999999999,,37.4,1.6,False
NEW HARTFORD,2006,106.5,,37.9,1.8,False
NEW HARTFORD,2007,102.89999999999999,,39.0,2.0,False
NEW HARTFORD,2008,100.80000000000001,618,39.0,2.0,False
NEW HARTFORD,2009,122.89999999999999,620,38.1,2.0,False
NEW HARTFORD,2010,118.1,632,39.1,2.0,False
NEW HARTFORD,2011,114.89999999999999,610,32.8,2.0,False
NEW HARTFORD,2012,103.80000000000001,583,31.3,2.0,False
NEW HARTFORD,2013,104.6,567,30.3,2.0,False
NEW HARTFORD,2014,108.00000000000001,545,33.8,2.0,False
NEW HARTFORD,2015,109.6,506,32.0,2.0,False
NEW HARTFORD,2016,100.9,470,31.2,2.0,False
NEW HARTFORD,2017,102.1,444,31.7,2.0,False
NEW HARTFORD,2018,97.0,456,30.7,2.0,False
NEW HAVEN,2002,1044.4,,,,True
NEW HAVEN,2003,3049.6,,1092.7,80.2,False
NEW HAVEN,2004,3049.7000000000003,,1155.5,91.7,False
NEW HAVEN,2005,3214.1,,1223.5,95.0,False
NEW HAVEN,2006,3308.2000000000003,,1263.1,91.9,False
NEW HAVEN,2007,3150.7999999999997,,1258.5,96.2,False
NEW HAVEN,2008,3160.0999999999995,19981,1280.9,97.2,False
NEW HAVEN,2009,3173.6,19848,1284.2,98.1,False
NEW HAVEN,2010,3154.3999999999996,19947,1309.6,104.0,False
NEW HAVEN,2011,3275.4,20194,1341.5,109.0,False
NEW HAVEN,2012,3178.5,20648,1380.1,113.0,False
NEW HAVEN,2013,3105.7,21246,1413.6,113.1,False
NEW HAVEN,2014,4053.3999999999996,21420,1416.5,118.1,False
NEW HAVEN,2015,3781.4000000000005,21711,1381.1,117.0,False
NEW HAVEN,2016,3235.2,21725,1405.1,123.8,False
NEW HAVEN,2017,3320.2,21981,1437.2,143.8,False
NEW HAVEN,2018,3466.8999999999996,21518,1408.6,138.8,False
NEW LONDON,2002,129.5,,,,True
NEW LONDON,2003,504.40000000000003,,215.0,18.5,False
NEW LONDON,2004,452.49999999999994,,211.2,19.1,False
NEW LONDON,2005,470.90000000000003,,203.4,18.8,False
NEW LONDON,2006,447.4,,179.4,18.5,False
NEW LONDON,2007,457.3,,180.2,18.3,False
NEW LONDON,2008,482.9000000000001,2933,184.4,18.3,False
NEW LONDON,2009,503.49999999999994,3105,189.0,20.2,False
NEW LONDON,2010,482.90000000000003,3020,185.9,18.8,False
NEW LONDON,2011,473.2,3106,185.4,19.2,False
NEW LONDON,2012,493.3,2998,187.3,20.6,False
NEW LONDON,2013,453.2,3107,166.1,16.4,False
NEW LONDON,2014,473.8,3115,179.2,17.4,False
NEW LONDON,2015,511.6,3253,189.8,19.0,False
NEW LONDON,2016,557.1,3381,197.2,18.8,True
NEW LONDON,2017,313.40000000000003,3559,208.7,18.8,True
NEW LONDON,2018,687.1999999999999,3700,235.5,20.8,True
NEW MILFORD,2002,248.0,,,,True
NEW MILFORD,2003,743.0000000000001,,295.6,20.0,False
NEW MILFORD,2004,740.3000000000001,,299.5,20.0,False
NEW MILFORD,2005,741.1,,287.4,21.0,False
NEW MILFORD,2006,759.1,,285.0,19.5,False
NEW MILFORD,2007,764.1000000000001,,291.1,22.0,False
NEW MILFORD,2008,769.8000000000001,5034,291.2,22.5,False
NEW MILFORD,2009,809.4,4922,293.2,22.5,False
NEW MILFORD,2010,809.8000000000001,4883,285.8,22.5,False
NEW MILFORD,2011,774.0,4773,268.0,22.5,False
NEW MILFORD,2012,781.2999999999998,4688,283.8,22.5,False
NEW MILFORD,2013,786.8000000000001,4620,278.5,22.5,False
NEW MILFORD,2014,759.3,4504,267.8,22.5,False
NEW MILFORD,2015,769.8,4362,270.5,21.5,False
NEW MILFORD,2016,759.4,4245,276.7,24.5,False
NEW MILFORD,2017,775.4999999999999,4217,275.0,25.5,False
NEW MILFORD,2018,754.7,4133,264.6,24.5,False
NEWINGTON,2002,165.5,,,,True
NEWINGTON,2003,594.5,,276.5,16.9,False
NEWINGTON,2004,628.8,,280.8,18.4,False
NEWINGTON,2005,614.7,,284.1,18.2,False
NEWINGTON,2006,634.8,,288.3,18.2,False
NEWINGTON,2007,630.8,,288.4,18.2,False
NEWINGTON,2008,635.7,4566,285.4,19.2,False
NEWINGTON,2009,653.6000000000001,4533,290.0,23.2,False
NEWINGTON,2010,652.1,4492,286.2,23.2,False
NEWINGTON,2011,648.4000000000001,4447,282.9,23.2,False
NEWINGTON,2012,629.6999999999999,4378,268.7,23.4,False
NEWINGTON,2013,652.3,4343,264.7,23.4,False
NEWINGTON,2014,665.8,4244,269.5,24.4,False
NEWINGTON,2015,671.4000000000001,4127,273.7,25.0,False
NEWINGTON,2016,675.5,4060,268.9,25.0,False
NEWINGTON,2017,676.1,4069,265.8,24.0,False
NEWINGTON,2018,670.5,4078,260.7,24.0,False
NEWTOWN,2002,217.10000000000002,,,,True
NEWTOWN,2003,666.3,,309.4,17.9,False
NEWTOWN,2004,768.8000000000001,,311.0,19.3,False
NEWTOWN,2005,790.4000000000002,,325.5,21.9,False
NEWTOWN,2006,799.6,,325.7,20.1,False
NEWTOWN,2007,808.6,,340.1,21.1,False
NEWTOWN,2008,833.4000000000001,5663,339.4,23.1,False
NEWTOWN,2009,868.1,5612,343.0,20.2,False
NEWTOWN,2010,869.8,5510,339.4,21.2,False
NEWTOWN,2011,839.3000000000001,5464,328.1,23.0,False
NEWTOWN,2012,827.6,5316,334.5,22.7,False
NEWTOWN,2013,830.2000000000002,5159,336.0,24.7,False
NEWTOWN,2014,861.8000000000001,4920,343.5,36.2,False
NEWTOWN,2015,844.1,4767,320.4,33.7,False
NEWTOWN,2016,829.4000000000001,4588,315.3,32.7,False
NEWTOWN,2017,820.6999999999999,4470,304.0,32.7,False
NEWTOWN,2018,814.0,4407,300.8,30.1,False
NORFOLK,2002,9.1,,,,True
NORFOLK,2003,32.1,,10.8,0.6,False
NORFOLK,2004,32.4,,11.1,0.6,False
NORFOLK,2005,33.800000000000004,,11.1,0.6,False
NORFOLK,2006,31.799999999999997,,11.1,0.6,False
NORFOLK,2007,32.5,,11.8,0.6,False
NORFOLK,2008,33.2,168,11.8,0.6,False
NORFOLK,2009,33.2,157,11.1,0.6,False
NORFOLK,2010,32.7,144,10.1,0.6,False
NORFOLK,2011,32.599999999999994,141,10.1,0.6,False
NORFOLK,2012,31.299999999999997,124,10.1,0.6,False
NORFOLK,2013,30.7,121,9.5,0.6,False
NORFOLK,2014,28.299999999999997,117,8.3,0.7,False
NORFOLK,2015,28.1,116,9.4,,True
NORFOLK,2016,27.4,116,9.4,,True
NORFOLK,2017,25.9,102,8.7,,True
NORFOLK,2018,26.5,95,8.4,,True
NORTH BRANFORD,2002,111.4,,,,True
NORTH BRANFORD,2003,340.7,,139.0,12.5,False
NORTH BRANFORD,2004,352.50000000000006,,136.5,12.6,False
NORTH BRANFORD,2005,351.3,,135.4,12.7,False
NORTH BRANFORD,2006,362.90000000000003,,138.8,12.9,False
NORTH BRANFORD,2007,371.9,,140.2,13.2,False
NORTH BRANFORD,2008,370.29999999999995,2434,140.6,12.4,False
NORTH BRANFORD,2009,386.0,2401,141.1,13.7,False
NORTH BRANFORD,2010,372.3,2342,141.3,13.7,False
NORTH BRANFORD,2011,373.29999999999995,2293,139.7,12.7,False
NORTH BRANFORD,2012,370.69999999999993,2187,141.0,12.7,False
NORTH BRANFORD,2013,375.0,2094,137.4,12.1,False
NORTH BRANFORD,2014,336.1,2018,134.3,12.1,False
NORTH BRANFORD,2015,353.6,1969,132.0,12.7,False
NORTH BRANFORD,2016,341.6,1889,124.1,13.0,False
NORTH BRANFORD,2017,338.5,1842,124.2,12.0,False
NORTH BRANFORD,2018,331.4,1784,121.2,12.0,False
NORTH HAVEN,2002,141.0,,,,True
NORTH HAVEN,2003,504.3,,236.8,18.6,False
NORTH HAVEN,2004,499.1,,237.0,18.2,False
NORTH HAVEN,2005,497.6,,232.8,18.2,False
NORTH HAVEN,2006,532.2,,235.6,20.0,False
NORTH HAVEN,2007,510.90000000000003,,231.6,19.0,False
NORTH HAVEN,2008,521.0,3897,236.2,18.6,False
NORTH HAVEN,2009,528.4,3836,240.6,20.6,False
NORTH HAVEN,2010,519.8000000000001,3712,239.2,21.0,False
NORTH HAVEN,2011,510.0,3624,234.2,20.6,False
NORTH HAVEN,2012,508.5,3580,232.5,21.6,False
NORTH HAVEN,2013,501.80000000000007,3537,234.3,18.6,False
NORTH HAVEN,2014,497.1,3402,233.4,18.6,False
NORTH HAVEN,2015,507.1,3312,221.8,20.2,False
NORTH HAVEN,2016,494.40000000000003,3188,225.0,19.2,False
NORTH HAVEN,2017,523.7,3162,233.4,20.6,False
NORTH HAVEN,2018,518.8,3159,232.4,21.2,False
NORTH STONINGTON,2002,38.6,,,,True
NORTH STONINGTON,2003,167.8,,67.8,4.0,False
NORTH STONINGTON,2004,162.90000000000003,,66.7,4.0,False
NORTH STONINGTON,2005,169.2,,69.2,4.0,False
NORTH STONINGTON,2006,167.6,,66.2,4.0,False
NORTH STONINGTON,2007,171.60000000000002,,63.7,5.0,False
NORTH STONINGTON,2008,169.0,805,63.6,4.0,False
NORTH STONINGTON,2009,166.60000000000002,794,64.8,5.0,False
NORTH STONINGTON,2010,160.89999999999998,792,64.6,5.0,False
NORTH STONINGTON,2011,159.5,796,64.6,5.0,False
NORTH STONINGTON,2012,157.0,781,65.6,5.0,False
NORTH STONINGTON,2013,153.4,764,64.0,5.0,False
NORTH STONINGTON,2014,156.2,751,64.8,5.0,False
NORTH STONINGTON,2015,155.20000000000002,741,64.8,5.0,False
NORTH STONINGTON,2016,155.1,728,65.5,5.0,False
NORTH STONINGTON,2017,157.9,731,65.3,5.0,False
NORTH STONINGTON,2018,152.4,752,64.1,5.0,False
NORWALK,2002,508.4,,,,True
NORWALK,2003,1500.9,,708.4,53.8,False
NORWALK,2004,1493.6999999999998,,689.9,55.8,False
NORWALK,2005,1516.9999999999995,,690.6,55.5,False
NORWALK,2006,1576.9999999999998,,710.2,57.5,False
NORWALK,2007,1565.9,,727.8,58.5,False
NORWALK,2008,1602.5000000000002,10729,707.0,56.8,False
NORWALK,2009,1621.8000000000002,10842,714.8,60.3,False
NORWALK,2010,956.0,10962,711.8,58.3,True
NORWALK,2011,1595.1,11143,712.2,59.3,False
NORWALK,2012,988.8000000000001,11183,740.1,60.8,True
NORWALK,2013,909.6,11148,690.1,59.8,True
NORWALK,2014,1512.2999999999997,11169,704.7,55.8,False
NORWALK,2015,1530.1,11311,688.6,56.8,False
NORWALK,2016,2369.7999999999997,11409,703.4,58.7,False
NORWALK,2017,1361.2,11498,624.1,41.5,False
NORWALK,2018,1760.5,11573,715.8,64.5,False
NORWICH,2002,182.8,,,,True
NORWICH,2003,600.3,,205.9,17.2,False
NORWICH,2004,649.4,,217.0,18.6,False
NORWICH,2005,660.3000000000001,,225.0,22.2,False
NORWICH,2006,698.8,,222.5,23.2,False
NORWICH,2007,689.8999999999999,,226.5,21.8,False
NORWICH,2008,703.2,4070,232.5,24.6,False
NORWICH,2009,701.8000000000001,4004,233.7,24.2,False
NORWICH,2010,654.8000000000001,3946,218.0,21.6,False
NORWICH,2011,614.8,3877,202.5,21.6,False
NORWICH,2012,627.8000000000001,3883,189.5,19.6,False
NORWICH,2013,662.3,3869,190.0,20.6,False
NORWICH,2014,673.5,3804,199.0,21.0,False
NORWICH,2015,704.4,3764,192.5,19.0,False
NORWICH,2016,697.0,3705,201.1,23.0,False
NORWICH,2017,700.0,3652,194.5,21.8,False
NORWICH,2018,686.0,3595,198.0,20.8,False
OLD SAYBROOK,2002,106.5,,,,True
OLD SAYBROOK,2003,270.90000000000003,,114.7,7.5,False
OLD SAYBROOK,2004,279.4,,116.3,7.5,False
OLD SAYBROOK,2005,281.4,,118.3,7.5,False
OLD SAYBROOK,2006,282.4,,114.7,7.5,False
OLD SAYBROOK,2007,285.6,,112.7,7.6,False
OLD SAYBROOK,2008,290.3,1621,113.4,8.0,False
OLD SAYBROOK,2009,286.6,1628,112.2,9.0,False
OLD SAYBROOK,2010,270.0,1599,115.3,8.0,False
OLD SAYBROOK,2011,283.29999999999995,1577,111.0,7.0,False
OLD SAYBROOK,2012,295.09999999999997,1571,110.8,8.7,False
OLD SAYBROOK,2013,300.0,1505,113.5,9.7,False
OLD SAYBROOK,2014,297.6,1446,110.9,8.7,False
OLD SAYBROOK,2015,291.4,1425,112.3,9.7,False
OLD SAYBROOK,2016,290.5,1346,113.4,9.7,False
OLD SAYBROOK,2017,276.3,1317,105.2,9.7,False
OLD SAYBROOK,2018,276.79999999999995,1266,108.3,9.7,False
ORANGE,2002,62.0,,,,True
ORANGE,2003,219.4,,88.0,4.3,False
ORANGE,2004,222.3,,89.7,5.0,False
ORANGE,2005,229.60000000000002,,89.2,4.5,False
ORANGE,2006,236.0,,89.0,4.5,False
ORANGE,2007,248.29999999999998,,95.4,4.5,False
ORANGE,2008,249.5,1377,94.7,4.5,False
ORANGE,2009,247.3,1320,95.7,4.5,False
ORANGE,2010,235.50000000000003,1301,91.2,4.7,False
ORANGE,2011,236.4,1284,89.7,4.8,False
ORANGE,2012,232.7,1273,86.7,4.8,False
ORANGE,2013,236.2,1248,87.7,4.5,False
ORANGE,2014,235.2,1192,82.0,4.5,False
ORANGE,2015,211.3,1180,78.9,4.5,False
ORANGE,2016,237.40000000000003,1179,86.0,5.0,False
ORANGE,2017,235.3,1167,86.5,5.0,False
ORANGE,2018,246.5,1175,89.5,5.0,False
OXFORD,2002,41.7,,,,True
OXFORD,2003,193.89999999999998,,84.3,5.0,False
OXFORD,2004,188.1,,85.0,4.0,False
OXFORD,2005,187.39999999999998,,80.5,4.0,False
OXFORD,2006,191.2,,80.1,3.0,False
OXFORD,2007,177.9,,78.9,4.0,False
OXFORD,2008,202.6,1861,96.5,7.0,False
OXFORD,2009,268.6,2027,115.8,7.0,False
OXFORD,2010,275.09999999999997,2163,121.1,8.0,False
OXFORD,2011,288.2,2205,123.8,7.5,False
OXFORD,2012,304.0,2147,124.6,8.3,False
OXFORD,2013,302.59999999999997,2103,121.9,7.8,False
OXFORD,2014,311.90000000000003,2053,121.3,9.8,False
OXFORD,2015,296.4,1979,119.6,7.8,False
OXFORD,2016,295.49999999999994,1974,113.6,10.6,False
OXFORD,2017,309.0,1952,122.6,11.6,False
OXFORD,2018,306.79999999999995,1855,120.0,11.8,False
PLAINFIELD,2002,176.2,,,,True
PLAINFIELD,2003,457.70000000000005,,152.0,16.5,False
PLAINFIELD,2004,429.0,,144.0,17.0,False
PLAINFIELD,2005,426.4,,145.0,19.0,False
PLAINFIELD,2006,439.6,,148.0,18.0,False
PLAINFIELD,2007,459.9,,155.2,17.0,False
PLAINFIELD,2008,484.79999999999995,2784,156.2,21.0,False
PLAINFIELD,2009,467.29999999999995,2720,154.2,18.0,False
PLAINFIELD,2010,452.5,2737,155.2,20.0,False
PLAINFIELD,2011,446.3,2645,149.1,21.0,False
PLAINFIELD,2012,447.9,2593,150.7,20.0,False
PLAINFIELD,2013,435.59999999999997,2507,146.0,16.5,False
PLAINFIELD,2014,422.1,2462,142.5,16.5,False
PLAINFIELD,2015,419.40000000000003,2351,146.2,16.5,False
PLAINFIELD,2016,421.90000000000003,2330,141.6,16.5,False
PLAINFIELD,2017,426.3,2292,145.0,16.5,False
PLAINFIELD,2018,411.90000000000003,2267,138.6,17.0,False
PLAINVILLE,2002,153.8,,,,True
PLAINVILLE,2003,444.7,,173.7,14.0,False
PLAINVILLE,2004,451.1,,174.7,14.0,False
PLAINVILLE,2005,456.80000000000007,,175.8,15.0,False
PLAINVILLE,2006,457.70000000000005,,175.3,15.0,False
PLAINVILLE,2007,465.3,,179.7,15.0,False
PLAINVILLE,2008,474.0,2629,176.7,15.5,False
PLAINVILLE,2009,456.29999999999995,2542,178.7,14.5,False
PLAINVILLE,2010,438.4,2554,166.7,15.0,False
PLAINVILLE,2011,446.5,2486,171.2,14.0,False
PLAINVILLE,2012,444.1,2424,167.9,15.0,False
PLAINVILLE,2013,464.00000000000006,2376,174.4,14.2,False
PLAINVILLE,2014,468.6,2338,177.4,14.2,False
PLAINVILLE,2015,489.3,2412,165.5,15.4,False
PLAINVILLE,2016,488.5,2409,160.5,13.2,False
PLAINVILLE,2017,497.59999999999997,2366,165.0,14.2,False
PLAINVILLE,2018,511.5,2376,160.2,14.2,False
PLYMOUTH,2002,65.8,,,,True
PLYMOUTH,2003,277.3,,123.8,11.0,True
PLYMOUTH,2004,270.7,,125.0,8.2,True
PLYMOUTH,2005,262.1,,118.0,8.0,False
PLYMOUTH,2006,268.90000000000003,,118.8,8.0,False
PLYMOUTH,2007,305.8,,118.9,9.0,False
PLYMOUTH,2008,308.00000000000006,1913,116.5,9.0,False
PLYMOUTH,2009,314.0,1864,114.0,9.0,False
PLYMOUTH,2010,321.79999999999995,1799,117.2,9.0,False
PLYMOUTH,2011,316.9,1745,115.8,8.0,False
PLYMOUTH,2012,322.0,1665,114.8,8.0,False
PLYMOUTH,2013,323.3,1619,114.8,8.0,True
PLYMOUTH,2014,329.1,1577,113.7,8.0,False
PLYMOUTH,2015,311.8,1556,95.3,10.0,False
PLYMOUTH,2016,297.6,1522,97.0,10.0,False
PLYMOUTH,2017,288.79999999999995,1504,93.0,10.0,True
PLYMOUTH,2018,295.7,1466,92.0,10.0,True
POMFRET,2002,26.3,,,,True
POMFRET,2003,81.2,,35.3,2.0,False
POMFRET,2004,85.4,,35.3,2.0,False
POMFRET,2005,87.6,,35.8,2.0,False
POMFRET,2006,88.5,,36.6,2.0,False
POMFRET,2007,90.8,,37.2,2.0,False
POMFRET,2008,91.8,543,38.2,2.0,False
POMFRET,2009,92.3,545,38.6,2.0,False
POMFRET,2010,91.0,539,38.0,1.5,False
POMFRET,2011,90.0,518,38.0,1.5,False
POMFRET,2012,83.9,475,38.2,1.5,True
POMFRET,2013,81.5,476,36.0,1.5,True
POMFRET,2014,82.6,426,34.6,1.0,True
POMFRET,2015,83.6,410,33.0,2.0,False
POMFRET,2016,82.89999999999999,402,34.2,1.0,True
POMFRET,2017,83.7,377,33.2,2.0,True
POMFRET,2018,80.7,388,31.2,2.0,True
PORTLAND,2002,71.9,,,,True
PORTLAND,2003,243.4,,94.8,7.0,False
PORTLAND,2004,238.7,,96.1,7.0,False
PORTLAND,2005,241.7,,93.9,6.0,False
PORTLAND,2006,247.0,,94.5,7.0,False
PORTLAND,2007,231.90000000000003,,91.1,6.0,False
PORTLAND,2008,224.8,1433,88.7,7.0,False
PORTLAND,2009,224.8,1432,91.5,7.0,False
PORTLAND,2010,226.2,1439,92.8,7.0,False
PORTLAND,2011,222.90000000000003,1408,90.7,7.0,False
PORTLAND,2012,228.3,1372,91.6,7.0,False
PORTLAND,2013,228.9,1382,91.5,7.0,False
PORTLAND,2014,230.9,1382,91.0,7.0,False
PORTLAND,2015,234.7,1334,90.8,7.0,False
PORTLAND,2016,228.90000000000003,1360,92.9,8.0,False
PORTLAND,2017,231.3,1337,97.5,8.0,False
PORTLAND,2018,232.3,1321,94.5,9.0,False
PRESTON,2002,11.1,,,,True
PRESTON,2003,50.1,,11.8,,True
PRESTON,2004,104.0,,31.4,1.2,False
PRESTON,2005,107.3,,29.3,1.6,True
PRESTON,2006,113.0,,31.7,1.6,True
PRESTON,2007,108.4,,33.2,1.6,True
PRESTON,2008,102.49999999999999,509,32.4,1.6,False
PRESTON,2009,97.6,494,31.4,1.6,False
PRESTON,2010,94.89999999999999,438,30.7,0.6,False
PRESTON,2011,97.8,438,32.7,1.6,False
PRESTON,2012,94.1,404,31.6,1.6,False
PRESTON,2013,89.8,415,29.8,1.6,False
PRESTON,2014,89.8,433,29.8,1.6,False
PRESTON,2015,91.0,426,29.0,1.8,False
PRESTON,2016,92.4,445,29.4,1.8,False
PRESTON,2017,90.6,430,30.0,1.8,False
PRESTON,2018,92.19999999999999,447,29.6,1.8,False
PUTNAM,2002,107.30000000000001,,,,True
PUTNAM,2003,281.20000000000005,,100.8,8.0,False
PUTNAM,2004,279.6,,100.3,8.0,False
PUTNAM,2005,244.39999999999998,,93.8,7.0,False
PUTNAM,2006,236.5,,95.1,7.0,False
PUTNAM,2007,231.1,,89.6,7.0,False
PUTNAM,2008,232.50000000000003,1319,88.4,6.0,False
PUTNAM,2009,226.8,1254,81.0,6.9,False
PUTNAM,2010,227.8,1239,83.0,7.0,False
PUTNAM,2011,224.40000000000003,1301,83.4,6.0,False
PUTNAM,2012,234.7,1264,84.3,9.0,False
PUTNAM,2013,240.5,1273,84.4,9.0,False
PUTNAM,2014,240.60000000000002,1265,84.4,10.0,False
PUTNAM,2015,239.8,1252,82.4,10.0,False
PUTNAM,2016,243.00000000000003,1195,82.4,9.0,False
PUTNAM,2017,233.89999999999998,1188,83.0,9.0,False
PUTNAM,2018,229.7,1185,81.0,10.0,False
RIDGEFIELD,2002,180.1,,,,True
RIDGEFIELD,2003,718.5,,326.1,22.6,False
RIDGEFIELD,2004,718.1999999999999,,327.9,23.7,False
RIDGEFIELD,2005,746.1999999999999,,329.7,23.1,False
RIDGEFIELD,2006,755.3,,337.8,24.6,False
RIDGEFIELD,2007,751.6,,350.2,25.6,False
RIDGEFIELD,2008,746.2,5560,341.2,26.1,False
RIDGEFIELD,2009,766.9000000000001,5551,333.8,26.1,False
RIDGEFIELD,2010,763.3000000000001,5456,336.9,24.6,False
RIDGEFIELD,2011,767.3000000000001,5437,344.0,26.6,False
RIDGEFIELD,2012,785.9,5379,338.6,26.6,False
RIDGEFIELD,2013,764.9,5296,344.5,26.6,False
RIDGEFIELD,2014,787.8999999999999,5293,342.4,26.6,False
RIDGEFIELD,2015,661.9000000000001,5178,342.3,29.6,False
RIDGEFIELD,2016,802.5,5052,342.5,29.8,False
RIDGEFIELD,2017,1170.0,4984,343.0,27.8,False
RIDGEFIELD,2018,805.1999999999999,4929,338.9,25.2,False
ROCKY HILL,2002,118.2,,,,True
ROCKY HILL,2003,370.29999999999995,,163.4,10.0,False
ROCKY HILL,2004,370.0,,163.3,11.0,False
