City,report_year,FTE Count,EDSIGHT_ENROLLMENT,Teacher FTE Count,Counselor FTE Count,has_nulls,Education spending,Inter_Gov_Rev,Enrollment,Grant Payments,wealth_rank
EAST HARTFORD,2016,1356.9,6882.0,457.8,43.4,False,106475000.0,66149000.0,8092.09,49540375.0,160.0
EAST HARTFORD,2017,1366.6,6734.0,455.9,48.6,False,,,,49020816.0,160.0
EAST HARTFORD,2018,1348.3000000000004,6868.0,444.6,50.0,False,,,,48867434.0,160.0
EAST HAVEN,2002,140.8,,,,True,,,,,139.0
EAST HAVEN,2003,540.1,,237.4,20.0,False,,,,,139.0
EAST HAVEN,2004,533.4,,235.6,18.0,False,,,,15982675.0,139.0
EAST HAVEN,2005,551.3,,240.2,19.2,False,,,,16291667.0,139.0
EAST HAVEN,2006,544.6,,236.0,18.2,False,,,,16777696.0,139.0
EAST HAVEN,2007,570.8,,244.2,18.2,False,42210468.0,23552235.0,3932.63,16834740.0,139.0
EAST HAVEN,2008,561.9,3699.0,236.2,18.4,False,52792124.0,33042178.0,3888.36,17983752.0,139.0
EAST HAVEN,2009,564.3,3599.0,238.3,17.4,False,47501312.0,26567280.0,3810.03,18748275.0,139.0
EAST HAVEN,2010,557.9,3546.0,223.8,19.2,False,44137267.0,22884200.0,3803.24,18772081.0,139.0
EAST HAVEN,2011,500.4,3448.0,206.4,18.4,False,43749500.0,22486788.0,3774.85,18724193.0,139.0
EAST HAVEN,2012,479.80000000000007,3297.0,212.4,19.4,False,48339563.0,26415418.0,3674.27,18780393.0,139.0
EAST HAVEN,2013,457.0,3241.0,203.4,20.4,False,48455006.0,26362443.0,3641.21,19268173.0,139.0
EAST HAVEN,2014,497.4,3127.0,195.8,22.4,False,50428317.0,26530783.0,3476.63,19073125.0,139.0
EAST HAVEN,2015,543.3,3011.0,201.0,21.9,False,50447708.0,25756092.0,3375.94,19946535.0,139.0
EAST HAVEN,2016,515.8,3051.0,203.0,21.9,False,52743757.0,26073319.0,3414.38,19963743.0,139.0
EAST HAVEN,2017,506.4,2996.0,191.0,19.5,False,,,,19906841.0,139.0
EAST HAVEN,2018,511.8,2872.0,187.0,19.7,False,,,,19478782.0,139.0
EAST LYME,2002,202.0,,,,True,,,,,62.0
EAST LYME,2003,515.1,,207.1,13.5,False,,,,,62.0
EAST LYME,2004,535.8,,203.3,12.5,False,,,,6191574.0,62.0
EAST LYME,2005,533.8,,207.0,15.0,False,,,,6317553.0,62.0
EAST LYME,2006,547.8,,212.4,15.0,False,,,,6524033.0,62.0
EAST LYME,2007,535.1999999999998,,213.0,15.0,False,38111914.0,10439767.0,2992.91,6526774.0,62.0
EAST LYME,2008,523.1,3269.0,207.2,15.0,False,40271673.0,11736954.0,3026.43,6810442.0,62.0
EAST LYME,2009,500.9,3169.0,206.4,15.0,False,42299028.0,12748779.0,2934.53,7140827.0,62.0
EAST LYME,2010,525.0,3113.0,209.1,15.0,False,41427641.0,11178281.0,2878.61,7033210.0,62.0
EAST LYME,2011,571.5,3084.0,206.3,15.0,False,43090693.0,11012922.0,2878.75,7111155.0,62.0
EAST LYME,2012,523.8999999999999,2985.0,193.7,15.5,False,45459821.0,13081658.0,2784.26,7146111.0,62.0
EAST LYME,2013,524.5999999999998,2939.0,197.2,14.5,False,46632038.0,13148147.0,2735.37,7130164.0,62.0
EAST LYME,2014,538.5,2868.0,200.8,15.5,False,48126767.0,14329374.0,2690.14,7128356.0,62.0
EAST LYME,2015,564.9,2839.0,209.2,15.5,False,49709355.0,14231113.0,2648.39,7063959.0,62.0
EAST LYME,2016,554.5999999999998,2792.0,205.7,15.5,False,50487799.0,14377198.0,2615.95,7150153.0,62.0
EAST LYME,2017,557.5999999999998,2782.0,207.8,15.5,False,,,,6949779.0,62.0
EAST LYME,2018,539.7,2757.0,202.4,15.0,False,,,,5971838.0,62.0
EAST WINDSOR,2002,42.9,,,,True,,,,,113.0
EAST WINDSOR,2003,230.7,,94.8,6.0,False,,,,,113.0
EAST WINDSOR,2004,234.9,,96.2,6.0,False,,,,4215397.0,113.0
EAST WINDSOR,2005,230.4,,96.2,4.0,True,,,,4337368.0,113.0
EAST WINDSOR,2006,120.0,,94.2,5.0,True,,,,4529042.0,113.0
EAST WINDSOR,2007,231.9,,96.2,7.0,False,17052072.0,6984588.0,1613.36,4619977.0,113.0
EAST WINDSOR,2008,231.50000000000003,1494.0,95.2,7.0,False,23401901.0,12388137.0,1560.67,5280932.0,113.0
EAST WINDSOR,2009,240.1,1452.0,96.7,7.0,False,20760869.0,8607535.0,1525.81,5464110.0,113.0
EAST WINDSOR,2010,193.9,1397.0,90.3,7.0,False,19351289.0,7305528.0,1475.86,5465085.0,113.0
EAST WINDSOR,2011,225.50000000000003,1345.0,85.1,7.0,False,20522588.0,7273015.0,1396.21,5488412.0,113.0
EAST WINDSOR,2012,123.2,1298.0,86.9,7.0,True,21503161.0,8420974.0,1369.13,5492363.0,113.0
EAST WINDSOR,2013,229.7,1276.0,93.9,8.0,False,22517698.0,8842174.0,1364.33,5634127.0,113.0
EAST WINDSOR,2014,227.0,1216.0,87.9,8.0,False,23072375.0,8810002.0,1305.46,5690489.0,113.0
EAST WINDSOR,2015,238.0,1138.0,90.0,10.0,False,23299723.0,8983491.0,1257.37,5764571.0,113.0
EAST WINDSOR,2016,245.0,1105.0,86.0,10.0,False,24287205.0,8686073.0,1203.41,5711554.0,113.0
EAST WINDSOR,2017,273.7,1049.0,87.7,10.0,False,,,,5759956.0,113.0
EAST WINDSOR,2018,273.5,1082.0,87.2,10.0,False,,,,5635129.0,113.0
EASTFORD,2002,8.5,,,,True,,,,,121.0
EASTFORD,2003,34.6,,13.6,0.7,False,,,,,121.0
EASTFORD,2004,32.4,,12.9,0.4,False,,,,893729.0,121.0
EASTFORD,2005,33.6,,12.2,0.7,False,,,,930505.0,121.0
EASTFORD,2006,32.5,,12.1,0.4,False,,,,958494.0,121.0
EASTFORD,2007,30.8,,10.9,0.4,False,3445577.0,1436166.0,269.87,945585.0,121.0
EASTFORD,2008,31.20000000000001,189.0,12.3,0.5,True,3519454.0,1500622.0,268.55,1051145.0,121.0
EASTFORD,2009,33.3,187.0,13.5,0.5,True,3829616.0,1558486.0,266.69,1109866.0,121.0
EASTFORD,2010,34.3,171.0,13.6,0.5,True,3745816.0,1630796.0,236.52,1109871.0,121.0
EASTFORD,2011,34.40000000000001,180.0,13.9,0.5,True,3819029.0,1557126.0,245.93,1109873.0,121.0
EASTFORD,2012,37.5,176.0,13.3,0.5,True,3756017.0,1655934.0,233.92,1109873.0,121.0
EASTFORD,2013,35.2,169.0,13.4,0.5,True,3864869.0,1614493.0,217.5,1116844.0,121.0
EASTFORD,2014,36.8,152.0,13.0,0.5,True,3854354.0,1691351.0,203.74,1116844.0,121.0
EASTFORD,2015,36.2,139.0,13.3,,True,3946713.0,1747378.0,189.21,1116844.0,121.0
EASTFORD,2016,35.4,134.0,13.0,0.5,True,3987911.0,1717920.0,178.5,1115561.0,121.0
EASTFORD,2017,36.9,143.0,13.0,1.0,True,,,,1092027.0,121.0
EASTFORD,2018,35.80000000000001,151.0,12.2,1.0,True,,,,950624.0,121.0
EASTON,2002,122.8,,,,True,,,,,19.0
EASTON,2003,429.80000000000007,,156.89999999999995,9.6,False,,,,,19.0
EASTON,2004,432.70000000000016,,155.9,7.9,False,,,,,19.0
EASTON,2005,465.0,,157.0,8.8,False,,,,,19.0
EASTON,2006,400.0,,159.10000000000005,9.8,False,,,,,19.0
EASTON,2007,364.3,,158.4,8.6,False,21625026.0,1807967.0,1567.88,,19.0
EASTON,2008,789.1000000000001,1309.0,161.9,9.6,False,27632800.0,6195139.0,1602.42,,19.0
EASTON,2009,394.0,1304.0,160.10000000000005,9.8,False,24900625.0,2126327.0,1590.04,,19.0
EASTON,2010,391.1,1269.0,163.7,9.8,False,25004081.0,2035401.0,1555.96,,19.0
EASTON,2011,382.8,1246.0,150.3,9.9,False,25665283.0,2233793.0,1553.24,,19.0
EASTON,2012,522.7,1210.0,150.0,10.3,False,26784954.0,2366020.0,1509.12,,19.0
EASTON,2013,368.69999999999993,1133.0,146.8,9.9,False,27263689.0,2596232.0,1478.84,,19.0
EASTON,2014,382.1,962.0,139.2,11.2,False,27304586.0,3036785.0,1448.78,,19.0
EASTON,2015,365.6,936.0,134.7,12.9,False,27724507.0,2912452.0,1417.46,,19.0
EASTON,2016,362.7,954.0,131.4,11.7,True,29448104.0,2808762.0,1393.9,,19.0
EASTON,2017,349.8,937.0,132.5,11.7,True,,,,,19.0
EASTON,2018,380.7,914.0,128.3,11.7,False,,,,,19.0
ELLINGTON,2002,92.0,,,,True,,,,,95.0
ELLINGTON,2003,360.6,,145.4,10.0,False,,,,,95.0
ELLINGTON,2004,352.6,,145.3,10.5,False,,,,7710482.0,95.0
ELLINGTON,2005,367.20000000000016,,149.2,10.4,False,,,,7778243.0,95.0
ELLINGTON,2006,365.50000000000006,,146.9,10.9,False,,,,8019544.0,95.0
ELLINGTON,2007,374.9,,149.4,11.1,False,27133354.0,11333020.0,2562.39,8007442.0,95.0
ELLINGTON,2008,379.4,2612.0,154.3,12.1,False,37596600.0,21870263.0,2628.11,9121394.0,95.0
ELLINGTON,2009,385.70000000000016,2645.0,153.2,12.1,False,30967610.0,13582654.0,2661.79,9487035.0,95.0
ELLINGTON,2010,381.8,2675.0,153.8,11.5,False,31017970.0,13520745.0,2669.99,9475597.0,95.0
ELLINGTON,2011,387.6,2734.0,154.5,11.5,False,32365108.0,13593091.0,2732.43,9489671.0,95.0
ELLINGTON,2012,404.90000000000015,2755.0,157.0,12.5,False,33773953.0,14663268.0,2766.34,9464509.0,95.0
ELLINGTON,2013,413.2,2721.0,159.2,13.5,False,35342309.0,14706362.0,2788.55,9652533.0,95.0
ELLINGTON,2014,415.0,2664.0,160.6,13.5,False,37658420.0,15675412.0,2765.82,9677638.0,95.0
ELLINGTON,2015,425.9,2658.0,166.7,14.0,False,39195495.0,15563229.0,2750.38,9689494.0,95.0
ELLINGTON,2016,422.2,2633.0,165.9,15.0,False,39371523.0,15048775.0,2732.71,9773751.0,95.0
ELLINGTON,2017,449.1,2647.0,172.0,15.0,False,,,,9700530.0,95.0
ELLINGTON,2018,447.8,2688.0,174.1,14.0,False,,,,8424841.0,95.0
ENFIELD,2002,263.9,,,,True,,,,,143.0
ENFIELD,2003,934.6,,443.8,35.0,False,,,,,143.0
ENFIELD,2004,919.4,,429.2,34.4,False,,,,22407998.0,143.0
ENFIELD,2005,927.5,,426.6,34.4,False,,,,23256084.0,143.0
ENFIELD,2006,943.1,,430.1,33.8,False,,,,24201663.0,143.0
ENFIELD,2007,953.2,,427.6,34.8,False,72357000.0,36650000.0,6584.14,24331338.0,143.0
ENFIELD,2008,964.7,6373.0,431.1,34.8,False,97560000.0,62303000.0,6437.02,27152307.0,143.0
ENFIELD,2009,926.3999999999997,6314.0,424.7,34.8,False,73847000.0,37644000.0,6398.82,28086586.0,143.0
ENFIELD,2010,927.7,6119.0,410.9,34.8,False,65002000.0,36824000.0,6215.03,28314682.0,143.0
ENFIELD,2011,811.7999999999997,5912.0,392.9,28.8,False,70698000.0,40876000.0,6051.6,28258641.0,143.0
ENFIELD,2012,795.0,5673.0,376.1,28.8,False,71140000.0,43580000.0,5917.68,28567636.0,143.0
ENFIELD,2013,814.6,5480.0,373.0,30.8,False,73344000.0,44070000.0,5766.68,28817272.0,143.0
ENFIELD,2014,834.8000000000003,5225.0,371.5,29.8,False,77039000.0,46613000.0,5597.19,28953131.0,143.0
ENFIELD,2015,842.2000000000003,5174.0,356.7,29.6,False,73482000.0,44638000.0,5555.28,28892001.0,143.0
ENFIELD,2016,830.3,5189.0,349.7,27.0,False,75996000.0,45301000.0,5552.78,29212369.0,143.0
ENFIELD,2017,844.8000000000003,5249.0,339.1,31.0,False,,,,28570768.0,143.0
ENFIELD,2018,863.4,5206.0,352.7,32.0,False,,,,24794788.0,143.0
ESSEX,2007,,,,,,12310835.0,1666801.0,946.21,,23.0
ESSEX,2008,,,,,,14444605.0,2684878.0,960.54,,23.0
ESSEX,2009,,,,,,13831806.0,1564130.0,975.22,,23.0
ESSEX,2010,,,,,,14400640.0,1320694.0,986.29,,23.0
ESSEX,2011,,,,,,14686263.0,1203424.0,992.68,,23.0
ESSEX,2012,,,,,,15259930.0,1259999.0,969.75,,23.0
ESSEX,2013,,,,,,15818277.0,1445426.0,968.06,,23.0
ESSEX,2014,,,,,,16539771.0,1582749.0,935.02,,23.0
ESSEX,2015,,,,,,16395031.0,1559154.0,879.7999999999997,,23.0
ESSEX,2016,,,,,,16305340.0,1341581.0,813.4199999999997,,23.0
FAIRFIELD,2002,456.8,,,,True,,,,,16.0
FAIRFIELD,2003,1188.3,,580.1,47.8,False,,,,,16.0
FAIRFIELD,2004,1442.3,,603.3,47.8,False,,,,2068725.0,16.0
FAIRFIELD,2005,1513.9,,627.0,55.8,False,,,,2269631.0,16.0
FAIRFIELD,2006,1531.8,,651.2,58.2,False,,,,2513849.0,16.0
FAIRFIELD,2007,1554.7999999999995,,656.9,57.0,False,131280000.0,13788000.0,9495.94,2600786.0,16.0
FAIRFIELD,2008,1615.9999999999998,9797.0,674.6,61.0,False,169304000.0,46542000.0,9768.72,3508748.0,16.0
FAIRFIELD,2009,1649.9999999999998,9975.0,691.5,59.0,False,151011000.0,20508000.0,9956.92,3386915.0,16.0
FAIRFIELD,2010,1648.9,10134.0,697.9,61.0,False,151473000.0,20383000.0,10114.33,3646145.0,16.0
FAIRFIELD,2011,1684.4,10207.0,708.7,61.4,False,152992000.0,20841000.0,10211.77,3628284.0,16.0
FAIRFIELD,2012,1669.3,10335.0,699.6,61.4,False,161132000.0,24570000.0,10314.03,3568073.0,16.0
FAIRFIELD,2013,1672.6,10327.0,709.9,61.8,False,166241000.0,26229000.0,10321.89,3633181.0,16.0
FAIRFIELD,2014,1673.9,10288.0,711.0,64.8,False,171991000.0,29508000.0,10303.84,3584813.0,16.0
FAIRFIELD,2015,1660.4,10213.0,686.9,61.7,False,171906000.0,25464000.0,10255.04,3835128.0,16.0
FAIRFIELD,2016,1706.4,10091.0,694.7,62.2,False,180029000.0,26820000.0,10125.97,3535104.0,16.0
FAIRFIELD,2017,1704.2,10027.0,689.1,62.6,False,,,,1095886.0,16.0
FAIRFIELD,2018,1720.2999999999995,9976.0,692.3,64.9,False,,,,947571.0,16.0
FARMINGTON,2002,130.6,,,,True,,,,,29.0
FARMINGTON,2003,592.9,,284.0,18.9,False,,,,,29.0
FARMINGTON,2004,592.3000000000002,,284.4,18.5,False,,,,900897.0,29.0
FARMINGTON,2005,614.8,,289.4,18.5,False,,,,1039988.0,29.0
FARMINGTON,2006,621.0,,292.4,18.3,False,,,,1107548.0,29.0
FARMINGTON,2007,618.0999999999998,,287.5,19.3,False,49756734.0,9524768.0,4231.05,1099629.0,29.0
FARMINGTON,2008,621.5000000000001,4209.0,287.1,19.5,False,67005030.0,25838504.0,4178.89,1576306.0,29.0
FARMINGTON,2009,625.6999999999998,4206.0,285.2,19.9,False,52626772.0,11010560.0,4167.67,1602067.0,29.0
FARMINGTON,2010,605.3000000000002,4169.0,266.2,19.6,False,53821985.0,10452519.0,4143.27,1566345.0,29.0
FARMINGTON,2011,607.1999999999998,4151.0,264.8,19.1,False,55572545.0,10574352.0,4127.78,1612250.0,29.0
FARMINGTON,2012,615.0999999999998,4069.0,267.0,20.1,False,59898122.0,11990375.0,4045.25,1580800.0,29.0
FARMINGTON,2013,635.9,4071.0,272.3,20.1,False,61514220.0,12152086.0,4079.36,1610310.0,29.0
FARMINGTON,2014,664.5,4036.0,278.2,20.6,False,63908106.0,13512775.0,4033.41,1637675.0,29.0
FARMINGTON,2015,690.1999999999997,4020.0,272.3,21.3,False,63453677.0,12526132.0,4027.55,1617748.0,29.0
FARMINGTON,2016,717.5,4096.0,277.5,21.4,False,67188409.0,13153469.0,4048.47,1559944.0,29.0
FARMINGTON,2017,716.5000000000001,4078.0,278.6,22.7,False,,,,1036574.0,29.0
FARMINGTON,2018,719.2,4112.0,276.8,23.3,False,,,,752106.0,29.0
FRANKLIN,2002,13.6,,,,True,,,,,76.0
FRANKLIN,2003,39.7,,14.4,1.0,True,,,,,76.0
FRANKLIN,2004,38.5,,14.4,0.6,True,,,,780622.0,76.0
FRANKLIN,2005,37.9,,15.4,0.6,True,,,,751052.0,76.0
FRANKLIN,2006,38.3,,15.3,0.6,True,,,,776792.0,76.0
FRANKLIN,2007,38.40000000000001,,15.9,0.6,True,4000129.0,1526527.0,312.35,784139.0,76.0
FRANKLIN,2008,39.90000000000001,235.0,16.5,0.6,True,5059150.0,2498936.0,307.45,889853.0,76.0
FRANKLIN,2009,40.1,226.0,16.5,0.1,True,4253663.0,1710963.0,302.07,914278.0,76.0
FRANKLIN,2010,38.4,225.0,16.5,0.1,True,4307144.0,1564807.0,302.88,913164.0,76.0
FRANKLIN,2011,35.0,224.0,15.5,0.6,True,4190396.0,1568330.0,306.16000000000014,941077.0,76.0
FRANKLIN,2012,17.4,206.0,12.5,0.6,True,4364345.0,1600115.0,285.07,941462.0,76.0
FRANKLIN,2013,32.0,204.0,13.5,0.6,True,4250498.0,1644771.0,280.58,949427.0,76.0
FRANKLIN,2014,16.4,185.0,11.9,0.6,True,4360997.0,1732750.0,266.51,949022.0,76.0
FRANKLIN,2015,30.3,170.0,12.0,0.6,True,4375142.0,1761506.0,253.21,1079977.0,76.0
FRANKLIN,2016,32.1,170.0,11.9,0.6,True,4455436.0,1656383.0,255.14,948161.0,76.0
FRANKLIN,2017,35.40000000000001,163.0,13.1,0.8,True,,,,1056888.0,76.0
FRANKLIN,2018,35.8,165.0,11.6,0.8,True,,,,797746.0,76.0
GLASTONBURY,2002,290.8,,,,True,,,,,34.0
GLASTONBURY,2003,953.9,,398.3,24.3,False,,,,,34.0
GLASTONBURY,2004,942.8,,393.1,25.3,False,,,,3723771.0,34.0
GLASTONBURY,2005,859.5,,403.0,26.3,False,,,,3802060.0,34.0
GLASTONBURY,2006,973.8,,407.3,28.3,False,,,,3910632.0,34.0
GLASTONBURY,2007,995.4,,418.5,26.0,False,74031222.0,7469242.0,6930.83,3883681.0,34.0
GLASTONBURY,2008,1035.7999999999997,6882.0,426.7,29.0,False,108065783.0,38838059.0,7023.72,5997448.0,34.0
GLASTONBURY,2009,1042.6,6883.0,426.5,29.0,False,83715229.0,9546377.0,7020.83,6050168.0,34.0
GLASTONBURY,2010,1024.6,6846.0,413.1,29.0,False,92864175.0,15767332.0,6999.18,6197128.0,34.0
GLASTONBURY,2011,1024.9,6841.0,398.0,29.0,False,95347354.0,16292391.0,6976.34,6237168.0,34.0
GLASTONBURY,2012,1038.1,6721.0,410.9,30.0,False,99561559.0,18403425.0,6825.84,6181805.0,34.0
GLASTONBURY,2013,1061.3,6606.0,422.0,29.0,False,101617744.0,21437368.0,6752.85,6408654.0,34.0
GLASTONBURY,2014,1056.0,6410.0,422.8,30.0,False,106599514.0,20916758.0,6581.6,6512384.0,34.0
GLASTONBURY,2015,1024.1999999999996,6148.0,399.3,29.0,False,107377221.0,18421311.0,6313.02,6536191.0,34.0
GLASTONBURY,2016,1062.5000000000002,6069.0,403.8,29.5,False,110736179.0,19628137.0,6212.51,6585691.0,34.0
GLASTONBURY,2017,1055.8,5996.0,393.9,30.0,False,,,,6586711.0,34.0
GLASTONBURY,2018,1059.6,5919.0,379.8,30.0,False,,,,5659951.0,34.0
GOSHEN,2007,,,,,,6029668.0,329603.0,425.29,,32.0
GOSHEN,2008,,,,,,6317579.0,443038.0,437.06,,32.0
GOSHEN,2009,,,,,,6724961.0,353293.0,430.5,,32.0
GOSHEN,2010,,,,,,6833904.0,343444.0,432.76,,32.0
GOSHEN,2011,,,,,,7000608.0,367060.0,423.71,,32.0
GOSHEN,2012,,,,,,7155779.0,382760.0,409.18,,32.0
GOSHEN,2013,,,,,,6924636.0,413074.0,405.07,,32.0
GOSHEN,2014,,,,,,7250596.0,339750.0,378.22,,32.0
GOSHEN,2015,,,,,,7253218.0,332235.0,352.89,,32.0
GOSHEN,2016,,,,,,7108614.0,299172.0,355.29,,32.0
GRANBY,2002,92.0,,,,True,,,,,61.0
GRANBY,2003,323.1,,127.5,10.3,False,,,,,61.0
GRANBY,2004,335.9,,129.1,11.0,False,,,,3890627.0,61.0
GRANBY,2005,354.8,,132.1,11.0,False,,,,4003649.0,61.0
GRANBY,2006,359.0,,131.1,11.0,False,,,,4183745.0,61.0
GRANBY,2007,366.2,,135.8,11.0,False,25073445.0,7976867.0,2255.01,4197712.0,61.0
GRANBY,2008,362.20000000000016,2339.0,136.9,12.0,False,34128755.0,16102098.0,2265.61,5144984.0,61.0
GRANBY,2009,369.1,2281.0,133.7,12.0,False,27848851.0,9715349.0,2204.76,5362372.0,61.0
GRANBY,2010,360.3,2294.0,134.7,11.0,False,28313332.0,9158803.0,2258.61,5356793.0,61.0
GRANBY,2011,367.4,2253.0,134.7,14.0,False,28128240.0,9057889.0,2205.55,5374858.0,61.0
GRANBY,2012,364.9,2171.0,133.7,11.0,False,29506830.0,11210292.0,2147.51,5395365.0,61.0
GRANBY,2013,358.90000000000015,2112.0,131.2,12.5,False,29454150.0,9891402.0,2074.46,5485745.0,61.0
GRANBY,2014,343.4000000000001,2065.0,129.0,12.5,False,30638153.0,10814146.0,2023.62,5521956.0,61.0
GRANBY,2015,336.6,1970.0,129.6,13.0,False,30716490.0,9553843.0,1948.03,5543975.0,61.0
GRANBY,2016,337.0,1961.0,125.9,12.5,False,31216353.0,10183360.0,1920.62,5587986.0,61.0
GRANBY,2017,326.80000000000007,1880.0,127.8,14.5,False,,,,5526041.0,61.0
GRANBY,2018,321.7999999999999,1874.0,124.0,14.0,False,,,,4813010.0,61.0
GREENWICH,2002,484.7,,,,True,,,,,1.0
GREENWICH,2003,1529.3000000000006,,628.5,58.7,False,,,,,1.0
GREENWICH,2004,1573.6999999999994,,637.7,58.5,False,,,,1967171.0,1.0
GREENWICH,2005,1410.3000000000006,,642.0,60.5,False,,,,2219455.0,1.0
GREENWICH,2006,1497.4999999999998,,637.9,61.8,False,,,,2386859.0,1.0
GREENWICH,2007,1473.6999999999994,,626.6,62.1,False,123286129.0,31223582.0,8950.959999999997,2063004.0,1.0
GREENWICH,2008,1494.4,9014.0,629.9,62.5,False,172854916.0,79654147.0,8945.129999999997,3379632.0,1.0
GREENWICH,2009,1506.3,8893.0,633.0,62.3,False,135519709.0,36461092.0,8760.93,3434462.0,1.0
GREENWICH,2010,1507.6,8863.0,628.8,62.8,False,135277746.0,20301905.0,8712.219999999998,3280424.0,1.0
GREENWICH,2011,1523.5,8873.0,634.8,62.8,False,142077135.0,22432009.0,8720.48,3435862.0,1.0
GREENWICH,2012,1536.8000000000006,8822.0,641.5,61.8,False,152486555.0,27425341.0,8715.2,3467413.0,1.0
GREENWICH,2013,1515.1,8871.0,632.9,62.1,False,155006606.0,26543729.0,8710.319999999998,3553320.0,1.0
GREENWICH,2014,1517.0000000000007,8786.0,639.7,64.1,False,159830154.0,32376036.0,8660.629999999997,3794659.0,1.0
GREENWICH,2015,1533.9,8813.0,649.9,65.2,False,164233253.0,32596244.0,8674.36,3647012.0,1.0
GREENWICH,2016,1506.9,8825.0,640.1,63.0,False,167235645.0,29010055.0,8681.7,3127328.0,1.0
GREENWICH,2017,1524.1,8971.0,650.5,65.7,False,,,,361188.0,1.0
GREENWICH,2018,1545.2999999999995,9042.0,654.3,65.2,False,,,,61729.0,1.0
GRISWOLD,2002,76.4,,,,True,,,,,149.0
GRISWOLD,2003,280.8,,108.9,12.8,False,,,,,149.0
GRISWOLD,2004,335.2,,127.1,14.0,False,,,,8933413.0,149.0
GRISWOLD,2005,337.8,,128.1,15.0,False,,,,9231517.0,149.0
GRISWOLD,2006,345.8,,132.1,14.0,False,,,,9479487.0,149.0
GRISWOLD,2007,344.6,,133.7,14.0,False,22792880.0,12973156.0,1978.59,9517549.0,149.0
GRISWOLD,2008,349.20000000000016,2146.0,133.9,13.5,False,28912467.0,18817209.0,1928.54,10309445.0,149.0
GRISWOLD,2009,344.5,2123.0,133.4,13.5,False,26080659.0,14974557.0,1941.73,10689579.0,149.0
GRISWOLD,2010,350.2,2068.0,135.3,12.7,False,26063194.0,14511708.0,1897.24,10688192.0,149.0
GRISWOLD,2011,335.49999999999994,2013.0,128.6,12.7,False,26324931.0,13450251.0,1869.25,10716880.0,149.0
GRISWOLD,2012,344.1,1974.0,121.2,12.7,False,26378099.0,14145562.0,1846.13,10747613.0,149.0
GRISWOLD,2013,339.1,1975.0,116.1,12.0,False,27317952.0,14081308.0,1835.88,10881779.0,149.0
GRISWOLD,2014,341.9000000000001,1981.0,117.9,12.1,False,28005356.0,14451801.0,1845.23,10937610.0,149.0
GRISWOLD,2015,332.4000000000001,1897.0,119.7,12.0,False,27669568.0,13849501.0,1776.24,10923542.0,149.0
GRISWOLD,2016,351.6,1891.0,122.7,11.8,False,28599440.0,14602820.0,1787.02,10980367.0,149.0
GRISWOLD,2017,354.1,1848.0,121.7,11.8,False,,,,10767780.0,149.0
GRISWOLD,2018,360.1,1779.0,120.6,11.8,False,,,,9361322.0,149.0
GROTON,2002,297.9,,,,True,,,,,102.0
GROTON,2003,897.4999999999999,,373.7,23.7,False,,,,,102.0
GROTON,2004,855.0999999999997,,368.0,24.7,False,,,,22379312.0,102.0
GROTON,2005,878.8000000000003,,360.1,25.6,False,,,,22526582.0,102.0
GROTON,2006,876.9,,352.0,25.9,False,,,,23223115.0,102.0
GROTON,2007,889.8000000000003,,361.0,26.5,False,72450322.0,43580461.0,5391.55,23258804.0,102.0
GROTON,2008,869.0,5198.0,354.1,26.2,False,95600470.0,66139757.0,5323.84,24348341.0,102.0
GROTON,2009,870.2,5172.0,358.5,26.0,False,76365187.0,46927346.0,5292.91,25308705.0,102.0
GROTON,2010,910.6,5063.0,360.7,27.0,False,79363536.0,42969276.0,5221.76,25325436.0,102.0
GROTON,2011,920.1,4997.0,357.8,26.0,False,78536129.0,42525983.0,5175.28,25395667.0,102.0
GROTON,2012,879.1999999999997,4990.0,346.1,27.0,False,79722039.0,43940965.0,5181.24,25358393.0,102.0
GROTON,2013,880.5999999999997,4811.0,354.2,25.0,False,80996988.0,44883513.0,5091.33,25540640.0,102.0
GROTON,2014,877.8,4702.0,339.9,26.4,False,82192134.0,46217827.0,5014.19,25571522.0,102.0
GROTON,2015,855.1000000000001,4565.0,331.1,27.4,False,81862680.0,43397238.0,4956.59,25532449.0,102.0
GROTON,2016,923.4,4519.0,328.7,27.0,False,84010289.0,43716941.0,4903.74,25753096.0,102.0
GROTON,2017,954.2,4461.0,330.8,27.0,False,,,,24979526.0,102.0
GROTON,2018,917.5,4381.0,304.6,27.0,False,,,,25503311.0,102.0
GUILFORD,2002,115.0,,,,True,,,,,30.0
GUILFORD,2003,581.0,,238.3,21.6,False,,,,,30.0
GUILFORD,2004,579.3,,235.2,21.6,False,,,,2624359.0,30.0
GUILFORD,2005,588.2,,240.8,22.6,False,,,,2842237.0,30.0
GUILFORD,2006,576.9000000000002,,239.4,20.6,False,,,,2927919.0,30.0
GUILFORD,2007,578.6,,245.3,21.6,False,46723393.0,7890489.0,3796.5,2884466.0,30.0
GUILFORD,2008,584.5000000000001,3839.0,248.2,21.6,False,62540034.0,21744756.0,3845.73,2979932.0,30.0
GUILFORD,2009,599.5,3796.0,252.6,22.8,False,52451290.0,9129571.0,3789.26,3056651.0,30.0
GUILFORD,2010,604.0,3736.0,250.0,23.8,False,52600881.0,8425393.0,3733.58,3078647.0,30.0
GUILFORD,2011,591.8,3702.0,245.6,23.2,False,54070201.0,8337831.0,3706.17,3043298.0,30.0
