City,report_year,FTE Count,EDSIGHT_ENROLLMENT,Teacher FTE Count,Counselor FTE Count,has_nulls,Education spending,Inter_Gov_Rev,Enrollment,Grant Payments,wealth_rank
ASHFORD,2017,98.3,407.0,37.5,2.0,True,,,,,122.0
ASHFORD,2018,94.5,395.0,37.0,1.0,True,,,,,122.0
AVON,2002,140.8,,,,True,,,,,22.0
AVON,2003,510.7,,198.5,15.2,False,,,,,22.0
AVON,2004,412.30000000000007,,199.5,15.8,False,,,,645790.0,22.0
AVON,2005,446.20000000000016,,204.8,15.8,False,,,,779236.0,22.0
AVON,2006,440.8,,205.4,15.8,False,,,,808870.0,22.0
AVON,2007,458.6,,210.8,16.8,False,38966040.0,4265347.0,3511.67,788010.0,22.0
AVON,2008,465.6,3612.0,212.4,17.8,False,54645090.0,18352155.0,3596.56,1191189.0,22.0
AVON,2009,506.8,3569.0,216.6,15.9,False,44212809.0,5662776.0,3573.81,1243373.0,22.0
AVON,2010,498.80000000000007,3598.0,204.9,16.9,False,45144616.0,5477312.0,3616.52,1107911.0,22.0
AVON,2011,516.0,3564.0,204.3,17.2,False,46977726.0,5710137.0,3585.43,1227462.0,22.0
AVON,2012,533.0,3518.0,207.8,18.6,False,51292289.0,10519982.0,3538.0,1254193.0,22.0
AVON,2013,527.3000000000002,3421.0,208.5,19.7,False,53396764.0,8450231.0,3472.15,1215717.0,22.0
AVON,2014,507.9,3387.0,213.5,19.5,False,56632683.0,10344758.0,3420.67,1232052.0,22.0
AVON,2015,510.50000000000006,3332.0,210.3,17.9,False,58148061.0,9442455.0,3325.72,1258240.0,22.0
AVON,2016,509.3,3285.0,211.4,16.0,False,59484885.0,9949386.0,3292.45,1207268.0,22.0
AVON,2017,514.8,3288.0,216.2,17.0,False,,,,753989.0,22.0
AVON,2018,491.1,3221.0,205.1,16.0,False,,,,615146.0,22.0
BARKHAMSTED,2002,16.6,,,,True,,,,,89.0
BARKHAMSTED,2003,46.9,,20.1,1.3,False,,,,,89.0
BARKHAMSTED,2004,57.0,,19.7,1.3,False,,,,,89.0
BARKHAMSTED,2005,55.5,,19.7,1.3,False,,,,,89.0
BARKHAMSTED,2006,54.40000000000001,,19.7,1.2,False,,,,,89.0
BARKHAMSTED,2007,55.7,,20.7,1.2,False,7767269.0,1718189.0,666.72,,89.0
BARKHAMSTED,2008,56.10000000000001,358.0,20.7,1.1,True,8995197.0,2988431.0,656.94,,89.0
BARKHAMSTED,2009,56.0,362.0,21.2,1.2,False,8371378.0,2144721.0,676.46,,89.0
BARKHAMSTED,2010,54.29999999999999,367.0,21.7,1.2,False,8464826.0,2045723.0,671.83,,89.0
BARKHAMSTED,2011,58.0,373.0,21.2,1.1,False,8512747.0,2040073.0,660.1,,89.0
BARKHAMSTED,2012,55.0,357.0,20.7,1.2,False,8597998.0,2118537.0,650.16,,89.0
BARKHAMSTED,2013,53.6,349.0,20.5,1.1,False,8852107.0,2215545.0,648.78,,89.0
BARKHAMSTED,2014,53.8,307.0,20.5,1.4,False,9363120.0,2207868.0,602.4500000000003,,89.0
BARKHAMSTED,2015,55.7,317.0,21.7,,True,9432399.0,2206661.0,584.68,,89.0
BARKHAMSTED,2016,58.5,286.0,19.9,,True,9502969.0,2190046.0,564.73,,89.0
BARKHAMSTED,2017,58.7,255.0,18.9,,True,,,,,89.0
BARKHAMSTED,2018,60.99999999999999,248.0,17.9,,True,,,,,89.0
BEACON FALLS,2007,,,,,,11089390.0,4072234.0,1035.83,,115.0
BEACON FALLS,2008,,,,,,11687971.0,4381003.0,1069.05,,115.0
BEACON FALLS,2009,,,,,,12655947.0,4475600.0,1025.07,,115.0
BEACON FALLS,2010,,,,,,12534084.0,4378865.0,1038.9,,115.0
BEACON FALLS,2011,,,,,,12593791.0,3766748.0,1021.25,,115.0
BEACON FALLS,2012,,,,,,13312652.0,4488715.0,994.91,,115.0
BEACON FALLS,2013,,,,,,13516055.0,4478464.0,954.22,,115.0
BEACON FALLS,2014,,,,,,13978646.0,4717436.0,940.2,,115.0
BEACON FALLS,2015,,,,,,14614288.0,4574430.0,933.94,,115.0
BEACON FALLS,2016,,,,,,14820178.0,4586087.0,899.82,,115.0
BERLIN,2002,119.0,,,,True,,,,,72.0
BERLIN,2003,461.9,,197.4,16.8,False,,,,,72.0
BERLIN,2004,451.7,,194.0,16.6,False,,,,4107735.0,72.0
BERLIN,2005,466.4,,201.9,17.1,False,,,,4434846.0,72.0
BERLIN,2006,478.6,,205.3,17.9,False,,,,4698428.0,72.0
BERLIN,2007,482.00000000000006,,206.8,16.8,False,37095815.0,9291106.0,3322.87,4735915.0,72.0
BERLIN,2008,472.9,3275.0,196.7,16.8,False,50558499.0,22335205.0,3313.32,5983437.0,72.0
BERLIN,2009,485.2,3223.0,203.7,17.8,False,41651157.0,11668616.0,3266.73,6205239.0,72.0
BERLIN,2010,484.6,3169.0,202.0,16.8,False,42342339.0,11239269.0,3219.34,6103414.0,72.0
BERLIN,2011,469.4,3129.0,200.6,16.8,False,42974081.0,11406083.0,3166.44,6177811.0,72.0
BERLIN,2012,489.20000000000016,3027.0,202.4,16.9,False,45044221.0,13319574.0,3078.92,6143835.0,72.0
BERLIN,2013,491.30000000000007,2985.0,204.9,16.9,False,46108451.0,12927657.0,3050.82,6256477.0,72.0
BERLIN,2014,475.80000000000007,2963.0,208.5,16.8,False,48175177.0,13429655.0,3063.18,6308120.0,72.0
BERLIN,2015,487.2,2909.0,210.4,17.0,False,47885291.0,12386029.0,3024.11,6332782.0,72.0
BERLIN,2016,483.8,2879.0,200.6,16.0,False,49476881.0,13312658.0,2938.43,6294062.0,72.0
BERLIN,2017,499.9,2805.0,204.3,17.0,False,,,,6233686.0,72.0
BERLIN,2018,484.8,2795.0,191.9,17.0,False,,,,5373271.0,72.0
BETHANY,2002,21.5,,,,True,,,,,66.0
BETHANY,2003,77.89999999999998,,39.8,2.4,True,,,,,66.0
BETHANY,2004,84.2,,40.7,2.4,True,,,,,66.0
BETHANY,2005,86.3,,38.8,2.1,True,,,,,66.0
BETHANY,2006,94.2,,40.4,2.0,True,,,,,66.0
BETHANY,2007,97.3,,40.4,2.2,True,13332507.0,2146915.0,1078.67,,66.0
BETHANY,2008,94.70000000000002,570.0,38.4,2.4,True,14630594.0,2873616.0,1087.84,,66.0
BETHANY,2009,96.0,551.0,38.9,2.4,True,15045677.0,3183514.0,1074.55,,66.0
BETHANY,2010,98.7,516.0,39.9,2.4,True,15467143.0,3281826.0,1039.59,,66.0
BETHANY,2011,92.0,514.0,37.9,1.8,True,15340874.0,3064837.0,1014.45,,66.0
BETHANY,2012,90.0,492.0,36.9,2.0,True,15411290.0,3233000.0,973.53,,66.0
BETHANY,2013,92.2,473.0,36.9,2.4,True,15599595.0,3437582.0,943.59,,66.0
BETHANY,2014,89.89999999999998,436.0,36.0,2.4,True,15923151.0,3467034.0,914.19,,66.0
BETHANY,2015,79.69999999999997,407.0,33.6,2.4,False,16405008.0,3301310.0,884.97,,66.0
BETHANY,2016,77.89999999999998,383.0,30.0,2.5,False,16698230.0,3424720.0,840.69,,66.0
BETHANY,2017,75.3,356.0,29.8,2.5,True,,,,,66.0
BETHANY,2018,73.79999999999998,365.0,29.8,2.5,True,,,,,66.0
BETHEL,2002,120.0,,,,True,,,,,69.0
BETHEL,2003,477.3,,214.7,18.3,False,,,,,69.0
BETHEL,2004,466.3,,216.6,18.0,False,,,,6875202.0,69.0
BETHEL,2005,470.0,,214.1,17.6,False,,,,7149036.0,69.0
BETHEL,2006,447.7,,205.4,18.0,False,,,,7370981.0,69.0
BETHEL,2007,462.69999999999993,,213.5,16.9,False,36050621.0,10468243.0,3231.5,7364577.0,69.0
BETHEL,2008,469.7,3157.0,212.4,17.8,False,46027926.0,19369857.0,3158.07,7807750.0,69.0
BETHEL,2009,475.6,3087.0,207.8,16.7,False,39762463.0,12650886.0,3102.17,8160712.0,69.0
BETHEL,2010,475.20000000000016,3053.0,207.4,17.0,False,38917838.0,11350228.0,3061.31,8151349.0,69.0
BETHEL,2011,475.4,2949.0,203.8,16.0,False,39878864.0,11415189.0,2953.22,8198937.0,69.0
BETHEL,2012,467.7,2982.0,201.3,17.0,False,42185635.0,13030608.0,2962.34,8177221.0,69.0
BETHEL,2013,465.0,2987.0,201.5,15.9,False,44246629.0,13396122.0,2962.07,8210370.0,69.0
BETHEL,2014,467.4,3000.0,201.1,18.9,False,46384500.0,14565184.0,2946.04,8248659.0,69.0
BETHEL,2015,456.6,2939.0,193.3,16.9,False,46517348.0,13385789.0,2879.53,8290545.0,69.0
BETHEL,2016,459.20000000000016,2971.0,194.2,15.0,False,48105825.0,13962715.0,2930.31,8276741.0,69.0
BETHEL,2017,469.5,2996.0,201.6,17.4,False,,,,8128052.0,69.0
BETHEL,2018,470.5,3059.0,200.6,19.4,False,,,,7031632.0,69.0
BETHLEHEM,2007,,,,,,6841120.0,1441614.0,566.8200000000003,,63.0
BETHLEHEM,2008,,,,,,7118979.0,1448822.0,531.19,,63.0
BETHLEHEM,2009,,,,,,6984949.0,1601535.0,498.65,,63.0
BETHLEHEM,2010,,,,,,6808906.0,1303034.0,495.04,,63.0
BETHLEHEM,2011,,,,,,6740813.0,1338174.0,486.38,,63.0
BETHLEHEM,2012,,,,,,6870029.0,1505732.0,453.24,,63.0
BETHLEHEM,2013,,,,,,6784789.0,1734028.0,428.22,,63.0
BETHLEHEM,2014,,,,,,7017668.0,1667107.0,404.16,,63.0
BETHLEHEM,2015,,,,,,6946134.0,1721757.0,382.92,,63.0
BETHLEHEM,2016,,,,,,7187029.0,1609445.0,352.7,,63.0
BLOOMFIELD,2002,88.0,,,,True,,,,,82.0
BLOOMFIELD,2003,462.3,,166.0,15.6,False,,,,,82.0
BLOOMFIELD,2004,466.6,,168.8,17.0,False,,,,2756837.0,82.0
BLOOMFIELD,2005,498.3,,169.8,18.0,False,,,,3751392.0,82.0
BLOOMFIELD,2006,491.8,,173.0,19.8,False,,,,4019327.0,82.0
BLOOMFIELD,2007,493.8,,173.1,19.0,False,36494139.0,9118469.0,2700.61,4082582.0,82.0
BLOOMFIELD,2008,489.4,2240.0,170.4,20.8,False,45243647.0,16966207.0,2628.6,5344521.0,82.0
BLOOMFIELD,2009,494.3,2181.0,170.8,21.0,False,40453351.0,11248024.0,2556.5,5464227.0,82.0
BLOOMFIELD,2010,526.0,2298.0,182.3,21.3,False,40445920.0,10277496.0,2529.41,5514544.0,82.0
BLOOMFIELD,2011,489.3,2207.0,178.0,21.8,False,40609912.0,9952846.0,2407.11,5399641.0,82.0
BLOOMFIELD,2012,490.00000000000006,2164.0,180.1,18.8,False,41407469.0,12018377.0,2374.3,5394223.0,82.0
BLOOMFIELD,2013,467.5,2119.0,186.2,19.0,False,40980883.0,14348379.0,2260.5,5531301.0,82.0
BLOOMFIELD,2014,483.0,2096.0,183.4,21.0,False,42708097.0,11640999.0,2186.57,5602743.0,82.0
BLOOMFIELD,2015,472.3,2115.0,171.5,21.0,False,42712016.0,10539585.0,2244.11,6186541.0,82.0
BLOOMFIELD,2016,451.2,2078.0,164.5,18.0,False,43740001.0,11091620.0,2238.29,6662336.0,82.0
BLOOMFIELD,2017,447.2,2157.0,155.3,16.4,False,,,,6198399.0,82.0
BLOOMFIELD,2018,465.5,2149.0,156.9,17.9,True,,,,6068485.0,82.0
BOLTON,2002,48.0,,,,True,,,,,73.0
BOLTON,2003,160.9,,73.5,5.4,False,,,,,73.0
BOLTON,2004,159.3,,72.2,5.6,False,,,,2448276.0,73.0
BOLTON,2005,158.7,,71.6,5.6,False,,,,2491108.0,73.0
BOLTON,2006,89.8,,68.5,4.2,True,,,,2535860.0,73.0
BOLTON,2007,160.7,,69.1,5.0,False,11395676.0,4053413.0,921.26,2561956.0,73.0
BOLTON,2008,164.6,876.0,68.5,5.7,False,15385286.0,7724870.0,868.56,2906375.0,73.0
BOLTON,2009,164.6,869.0,67.4,5.9,False,12675559.0,4585666.0,843.82,3034684.0,73.0
BOLTON,2010,162.4,888.0,64.9,5.7,False,12866459.0,4500629.0,839.24,3023900.0,73.0
BOLTON,2011,155.9,904.0,63.5,5.9,False,13011924.0,4471055.0,829.15,2981910.0,73.0
BOLTON,2012,160.89999999999995,897.0,64.1,6.3,False,13711064.0,4994535.0,828.2899999999997,3044546.0,73.0
BOLTON,2013,165.2,897.0,61.3,4.8,False,14080200.0,4855814.0,815.35,3054665.0,73.0
BOLTON,2014,163.39999999999995,869.0,59.0,6.5,False,14500226.0,4830217.0,803.26,3036036.0,73.0
BOLTON,2015,165.1,847.0,61.8,6.7,False,14768355.0,4981416.0,778.58,3061138.0,73.0
BOLTON,2016,161.39999999999995,820.0,64.6,6.7,False,14696498.0,4897507.0,759.1799999999997,3057224.0,73.0
BOLTON,2017,164.6,820.0,63.6,6.7,False,,,,2975184.0,73.0
BOLTON,2018,154.0,812.0,63.6,5.7,False,,,,2558995.0,73.0
BOZRAH,2002,19.0,,,,True,,,,,117.0
BOZRAH,2003,51.8,,19.7,0.5,True,,,,,117.0
BOZRAH,2004,51.6,,18.8,0.5,True,,,,960249.0,117.0
BOZRAH,2005,51.0,,19.1,0.5,True,,,,1013453.0,117.0
BOZRAH,2006,51.1,,19.5,0.5,True,,,,1059194.0,117.0
BOZRAH,2007,53.8,,21.5,0.5,True,4439958.0,2273793.0,391.13,1061359.0,117.0
BOZRAH,2008,50.8,269.0,20.0,0.5,True,4998002.0,2072796.0,391.58,1182310.0,117.0
BOZRAH,2009,44.5,261.0,18.5,0.4,True,5320790.0,2255572.0,391.67,1229025.0,117.0
BOZRAH,2010,46.9,258.0,16.1,0.4,True,5370163.0,1990901.0,387.81,1206546.0,117.0
BOZRAH,2011,44.2,236.0,18.0,0.5,True,5546367.0,2099995.0,356.91,1153975.0,117.0
BOZRAH,2012,42.7,236.0,17.5,0.5,True,5548197.0,2190134.0,349.75,1328150.0,117.0
BOZRAH,2013,45.4,243.0,18.5,0.8,True,5670995.0,2082116.0,342.71,1236766.0,117.0
BOZRAH,2014,47.7,244.0,19.0,0.8,True,5831304.0,2368562.0,345.04,1218851.0,117.0
BOZRAH,2015,45.2,211.0,19.0,0.9,True,5857043.0,2091938.0,313.89,1251785.0,117.0
BOZRAH,2016,45.7,202.0,17.5,0.9,True,5925910.0,2217063.0,307.7,1254433.0,117.0
BOZRAH,2017,46.0,208.0,17.0,0.8,True,,,,1218189.0,117.0
BOZRAH,2018,44.8,204.0,17.0,0.8,True,,,,1064932.0,117.0
BRANFORD,2002,254.6,,,,True,,,,,46.0
BRANFORD,2003,566.5,,239.8,20.3,False,,,,,46.0
BRANFORD,2004,560.4000000000002,,237.9,20.3,False,,,,1240178.0,46.0
BRANFORD,2005,560.2,,239.8,20.3,False,,,,1292801.0,46.0
BRANFORD,2006,563.0,,248.1,19.3,False,,,,1295968.0,46.0
BRANFORD,2007,564.4,,245.1,19.3,False,45013856.0,6989557.0,3650.43,1397866.0,46.0
BRANFORD,2008,568.3,3514.0,249.0,20.3,False,60571587.0,21920852.0,3536.5,1648530.0,46.0
BRANFORD,2009,578.8,3515.0,245.5,19.0,False,49602424.0,8247139.0,3536.87,1766972.0,46.0
BRANFORD,2010,583.0,3534.0,242.9,18.4,False,50550551.0,7974118.0,3581.27,1718653.0,46.0
BRANFORD,2011,565.8000000000002,3445.0,244.3,17.5,False,52066037.0,8014335.0,3488.31,1751337.0,46.0
BRANFORD,2012,567.6,3341.0,234.9,17.5,False,54721423.0,9720290.0,3393.42,1813823.0,46.0
BRANFORD,2013,572.3000000000002,3282.0,245.8,17.5,False,56100841.0,9900481.0,3353.78,1853934.0,46.0
BRANFORD,2014,670.6,3245.0,237.5,17.0,False,57742288.0,10244386.0,3315.73,1856796.0,46.0
BRANFORD,2015,700.5999999999997,3108.0,225.4,15.4,False,57416360.0,8421875.0,3183.23,1891038.0,46.0
BRANFORD,2016,296.7,3066.0,225.5,15.4,True,59226125.0,8854178.0,3121.52,2116669.0,46.0
BRANFORD,2017,618.1000000000001,2983.0,232.3,18.6,False,,,,2220292.0,46.0
BRANFORD,2018,606.1,2918.0,216.9,17.9,False,,,,1852040.0,46.0
BRIDGEPORT,2002,1071.5,,,,True,,,,,165.0
BRIDGEPORT,2003,2794.9,,1243.6,111.2,False,,,,,165.0
BRIDGEPORT,2004,2916.3,,1238.0,111.2,False,,,,140283857.0,165.0
BRIDGEPORT,2005,2937.4,,1186.6,110.4,False,,,,141629003.0,165.0
BRIDGEPORT,2006,2966.7,,1213.2,115.4,False,,,,145606964.0,165.0
BRIDGEPORT,2007,2854.1,,1176.2,112.2,False,211764417.0,203566550.0,22224.65,146274743.0,165.0
BRIDGEPORT,2008,2910.5,20958.0,1187.2,119.4,False,218222813.0,209554648.0,21801.84,153919745.0,165.0
BRIDGEPORT,2009,2977.8,20596.0,1204.1,125.2,False,222867074.0,214369477.0,21288.93,161366656.0,165.0
BRIDGEPORT,2010,3011.3,20307.0,1167.9,128.0,False,205130582.0,185155817.0,21022.7,162835866.0,165.0
BRIDGEPORT,2011,2980.200000000001,20457.0,1135.3,126.2,False,229559379.0,207535677.0,20949.07,162818647.0,165.0
BRIDGEPORT,2012,2883.5,20367.0,1098.7,115.6,False,259297544.0,231508096.0,20870.82,162594811.0,165.0
BRIDGEPORT,2013,2811.1000000000013,20338.0,1076.9,107.8,False,261470234.0,234019361.0,20484.53,168382451.0,165.0
BRIDGEPORT,2014,2864.0,20929.0,1107.3,112.4,False,267927607.0,240139304.0,21008.02,173455445.0,165.0
BRIDGEPORT,2015,2968.9999999999995,21244.0,1124.6,117.6,False,264104051.0,232665443.0,21095.81,179361809.0,165.0
BRIDGEPORT,2016,3157.9,21191.0,1175.1,117.2,False,273774169.0,234246831.0,20945.51,182485762.0,165.0
BRIDGEPORT,2017,2989.9,21222.0,1210.7,112.1,False,,,,181184736.0,165.0
BRIDGEPORT,2018,2990.5,20896.0,1191.8,110.5,False,,,,180935623.0,165.0
BRIDGEWATER,2007,,,,,,4519993.0,184356.0,256.79,,11.0
BRIDGEWATER,2008,,,,,,4695784.0,199195.0,250.42,,11.0
BRIDGEWATER,2009,,,,,,4818496.0,203694.0,232.37,,11.0
BRIDGEWATER,2010,,,,,,4678658.0,156725.0,232.07,,11.0
BRIDGEWATER,2011,,,,,,4931622.0,188704.0,223.94,,11.0
BRIDGEWATER,2012,,,,,,5022059.0,187351.0,205.32,,11.0
BRIDGEWATER,2013,,,,,,4891483.0,307777.0,197.42,,11.0
BRIDGEWATER,2014,,,,,,4950398.0,184418.0,169.75,,11.0
BRIDGEWATER,2015,,,,,,4686690.0,192390.0,145.3,,11.0
BRIDGEWATER,2016,,,,,,4368358.0,222017.0,136.23,,11.0
BRISTOL,2002,472.3,,,,True,,,,,142.0
BRISTOL,2003,1124.6,,528.8,33.3,False,,,,,142.0
BRISTOL,2004,1162.4999999999998,,520.3,33.3,False,,,,33288798.0,142.0
BRISTOL,2005,1204.4,,529.7,34.2,False,,,,33764963.0,142.0
BRISTOL,2006,1205.6,,525.3,34.2,False,,,,35219914.0,142.0
BRISTOL,2007,1247.1,,531.7,35.2,False,87131000.0,53364000.0,9121.540000000005,35494122.0,142.0
BRISTOL,2008,1258.2,8980.0,530.9,35.2,False,121810000.0,90193000.0,9040.16,40101462.0,142.0
BRISTOL,2009,1244.5,8866.0,521.3,36.2,False,96364000.0,62075000.0,8913.78,41674605.0,142.0
BRISTOL,2010,1238.3,8753.0,513.4,36.2,False,95615000.0,60286000.0,8783.64,41338292.0,142.0
BRISTOL,2011,1218.6,8666.0,504.9,36.2,False,96785000.0,60526000.0,8760.049999999997,41497046.0,142.0
BRISTOL,2012,1213.8000000000004,8523.0,496.1,35.2,False,100448000.0,66772000.0,8636.53,41613433.0,142.0
BRISTOL,2013,1195.7,8365.0,465.1,36.1,False,98435000.0,64542000.0,8503.36,42996950.0,142.0
BRISTOL,2014,1188.8,8268.0,457.4,35.2,False,102684000.0,64980000.0,8490.99,43792531.0,142.0
BRISTOL,2015,1230.2,8233.0,476.0,35.2,False,104561451.0,67491132.0,8452.27,45618996.0,142.0
BRISTOL,2016,1228.4,8170.0,474.9,34.2,False,105974983.0,65965354.0,8392.78,45609683.0,142.0
BRISTOL,2017,1233.9,8073.0,468.0,36.2,False,,,,44699298.0,142.0
BRISTOL,2018,1220.6,7997.0,457.7,31.2,False,,,,44101974.0,142.0
BROOKFIELD,2002,109.0,,,,True,,,,,38.0
BROOKFIELD,2003,475.4,,198.4,12.7,False,,,,,38.0
BROOKFIELD,2004,502.8999999999999,,195.6,13.2,False,,,,1106544.0,38.0
BROOKFIELD,2005,457.19999999999993,,192.1,13.1,False,,,,1144668.0,38.0
BROOKFIELD,2006,453.3,,190.8,14.5,False,,,,1208235.0,38.0
BROOKFIELD,2007,445.5,,184.7,13.5,False,34316860.0,4221621.0,3066.44,1211588.0,38.0
BROOKFIELD,2008,443.6,2955.0,183.0,12.5,False,45501772.0,14915372.0,2991.2,1466511.0,38.0
BROOKFIELD,2009,435.8,2952.0,182.1,13.0,False,37278699.0,5740069.0,3029.69,1542213.0,38.0
BROOKFIELD,2010,374.70000000000016,2906.0,174.3,12.3,False,36461447.0,4975659.0,2988.01,1525479.0,38.0
BROOKFIELD,2011,433.9,2874.0,178.4,14.3,False,38063564.0,5030421.0,2939.81,1529073.0,38.0
BROOKFIELD,2012,436.0,2845.0,183.0,14.3,False,39846302.0,6795024.0,2904.83,1579978.0,38.0
BROOKFIELD,2013,434.5,2793.0,180.2,15.0,False,41347563.0,6510324.0,2836.39,1535698.0,38.0
BROOKFIELD,2014,432.3,2771.0,180.2,16.0,False,42881832.0,7044108.0,2826.29,1615266.0,38.0
BROOKFIELD,2015,430.4,2719.0,180.1,16.0,False,43046911.0,6750156.0,2756.13,1430333.0,38.0
BROOKFIELD,2016,428.6,2692.0,171.3,16.0,False,44101873.0,6560717.0,2731.36,1142093.0,38.0
BROOKFIELD,2017,434.7,2673.0,164.2,17.0,False,,,,1392729.0,38.0
BROOKFIELD,2018,438.0,2639.0,167.1,17.0,False,,,,1225281.0,38.0
BROOKLYN,2002,36.2,,,,True,,,,,150.0
BROOKLYN,2003,145.30000000000004,,61.0,4.0,False,,,,,150.0
BROOKLYN,2004,142.60000000000005,,58.6,4.0,False,,,,5657923.0,150.0
BROOKLYN,2005,149.40000000000003,,61.7,4.0,False,,,,5746601.0,150.0
BROOKLYN,2006,150.9,,61.6,4.0,False,,,,5967693.0,150.0
BROOKLYN,2007,151.1,,60.6,4.0,False,14303377.0,7697320.0,1373.55,6011496.0,150.0
BROOKLYN,2008,147.4,993.0,59.6,4.0,False,15351712.0,8395352.0,1349.13,6696495.0,150.0
BROOKLYN,2009,157.1,987.0,61.4,4.0,False,16034423.0,8623293.0,1314.52,6979807.0,150.0
BROOKLYN,2010,152.50000000000003,972.0,59.4,3.0,False,16296384.0,8629250.0,1312.93,7002744.0,150.0
BROOKLYN,2011,142.70000000000005,957.0,57.4,2.5,False,16379323.0,9114146.0,1285.65,6891941.0,150.0
BROOKLYN,2012,99.9,939.0,59.3,2.5,False,16973810.0,9690564.0,1264.51,6990190.0,150.0
BROOKLYN,2013,125.0,948.0,58.5,2.0,False,17370720.0,9758964.0,1260.76,7032381.0,150.0
