City,report_year,Enrollment,FTE Count,Education spending,has_nulls
GUILFORD,2015,3454.42,617.1,63185233.0,False
GUILFORD,2016,3450.22,610.6999999999999,64614449.0,False
HAMDEN,2007,7079.27,1031.6000000000001,75918099.0,False
HAMDEN,2008,7100.29,1078.8999999999999,80448243.0,False
HAMDEN,2009,6966.15,1010.0999999999999,83496925.0,False
HAMDEN,2010,6883.82,1009.9999999999999,83759620.0,False
HAMDEN,2011,6941.44,1024.5,85075902.0,False
HAMDEN,2012,6769.66,1021.3,87773548.0,False
HAMDEN,2013,6763.01,1040.5,91359833.0,False
HAMDEN,2014,6707.09,1052.2,91700269.0,False
HAMDEN,2015,6529.18,1059.8,84858213.0,False
HAMDEN,2016,6434.02,1055.8,94446338.0,False
HAMPTON,2007,252.54,34.7,3869624.0,False
HAMPTON,2008,245.53,33.199999999999996,3866292.0,True
HAMPTON,2009,230.54,34.2,4019509.0,False
HAMPTON,2010,223.43,36.30000000000001,4124942.0,False
HAMPTON,2011,205.49,37.20000000000001,4105540.0,False
HAMPTON,2012,194.99,36.60000000000001,4143921.0,False
HAMPTON,2013,195.7,34.1,4051240.0,False
HAMPTON,2014,190.8,33.6,4126273.0,True
HAMPTON,2015,183.02,32.199999999999996,4095928.0,True
HAMPTON,2016,174.78,31.500000000000004,4090389.0,True
HARTFORD,2007,22408.12,3803.9,279086000.0,False
HARTFORD,2008,22342.55,3277.7,374467000.0,False
HARTFORD,2009,21726.31,3333.399999999999,305432000.0,False
HARTFORD,2010,21318.38,3174.0,305210000.0,False
HARTFORD,2011,20984.82,3098.2999999999997,304370000.0,False
HARTFORD,2012,21107.37,3156.5000000000005,313069000.0,False
HARTFORD,2013,21656.0,3284.0,314620000.0,False
HARTFORD,2014,21784.34,3368.9999999999995,321535000.0,False
HARTFORD,2015,21596.84,3505.2999999999997,326647000.0,False
HARTFORD,2016,21523.95,3717.2000000000003,323155000.0,False
HEBRON,2007,2072.12,183.60000000000002,21795507.0,False
HEBRON,2008,2088.89,168.20000000000002,23537458.0,False
HEBRON,2009,2096.54,172.60000000000002,24770356.0,False
HEBRON,2010,2118.04,177.1,25224497.0,False
HEBRON,2011,2122.78,177.7,26052515.0,False
HEBRON,2012,2080.81,169.5,26592584.0,False
HEBRON,2013,2008.17,168.70000000000002,26945745.0,False
HEBRON,2014,1895.8,163.20000000000002,27866472.0,True
HEBRON,2015,1771.59,158.1,28797677.0,False
HEBRON,2016,1663.57,152.5,28289109.0,False
KENT,2007,370.3,50.10000000000001,5915841.0,False
KENT,2008,353.43,49.2,7088353.0,False
KENT,2009,372.3,50.1,6340748.0,False
KENT,2010,354.95,50.5,6412867.0,False
KENT,2011,356.95,52.2,6345040.0,False
KENT,2012,339.37,53.6,6691378.0,False
KENT,2013,316.55,52.9,7045914.0,False
KENT,2014,315.15,52.3,7016016.0,False
KENT,2015,298.15,54.29999999999999,7188717.0,False
KENT,2016,291.88,51.7,7278670.0,True
LEBANON,2007,1357.17,220.5,15806516.0,False
LEBANON,2008,1346.52,221.70000000000002,21770958.0,False
LEBANON,2009,1347.37,226.4,17676468.0,False
LEBANON,2010,1304.0,225.5,18184933.0,False
LEBANON,2011,1258.0,218.4,18947268.0,False
LEBANON,2012,1186.02,216.9,18954614.0,False
LEBANON,2013,1142.0,210.4,18810571.0,False
LEBANON,2014,1136.03,208.8,19604569.0,False
LEBANON,2015,1077.02,203.29999999999998,19618104.0,False
LEBANON,2016,1027.06,202.39999999999998,20035732.0,False
LEDYARD,2007,2789.14,415.8,27661387.0,False
LEDYARD,2008,2757.43,434.8999999999999,36681537.0,False
LEDYARD,2009,2652.29,442.40000000000003,31244141.0,False
LEDYARD,2010,2597.06,425.29999999999995,31074028.0,False
LEDYARD,2011,2538.26,417.6,30952093.0,False
LEDYARD,2012,2528.97,420.7,32771856.0,False
LEDYARD,2013,2526.08,421.4,32958749.0,False
LEDYARD,2014,2508.66,421.29999999999995,33978236.0,False
LEDYARD,2015,2459.15,399.9,34539230.0,False
LEDYARD,2016,2365.84,406.7,34275724.0,False
LISBON,2007,833.61,81.7,9138497.0,False
LISBON,2008,814.81,78.9,9349387.0,True
LISBON,2009,783.81,83.99999999999999,9828316.0,True
LISBON,2010,757.87,84.69999999999999,9423614.0,True
LISBON,2011,713.7,91.5,9285039.0,True
LISBON,2012,655.36,93.2,10024384.0,True
LISBON,2013,625.38,85.8,10327874.0,True
LISBON,2014,619.27,77.9,10157341.0,True
LISBON,2015,594.23,77.0,10201601.0,False
LISBON,2016,569.62,75.5,10575891.0,False
LITCHFIELD,2007,1286.78,203.2,15836000.0,False
LITCHFIELD,2008,1247.8,208.79999999999998,21225000.0,False
LITCHFIELD,2009,1234.79,205.0,16978000.0,False
LITCHFIELD,2010,1233.19,208.8,16656000.0,False
LITCHFIELD,2011,1203.87,199.6,17177000.0,False
LITCHFIELD,2012,1154.29,194.9,18102000.0,False
LITCHFIELD,2013,1060.11,193.6,18545000.0,False
LITCHFIELD,2014,1004.3,192.8,18861000.0,False
LITCHFIELD,2015,1001.61,176.10000000000002,19117000.0,False
LITCHFIELD,2016,977.0,186.3,20120031.0,False
MADISON,2007,3947.2,556.6,41242537.0,False
MADISON,2008,3868.59,581.7,56099065.0,False
MADISON,2009,3812.99,588.7000000000002,48244440.0,False
MADISON,2010,3747.15,611.2,49706628.0,False
MADISON,2011,3681.08,609.5,51565751.0,False
MADISON,2012,3519.3,592.4,52720499.0,False
MADISON,2013,3379.67,590.2999999999998,53737674.0,False
MADISON,2014,3291.21,587.9,55604951.0,False
MADISON,2015,3165.58,594.9,55836777.0,False
MADISON,2016,3029.35,605.3,57049279.0,False
MANCHESTER,2007,7609.14,1142.4,94437000.0,False
MANCHESTER,2008,7411.81,1160.5,123770000.0,False
MANCHESTER,2009,7479.64,1163.6,103412000.0,False
MANCHESTER,2010,7470.54,1210.1,101255000.0,False
MANCHESTER,2011,7502.96,1172.1000000000001,102847000.0,False
MANCHESTER,2012,7247.56,1230.2000000000003,112033000.0,False
MANCHESTER,2013,7146.52,1199.0,113067000.0,False
MANCHESTER,2014,7283.55,1238.8999999999999,116985000.0,False
MANCHESTER,2015,7351.779999999998,1293.3,121800000.0,False
MANCHESTER,2016,7279.66,1391.3000000000002,122400000.0,False
MARLBOROUGH,2007,1170.07,99.29999999999998,13785208.0,False
MARLBOROUGH,2008,1186.4,98.89999999999999,16356932.0,False
MARLBOROUGH,2009,1232.63,104.1,14729305.0,False
MARLBOROUGH,2010,1219.21,101.3,14609129.0,False
MARLBOROUGH,2011,1229.45,98.8,14575527.0,False
MARLBOROUGH,2012,1218.82,98.8,14996229.0,False
MARLBOROUGH,2013,1188.4,93.5,15213918.0,False
MARLBOROUGH,2014,1172.64,89.0,15434472.0,False
MARLBOROUGH,2015,1143.77,91.7,15784850.0,False
MARLBOROUGH,2016,1105.79,90.7,16547998.0,True
MERIDEN,2007,9623.51,1251.1999999999998,99267133.0,False
MERIDEN,2008,9621.43,1269.1,133749494.0,False
MERIDEN,2009,9484.31,1244.1999999999998,106175816.0,False
MERIDEN,2010,9245.94,1214.6,99309776.0,False
MERIDEN,2011,9203.28,1195.6,101978309.0,False
MERIDEN,2012,9142.03,1177.5,111433666.0,False
MERIDEN,2013,9070.07,1209.1999999999998,111411471.0,False
MERIDEN,2014,9001.540000000003,1200.6999999999998,113672829.0,False
MERIDEN,2015,9006.219999999998,1251.6,110843185.0,False
MERIDEN,2016,8810.5,1251.3,113183854.0,False
MIDDLETOWN,2007,5244.02,821.7,66261000.0,False
MIDDLETOWN,2008,5199.22,834.1000000000001,89694000.0,False
MIDDLETOWN,2009,5274.58,823.6,73443000.0,False
MIDDLETOWN,2010,5340.37,816.7,72244000.0,False
MIDDLETOWN,2011,5385.36,851.1,73414000.0,False
MIDDLETOWN,2012,5296.92,843.1,76965000.0,False
MIDDLETOWN,2013,5215.55,869.6000000000001,79052000.0,False
MIDDLETOWN,2014,5129.58,825.0999999999999,82259000.0,False
MIDDLETOWN,2015,5116.85,827.9,82531000.0,False
MIDDLETOWN,2016,5016.6,882.1999999999999,85369000.0,False
MILFORD,2007,7534.15,1149.3000000000002,95431000.0,False
MILFORD,2008,7371.78,1256.8,128653000.0,False
MILFORD,2009,7303.9,1152.3,106963000.0,False
MILFORD,2010,7166.76,1142.7,106657000.0,False
MILFORD,2011,7024.29,1190.6999999999998,109306000.0,False
MILFORD,2012,6908.15,1158.8,114635000.0,False
MILFORD,2013,6754.6,1150.3000000000002,119070000.0,False
MILFORD,2014,6558.49,1147.7999999999997,123068000.0,False
MILFORD,2015,6375.24,1132.3999999999999,119634000.0,False
MILFORD,2016,6231.64,1127.3999999999999,124576000.0,False
MONROE,2007,4191.71,576.9,47077818.0,False
MONROE,2008,4183.43,553.0,64456492.0,False
MONROE,2009,4082.5,537.4,51546173.0,False
MONROE,2010,3957.69,592.9,53939216.0,False
MONROE,2011,3799.82,563.1,55364249.0,False
MONROE,2012,3661.19,567.9,56657002.0,False
MONROE,2013,3558.39,558.4000000000001,56376507.0,False
MONROE,2014,3425.24,556.8000000000001,58266029.0,False
MONROE,2015,3367.65,557.2,58009142.0,False
MONROE,2016,3249.48,564.0,59684089.0,False
NAUGATUCK,2007,5259.09,634.8,55174664.0,False
NAUGATUCK,2008,5132.03,661.3,73739126.0,False
NAUGATUCK,2009,5049.97,674.1,62215605.0,False
NAUGATUCK,2010,5104.73,674.8000000000001,56650313.0,False
NAUGATUCK,2011,4854.68,606.1,55962948.0,False
NAUGATUCK,2012,4753.89,607.2,62380519.0,False
NAUGATUCK,2013,4704.36,615.5,62533010.0,False
NAUGATUCK,2014,4593.28,637.5,66204553.0,False
NAUGATUCK,2015,4558.19,655.0,64498577.0,False
NAUGATUCK,2016,4495.58,971.4,66980264.0,False
NEW BRITAIN,2007,11230.13,1369.0,120623000.0,False
NEW BRITAIN,2008,10984.91,1357.0000000000002,160456000.0,False
NEW BRITAIN,2009,10814.58,1337.5,129357000.0,False
NEW BRITAIN,2010,10873.74,1381.6,120254000.0,False
NEW BRITAIN,2011,10871.04,1356.5,118812000.0,False
NEW BRITAIN,2012,11011.87,1362.0,132786000.0,False
NEW BRITAIN,2013,11186.16,1379.4,133504000.0,False
NEW BRITAIN,2014,11002.51,1237.6,141020000.0,False
NEW BRITAIN,2015,11157.76,1202.9,138100000.0,False
NEW BRITAIN,2016,11355.38,1292.3,139867000.0,False
NEW CANAAN,2007,4153.73,698.3000000000001,65091068.0,False
NEW CANAAN,2008,4110.28,678.8000000000001,67946645.0,False
NEW CANAAN,2009,4106.2,691.7,73881559.0,False
NEW CANAAN,2010,4094.29,723.0000000000001,74379919.0,False
NEW CANAAN,2011,4175.21,717.6,77196076.0,False
NEW CANAAN,2012,4207.93,750.9,79172586.0,False
NEW CANAAN,2013,4220.54,763.0,82762324.0,False
NEW CANAAN,2014,4228.01,758.7,86457443.0,False
NEW CANAAN,2015,4253.69,772.1999999999999,90682407.0,False
NEW CANAAN,2016,4262.56,778.5,92082006.0,False
NEW FAIRFIELD,2007,3025.18,447.5,28103170.0,False
NEW FAIRFIELD,2008,3006.6,459.4,29784853.0,False
NEW FAIRFIELD,2009,3025.2,446.7,30966360.0,False
NEW FAIRFIELD,2010,2984.6,434.7,31846816.0,False
NEW FAIRFIELD,2011,2869.0,429.4,32264595.0,False
NEW FAIRFIELD,2012,2807.16,410.59999999999997,33498893.0,False
NEW FAIRFIELD,2013,2724.56,409.8,34611870.0,False
NEW FAIRFIELD,2014,2642.89,404.59999999999997,35664277.0,False
NEW FAIRFIELD,2015,2549.11,411.6,35540155.0,False
NEW FAIRFIELD,2016,2425.67,398.6,36936252.0,False
NEW HARTFORD,2007,1156.29,102.89999999999999,14007269.0,False
NEW HARTFORD,2008,1141.81,100.80000000000001,17203654.0,False
NEW HARTFORD,2009,1157.25,122.89999999999999,15697795.0,False
NEW HARTFORD,2010,1139.44,118.1,15906763.0,False
NEW HARTFORD,2011,1129.6,114.89999999999999,16105201.0,False
NEW HARTFORD,2012,1136.09,103.80000000000001,16544942.0,False
NEW HARTFORD,2013,1123.4,104.6,17248837.0,False
NEW HARTFORD,2014,1104.33,108.00000000000001,17925220.0,False
NEW HARTFORD,2015,1059.33,109.6,18139405.0,False
NEW HARTFORD,2016,1030.53,100.9,18606770.0,False
NEW HAVEN,2007,18928.27,3150.7999999999997,179948440.0,False
NEW HAVEN,2008,18546.95,3160.0999999999995,256210171.0,False
NEW HAVEN,2009,18074.31,3173.6,192024547.0,False
NEW HAVEN,2010,17704.41,3154.3999999999996,194071482.0,False
NEW HAVEN,2011,17720.41,3275.4,193103792.0,False
NEW HAVEN,2012,18002.23,3178.5,203686746.0,False
NEW HAVEN,2013,18412.5,3105.7,204422059.0,False
NEW HAVEN,2014,18738.35,4053.3999999999996,210739315.0,False
NEW HAVEN,2015,19121.98,3781.4000000000005,214438961.0,False
NEW HAVEN,2016,19066.83,3235.2,214734762.0,False
NEW LONDON,2007,3453.33,457.3,40042646.0,False
NEW LONDON,2008,3380.86,482.9000000000001,52721171.0,False
NEW LONDON,2009,3505.52,503.49999999999994,42649594.0,False
NEW LONDON,2010,3467.5,482.90000000000003,39208343.0,False
NEW LONDON,2011,3555.19,473.2,39588608.0,False
NEW LONDON,2012,3508.54,493.3,43863439.0,False
NEW LONDON,2013,3577.2,453.2,43167950.0,False
NEW LONDON,2014,3532.73,473.8,45031924.0,False
NEW LONDON,2015,3594.91,511.6,45127644.0,False
NEW LONDON,2016,3605.2,557.1,46918298.0,True
NEW MILFORD,2007,4944.54,764.1000000000001,56479279.0,False
NEW MILFORD,2008,4918.78,769.8000000000001,75142150.0,False
NEW MILFORD,2009,4812.11,809.4,61372519.0,False
NEW MILFORD,2010,4775.94,809.8000000000001,60425864.0,False
NEW MILFORD,2011,4649.16,774.0,63361649.0,False
NEW MILFORD,2012,4586.98,781.2999999999998,64012160.0,False
NEW MILFORD,2013,4531.27,786.8000000000001,63309161.0,False
NEW MILFORD,2014,4425.4,759.3,66335339.0,False
NEW MILFORD,2015,4291.43,769.8,68604228.0,False
NEW MILFORD,2016,4153.42,759.4,70948347.0,False
NEWINGTON,2007,4577.98,630.8,53590000.0,False
NEWINGTON,2008,4553.21,635.7,73635000.0,False
NEWINGTON,2009,4525.1,653.6000000000001,60397000.0,False
NEWINGTON,2010,4503.98,652.1,63212000.0,False
NEWINGTON,2011,4500.94,648.4000000000001,64499000.0,False
NEWINGTON,2012,4476.9,629.6999999999999,68303000.0,False
NEWINGTON,2013,4452.04,652.3,69551000.0,False
NEWINGTON,2014,4382.7,665.8,74223000.0,False
NEWINGTON,2015,4317.41,671.4000000000001,74223000.0,False
NEWINGTON,2016,4238.39,675.5,76094000.0,False
NEWTOWN,2007,5784.45,808.6,62710766.0,False
NEWTOWN,2008,5747.07,833.4000000000001,79232308.0,False
NEWTOWN,2009,5626.98,868.1,70846082.0,False
NEWTOWN,2010,5534.24,869.8,69998613.0,False
NEWTOWN,2011,5567.79,839.3000000000001,72045166.0,False
NEWTOWN,2012,5423.83,827.6,74459845.0,False
NEWTOWN,2013,5189.01,830.2000000000002,74874327.0,False
NEWTOWN,2014,5019.93,861.8000000000001,79695025.0,False
NEWTOWN,2015,4857.14,844.1,78608340.0,False
NEWTOWN,2016,4677.36,829.4000000000001,79390666.0,False
NORFOLK,2007,275.64,32.5,4098774.0,False
NORFOLK,2008,265.87,33.2,4548555.0,False
NORFOLK,2009,259.34,33.2,4071838.0,False
NORFOLK,2010,252.58,32.7,4117544.0,False
NORFOLK,2011,246.98,32.599999999999994,4414170.0,False
NORFOLK,2012,228.02,31.299999999999997,4437501.0,False
NORFOLK,2013,221.53,30.7,4442161.0,False
NORFOLK,2014,218.09,28.299999999999997,4516476.0,False
NORFOLK,2015,207.02,28.1,4588779.0,True
NORFOLK,2016,205.41,27.4,4469222.0,True
NORTH HAVEN,2007,3984.65,510.90000000000003,41162636.0,False
NORTH HAVEN,2008,3902.1,521.0,43745733.0,False
NORTH HAVEN,2009,3846.91,528.4,45468390.0,False
NORTH HAVEN,2010,3736.64,519.8000000000001,45524362.0,False
NORTH HAVEN,2011,3635.3,510.0,47701735.0,False
NORTH HAVEN,2012,3607.9,508.5,49716236.0,False
NORTH HAVEN,2013,3561.96,501.80000000000007,50439271.0,False
NORTH HAVEN,2014,3449.01,497.1,53235992.0,False
NORTH HAVEN,2015,3359.48,507.1,54392877.0,False
NORTH HAVEN,2016,3245.53,494.40000000000003,55280150.0,False
NORTH STONINGTON,2007,820.69,171.60000000000002,11367059.0,False
NORTH STONINGTON,2008,822.91,169.0,11524609.0,False
NORTH STONINGTON,2009,805.73,166.60000000000002,11613316.0,False
NORTH STONINGTON,2010,815.53,160.89999999999998,11909344.0,False
NORTH STONINGTON,2011,813.32,159.5,11853078.0,False
NORTH STONINGTON,2012,810.52,157.0,13260002.0,False
NORTH STONINGTON,2013,780.99,153.4,13413630.0,False
NORTH STONINGTON,2014,785.69,156.2,14097174.0,False
NORTH STONINGTON,2015,776.0599999999997,155.20000000000002,13634499.0,False
NORTH STONINGTON,2016,751.9199999999997,155.1,14169602.0,False
NORWALK,2007,10822.43,1565.9,145969257.0,False
NORWALK,2008,10608.33,1602.5000000000002,153675894.0,False
NORWALK,2009,10806.39,1621.8000000000002,160083564.0,False
NORWALK,2010,10941.9,956.0,161411159.0,True
NORWALK,2011,11158.74,1595.1,164604885.0,False
NORWALK,2012,11227.33,988.8000000000001,173117163.0,True
NORWALK,2013,11240.67,909.6,174748185.0,True
NORWALK,2014,11290.18,1512.2999999999997,184591078.0,False
NORWALK,2015,11451.62,1530.1,190790463.0,False
NORWALK,2016,11539.75,2369.7999999999997,195581632.0,False
NORWICH,2007,5609.38,689.8999999999999,62507000.0,False
NORWICH,2008,5590.52,703.2,79020000.0,False
NORWICH,2009,5578.01,701.8000000000001,70164000.0,False
NORWICH,2010,5451.35,654.8000000000001,66152000.0,False
NORWICH,2011,5396.19,614.8,67160000.0,False
NORWICH,2012,5381.0,627.8000000000001,72021000.0,False
NORWICH,2013,5412.87,662.3,75394000.0,False
NORWICH,2014,5380.28,673.5,77381000.0,False
NORWICH,2015,5372.71,704.4,77145000.0,False
NORWICH,2016,5267.78,697.0,80621000.0,False
OLD SAYBROOK,2007,1583.5,285.6,18625046.0,False
OLD SAYBROOK,2008,1626.56,290.3,24270424.0,False
OLD SAYBROOK,2009,1636.98,286.6,21424705.0,False
OLD SAYBROOK,2010,1600.8,270.0,22057089.0,False
OLD SAYBROOK,2011,1568.88,283.29999999999995,22975131.0,False
OLD SAYBROOK,2012,1539.31,295.09999999999997,24144507.0,False
OLD SAYBROOK,2013,1476.66,300.0,24745084.0,False
OLD SAYBROOK,2014,1417.35,297.6,26165008.0,False
OLD SAYBROOK,2015,1408.68,291.4,27286135.0,False
OLD SAYBROOK,2016,1351.24,290.5,27971556.0,False
ORANGE,2007,2551.31,248.29999999999998,33059930.0,False
ORANGE,2008,2537.52,249.5,39717632.0,False
ORANGE,2009,2520.92,247.3,36937748.0,False
ORANGE,2010,2516.46,235.50000000000003,37809305.0,False
ORANGE,2011,2509.0,236.4,37879596.0,False
ORANGE,2012,2507.44,232.7,39615890.0,False
ORANGE,2013,2438.22,236.2,40376009.0,False
ORANGE,2014,2373.02,235.2,41961871.0,False
ORANGE,2015,2350.86,211.3,42516288.0,False
ORANGE,2016,2303.5,237.40000000000003,44175681.0,False
OXFORD,2007,2125.57,177.9,22803753.0,False
OXFORD,2008,2167.12,202.6,30674741.0,False
OXFORD,2009,2205.59,268.6,26840609.0,False
OXFORD,2010,2238.54,275.09999999999997,26207478.0,False
OXFORD,2011,2245.49,288.2,27216870.0,False
OXFORD,2012,2216.33,304.0,27912746.0,False
OXFORD,2013,2148.64,302.59999999999997,28790894.0,False
OXFORD,2014,2101.89,311.90000000000003,30419090.0,False
OXFORD,2015,2025.59,296.4,30525846.0,False
OXFORD,2016,2037.13,295.49999999999994,31084769.0,False
PLAINFIELD,2007,2635.94,459.9,32023371.0,False
PLAINFIELD,2008,2587.23,484.79999999999995,33802453.0,False
PLAINFIELD,2009,2542.9,467.29999999999995,31742982.0,False
PLAINFIELD,2010,2572.9,452.5,35255529.0,False
PLAINFIELD,2011,2506.63,446.3,34521797.0,False
PLAINFIELD,2012,2474.25,447.9,35711515.0,False
PLAINFIELD,2013,2393.63,435.59999999999997,36236087.0,False
PLAINFIELD,2014,2349.97,422.1,37742762.0,False
PLAINFIELD,2015,2277.0,419.40000000000003,39308971.0,False
PLAINFIELD,2016,2293.81,421.90000000000003,39109612.0,False
PLAINVILLE,2007,2633.3,465.3,31664818.0,False
PLAINVILLE,2008,2605.73,474.0,42839809.0,False
PLAINVILLE,2009,2528.1,456.29999999999995,35081505.0,False
PLAINVILLE,2010,2552.01,438.4,35029994.0,False
PLAINVILLE,2011,2500.37,446.5,35631512.0,False
PLAINVILLE,2012,2444.32,444.1,36497815.0,False
PLAINVILLE,2013,2400.73,464.00000000000006,36498345.0,False
PLAINVILLE,2014,2367.88,468.6,37928248.0,False
PLAINVILLE,2015,2417.2,489.3,37599680.0,False
PLAINVILLE,2016,2415.16,488.5,38395769.0,False
PORTLAND,2007,1470.66,231.90000000000003,17247657.0,False
PORTLAND,2008,1451.12,224.8,22345049.0,False
PORTLAND,2009,1463.96,224.8,18701508.0,False
PORTLAND,2010,1471.33,226.2,18604782.0,False
PORTLAND,2011,1444.33,222.90000000000003,19306090.0,False
PORTLAND,2012,1420.11,228.3,19793291.0,False
PORTLAND,2013,1427.69,228.9,20216816.0,False
PORTLAND,2014,1435.54,230.9,20983986.0,False
PORTLAND,2015,1382.54,234.7,21094353.0,False
PORTLAND,2016,1400.51,228.90000000000003,21778087.0,False
PRESTON,2007,779.03,108.4,10401301.0,True
PRESTON,2008,758.08,102.49999999999999,10547934.0,False
PRESTON,2009,726.13,97.6,11137380.0,False
PRESTON,2010,660.77,94.89999999999999,10865208.0,False
PRESTON,2011,661.8,97.8,10843392.0,False
PRESTON,2012,609.7000000000003,94.1,11166085.0,False
PRESTON,2013,608.68,89.8,11017203.0,False
PRESTON,2014,617.14,89.8,12065450.0,False
PRESTON,2015,609.25,91.0,11560965.0,False
PRESTON,2016,648.09,92.4,12070980.0,False
PUTNAM,2007,1326.75,231.1,15621857.0,False
PUTNAM,2008,1298.97,232.50000000000003,20967049.0,False
PUTNAM,2009,1237.6,226.8,16790824.0,False
PUTNAM,2010,1240.37,227.8,16450589.0,False
PUTNAM,2011,1282.26,224.40000000000003,17752764.0,False
PUTNAM,2012,1256.68,234.7,18099219.0,False
PUTNAM,2013,1221.89,240.5,18493953.0,False
PUTNAM,2014,1226.36,240.60000000000002,19139288.0,False
PUTNAM,2015,1196.73,239.8,18932080.0,False
PUTNAM,2016,1165.89,243.00000000000003,19502945.0,False
RIDGEFIELD,2007,5606.17,751.6,71669217.0,False
RIDGEFIELD,2008,5573.48,746.2,98454741.0,False
RIDGEFIELD,2009,5586.62,766.9000000000001,80923133.0,False
RIDGEFIELD,2010,5477.44,763.3000000000001,82939471.0,False
RIDGEFIELD,2011,5456.92,767.3000000000001,83395812.0,False
RIDGEFIELD,2012,5369.59,785.9,87248296.0,False
RIDGEFIELD,2013,5287.3,764.9,90046458.0,False
RIDGEFIELD,2014,5259.8,787.8999999999999,92761909.0,False
RIDGEFIELD,2015,5139.56,661.9000000000001,94568454.0,False
RIDGEFIELD,2016,5014.77,802.5,96082052.0,False
ROCKY HILL,2007,2585.4,384.4,26080002.0,False
ROCKY HILL,2008,2626.19,388.8,36640268.0,False
ROCKY HILL,2009,2640.24,389.70000000000005,29424694.0,False
ROCKY HILL,2010,2673.53,395.69999999999993,30266724.0,False
ROCKY HILL,2011,2626.06,406.6,30865280.0,False
ROCKY HILL,2012,2620.64,392.4,32952537.0,False
ROCKY HILL,2013,2599.66,396.7,33885126.0,False
ROCKY HILL,2014,2588.76,411.0,35566626.0,False
ROCKY HILL,2015,2646.28,429.0,38973084.0,False
ROCKY HILL,2016,2762.32,437.6,41398116.0,False
SALEM,2007,819.09,93.30000000000001,9725709.0,False
SALEM,2008,806.36,94.8,11578692.0,False
SALEM,2009,806.52,91.5,10628419.0,False
SALEM,2010,765.91,90.60000000000001,9988643.0,False
SALEM,2011,739.26,84.2,10454834.0,False
SALEM,2012,704.99,83.2,10625583.0,True
SALEM,2013,699.1,91.9,11116008.0,False
SALEM,2014,674.99,86.89999999999999,11258315.0,False
SALEM,2015,649.0700000000003,79.19999999999999,11559640.0,True
SALEM,2016,630.4500000000003,84.69999999999999,11748904.0,False
SCOTLAND,2007,277.99,39.400000000000006,4178934.0,True
SCOTLAND,2008,265.4,42.199999999999996,3973587.0,True
SCOTLAND,2009,270.65,42.3,4237439.0,True
SCOTLAND,2010,247.88,45.199999999999996,3850301.0,True
SCOTLAND,2011,236.2,44.5,4106792.0,True
SCOTLAND,2012,227.5,43.4,4545284.0,True
SCOTLAND,2013,211.8,41.2,4513899.0,True
SCOTLAND,2014,225.38,41.2,4498536.0,True
SCOTLAND,2015,219.28,40.7,4691725.0,True
SCOTLAND,2016,209.09,37.300000000000004,4673197.0,False
SEYMOUR,2007,2568.82,412.5,29210085.0,False
SEYMOUR,2008,2554.42,379.7,38297938.0,False
SEYMOUR,2009,2568.8,362.4,30293597.0,False
SEYMOUR,2010,2522.65,373.40000000000003,28397600.0,False
SEYMOUR,2011,2503.82,361.2,30179163.0,False
SEYMOUR,2012,2411.17,357.3,32887244.0,False
SEYMOUR,2013,2406.76,345.1,33091150.0,False
SEYMOUR,2014,2431.97,348.8,35087291.0,False
SEYMOUR,2015,2399.08,356.4,36132376.0,False
SEYMOUR,2016,2323.49,351.9,36363723.0,False
SHARON,2007,333.4,52.3,5398079.0,False
SHARON,2008,327.16000000000014,49.800000000000004,6858345.0,False
SHARON,2009,300.05,50.1,6391573.0,False
SHARON,2010,293.35,49.9,6469252.0,False
SHARON,2011,286.55,50.699999999999996,6438520.0,False
SHARON,2012,260.67,49.8,6656208.0,False
SHARON,2013,241.0,49.1,6450506.0,False
SHARON,2014,238.7,47.7,6377957.0,False
SHARON,2015,232.1,51.5,6819517.0,False
SHARON,2016,230.4,51.199999999999996,6969515.0,True
SHELTON,2007,5775.33,793.1999999999998,63138300.0,False
SHELTON,2008,5713.38,814.3999999999999,85504187.0,False
SHELTON,2009,5646.04,796.0,69732133.0,False
SHELTON,2010,5548.08,809.5999999999999,68185134.0,False
SHELTON,2011,5395.51,672.4,67380683.0,False
SHELTON,2012,5367.87,744.7,71812630.0,False
SHELTON,2013,5246.87,779.4,70066838.0,False
SHELTON,2014,5150.45,764.6,74300492.0,False
SHELTON,2015,5153.74,777.4,75053250.0,False
SHELTON,2016,5178.7,787.0,76887536.0,False
SHERMAN,2007,660.67,80.49999999999999,8034774.0,False
SHERMAN,2008,642.11,68.39999999999999,10040900.0,False
SHERMAN,2009,630.24,85.69999999999999,8775336.0,False
SHERMAN,2010,631.67,87.1,8649866.0,False
SHERMAN,2011,591.84,88.8,8774192.0,False
SHERMAN,2012,591.84,83.99999999999999,8941173.0,False
SHERMAN,2013,572.91,82.29999999999998,9169574.0,False
SHERMAN,2014,563.72,80.2,9540965.0,False
SHERMAN,2015,537.91,79.5,9615620.0,False
SHERMAN,2016,502.18,79.7,9589213.0,False
SIMSBURY,2007,4991.21,737.8,59059976.0,False
SIMSBURY,2008,4967.39,758.2,80434620.0,False
SIMSBURY,2009,4960.61,757.1999999999998,64620969.0,False
SIMSBURY,2010,4926.32,755.6999999999999,65728909.0,False
SIMSBURY,2011,4818.77,729.0,66795182.0,False
SIMSBURY,2012,4733.05,710.4,68933265.0,False
SIMSBURY,2013,4599.96,711.6999999999998,70434246.0,False
SIMSBURY,2014,4445.53,712.1,73703266.0,False
