City,report_year,enrollment,fte_count,education_spending,has_null_ftes,grant_payments,fte_count_per_student,education_spending_per_student,grant_payments_per_student,payments_pct_of_spending_per_student,1y_change_weighted_grants,2y_change_weighted_grants,1y_change_grants_per_student
ANSONIA,2007,2831.14,489.8,29660930.0,False,19015633.54,0.17300451408266637,10476.67370741115,6716.599511150985,0.6411003815456898,,,
ANSONIA,2008,2867.43,391.9,38418010.0,False,20755734.209999997,0.13667290919045974,13398.063771391107,7238.444952448708,0.5402605239053245,-0.1572918384438345,,
ANSONIA,2009,2854.78,404.5,31520992.0,False,21034180.89,0.14169217943239057,11041.47850272175,7368.056694386257,0.6673070723789404,0.23515793372287838,0.04087767155911896,0.09699211366610658
ANSONIA,2010,2867.97,373.2,32282747.0,False,21796853.319999997,0.1301268841724286,11256.305679627054,7600.098090286857,0.6751858297560612,0.011806794357855655,0.2497411894458183,0.04996282215502715
ANSONIA,2011,2795.42,399.6,31895845.0,False,22181436.599999998,0.14294810797661892,11410.036774438187,7934.920906339655,0.6954334208734712,0.029988175440123208,0.0421490340185677,0.07693537597034145
ANSONIA,2012,2710.56,389.6,33764768.0,False,21955987.39,0.14373413611947347,12456.749896700314,8100.166530163509,0.6502632385923695,-0.06495256184893661,-0.036912195228824767,0.06579762970635265
ANSONIA,2013,2628.64,376.7,34124712.0,False,21488258.2,0.14330604419015155,12981.888733337391,8174.667584758658,0.629697862358516,-0.03162623229074353,-0.0945245893307668,0.03021412327216225
ANSONIA,2014,2528.6,391.7,35784832.0,False,22007731.820000004,0.1549078541485407,14152.033536344223,8703.524408763744,0.615001680600317,-0.023338465376323232,-0.054226589939765694,0.07448709558667001
ANSONIA,2015,2585.1,347.2,37029834.0,False,22245689.95,0.13430815055510426,14324.33329465011,8605.349870411203,0.600750463801701,-0.023172646918143424,-0.0459702982766898,0.052684990696812435
ANSONIA,2016,2524.46,353.5,38507977.0,False,22883103.31,0.14002994699856602,15253.946190472418,9064.553730302718,0.5942431956371014,-0.010831898694542885,-0.03375354184878457,0.04148081910075952
AVON,2007,3511.67,458.6,38966040.0,False,2256197.16,0.1305931365988262,11096.156529514446,642.4855296767635,0.05790162818700592,,,
AVON,2008,3596.56,465.6,54645090.0,False,2721874.42,0.1294570367239807,15193.710100762952,756.7993916409013,0.049810045513695736,-0.1397470663031557,,
AVON,2009,3573.81,506.8,44212809.0,False,2904506.12,0.14180944146443153,12371.337312280171,812.719792042666,0.06569377032796084,0.3188859727080097,0.13457552723368152,0.2649620178240402
AVON,2010,3616.52,498.80000000000007,45144616.0,False,3786164.49,0.13792264386758543,12482.8885226682,1046.9082128676187,0.0838674647271338,0.27664258434924693,0.683745996659924,0.38333648841564216
AVON,2011,3585.43,516.0,46977726.0,False,3316628.96,0.14391579252697725,13102.396644196095,925.0296226672951,0.07060003202368713,-0.1581952279899339,0.0746838196564594,0.1381901015876
AVON,2012,3538.0,533.0,51292289.0,False,3576824.47,0.15065008479366873,14497.53787450537,1010.9735641605428,0.0697341557519494,-0.01226453086377099,-0.16851956859752107,-0.0343245456147929
AVON,2013,3472.15,527.3000000000002,53396764.0,False,3633484.04,0.15186555880362315,15378.587906628458,1046.465169995536,0.0680468958755628,-0.02419560197141172,-0.03616338512803681,0.13127746869131068
AVON,2014,3420.67,507.9,56632683.0,False,4286031.27,0.14847968380463475,16556.02060415065,1252.9800506918234,0.07568123286689418,0.1121922887605671,0.08528212682604301,0.23937963870719964
AVON,2015,3325.72,510.50000000000006,58148061.0,False,4872096.91,0.15350059535980182,17484.352561249896,1464.9750760737527,0.08378777944117519,0.10711435671956544,0.23132405031961642,0.3999272198232857
AVON,2016,3292.45,509.3,59484885.0,False,4750402.199999999,0.15468723898616532,18067.05796595241,1442.8168081519839,0.07985897930205293,-0.046889894508787416,0.05520188132382098,0.15150820426497896
BERLIN,2007,3322.87,482.00000000000006,37095815.0,False,6510940.27,0.14505532867671622,11163.787629368588,1959.4327403720276,0.17551684118545446,,,
BERLIN,2008,3313.32,472.9,50558499.0,False,7772897.52,0.14272693250274648,15259.16573104922,2345.954366013545,0.15374067018880444,-0.12406884062846656,,
BERLIN,2009,3266.73,485.2,41651157.0,False,8137514.45,0.14852773262559194,12750.106987721667,2491.0275566085966,0.19537307090893058,0.2707962744600931,0.11313005401285477,0.2713003642756514
BERLIN,2010,3219.34,484.6,42342339.0,False,8547825.23,0.15052774792348741,13152.490572601837,2655.148331645617,0.20187418626070708,0.03327539113518295,0.313082517545886,0.13179879801220595
BERLIN,2011,3166.44,469.4,42974081.0,False,8520326.48,0.14824218996728186,13571.733871477116,2690.822020944657,0.19826663611491774,-0.017870289473912376,0.014810460789327198,0.0802056419673134
BERLIN,2012,3078.92,489.2000000000001,45044221.0,False,8670572.75,0.15888688241331378,14629.87703480441,2816.108489340418,0.19249023642788718,-0.029134501902188362,-0.04648414939343038,0.06062190792747189
BERLIN,2013,3050.82,491.30000000000007,46108451.0,False,8843724.11,0.16103867157026636,15113.461626710196,2898.802325276483,0.1918026721392137,-0.0035719437070308685,-0.03260237880849223,0.0772924789201817
BERLIN,2014,3063.18,475.80000000000007,48175177.0,False,9221635.1,0.15532877597790534,15727.177965382381,3010.477706174629,0.19141881097811014,-0.0020013337500582222,-0.005566128805594902,0.06902050030030467
BERLIN,2015,3024.11,487.2,47885291.0,False,9339780.76,0.1611052508010621,15834.507011980384,3088.439494595104,0.19504487839491255,0.01894310908250846,0.01690386384891238,0.06541914488789222
BERLIN,2016,2938.43,483.8,49476881.0,False,9323526.559999999,0.1646457461977995,16837.862736223087,3172.961942261684,0.1884420838896453,-0.0338526935934118,-0.015550859778380074,0.05397290793876072
BETHEL,2007,3231.5,462.69999999999993,36050621.0,False,9103084.030000001,0.14318427974624784,11156.002166176699,2816.9840724121927,0.25250838342008036,,,
BETHEL,2008,3158.07,469.7,46027926.0,False,9859945.21,0.14873007881395914,14574.701004094271,3122.142704246581,0.21421658690421988,-0.15164564438305053,,
BETHEL,2009,3102.17,475.6,39762463.0,False,10450233.74,0.15331203641322041,12817.628627702543,3368.6850623918094,0.2628165599299017,0.22687306210985317,0.0408231060299981,0.1958481041418148
BETHEL,2010,3061.31,475.2000000000001,38917838.0,False,11205611.459999999,0.1552276639739197,12712.805302305222,3660.397496496598,0.2879299579796802,0.09555485414038103,0.3441067386085228,0.17239916404778988
BETHEL,2011,2953.22,475.4,39878864.0,False,10317598.43,0.16097683206804775,13503.51954815422,3493.6775553463676,0.2587234789336025,-0.10143605497326842,-0.015573908270433723,0.03710423819370397
BETHEL,2012,2962.34,467.7,42185635.0,False,10915951.780000001,0.1578819446788687,14240.64590830222,3684.9084777574485,0.25875992574249507,0.0001408716713412039,-0.10130947276852556,0.0066962621639618134
BETHEL,2013,2962.07,465.0,44246629.0,False,10172095.600000001,0.15698481129750477,14937.73914863592,3434.117222077804,0.22989538027857448,-0.1115495198149235,-0.11142436231087594,-0.017048033862603784
BETHEL,2014,2946.04,467.4,46384500.0,False,10428918.17,0.15865365032382453,15744.694573053997,3539.9784694029954,0.22483627440200932,-0.022006122395477532,-0.13110086982419708,-0.039330694162220875
BETHEL,2015,2879.53,456.6,46517348.0,False,10353318.77,0.15856754400891812,16154.493267998596,3595.489114542998,0.22256898157650776,-0.010084194961563986,-0.03186840332845749,0.046990793275121887
