VName,FYEAR,Payment
East Hampton,2011,9562269.440000001
East Hampton,2012,9161780.18
East Hampton,2013,8853153.21
East Hampton,2014,9178225.89
East Hampton,2015,8757644.659999998
East Hampton,2016,8970594.600000001
East Hampton,2017,8822757.579999998
East Hampton,2018,8138785.579999999
East Hartford,2004,42622022.910000004
East Hartford,2005,43905655.64
East Hartford,2006,47299073.72
East Hartford,2007,48901364.050000004
East Hartford,2008,54349929.80000001
East Hartford,2009,58146763.39000002
East Hartford,2010,59482620.27000001
East Hartford,2011,59838235.85000001
East Hartford,2012,60594485.69000001
East Hartford,2013,59527222.82000003
East Hartford,2014,64859381.739999995
East Hartford,2015,68923685.50000003
East Hartford,2016,70933818.77
East Hartford,2017,68627475.83999999
East Hartford,2018,67418333.48999998
East Haven,2004,19268630.2
East Haven,2005,19709071.630000006
East Haven,2006,20315887.040000003
East Haven,2007,21042844.440000005
East Haven,2008,21447025.83
East Haven,2009,23114397.879999995
East Haven,2010,22991512.410000004
East Haven,2011,24145227.80000001
East Haven,2012,24206646.539999995
East Haven,2013,24401089.999999993
East Haven,2014,24048262.44
East Haven,2015,24431017.669999998
East Haven,2016,24899155.84
East Haven,2017,25200979.780000005
East Haven,2018,24890985.849999998
East Lyme,2004,7733488.819999999
East Lyme,2005,7769748.38
East Lyme,2006,7968574.939999999
East Lyme,2007,8200026.1000000015
East Lyme,2008,8741028.209999999
East Lyme,2009,8824706.040000001
East Lyme,2010,9560250.23
East Lyme,2011,8940296.13
East Lyme,2012,9361874.779999997
East Lyme,2013,9196456.58
East Lyme,2014,8740857.28
East Lyme,2015,9000955.260000002
East Lyme,2016,8879707.859999998
East Lyme,2017,8696893.42
East Lyme,2018,7738598.130000002
East Windsor,2004,5251097.1
East Windsor,2005,5690827.169999999
East Windsor,2006,5760919.68
East Windsor,2007,6573123.34
East Windsor,2008,6946657.95
East Windsor,2009,7144572.18
East Windsor,2010,7381466.430000002
East Windsor,2011,7592256.48
East Windsor,2012,7273611.339999999
East Windsor,2013,7585914.099999998
East Windsor,2014,7820997.23
East Windsor,2015,7603014.1000000015
East Windsor,2016,7458300.220000002
East Windsor,2017,7266980.459999999
East Windsor,2018,7187503.870000001
Eastford,2004,1047335.0
Eastford,2005,1085503.74
Eastford,2006,1136696.28
Eastford,2007,1127115.8199999998
Eastford,2008,1308353.4000000001
Eastford,2009,1371937.6000000003
Eastford,2010,1456495.29
Eastford,2011,1380825.55
Eastford,2012,1417084.0600000003
Eastford,2013,1372683.4700000002
Eastford,2014,1337806.0
Eastford,2015,1343466.59
Eastford,2016,1333571.6199999999
Eastford,2017,1261698.3600000003
Eastford,2018,1133827.82
Ellington,2004,8987440.129999999
Ellington,2005,9012518.780000001
Ellington,2006,9387086.07
Ellington,2007,9326631.510000004
Ellington,2008,10795118.52
Ellington,2009,11047130.799999997
Ellington,2010,11307755.080000002
Ellington,2011,11191218.639999997
Ellington,2012,11796673.020000003
Ellington,2013,11508848.810000004
Ellington,2014,11836432.8
Ellington,2015,11573687.419999998
Ellington,2016,11678706.540000003
Ellington,2017,11487705.120000003
Ellington,2018,10733533.230000002
Enfield,2004,26407392.299999997
Enfield,2005,28129360.269999996
Enfield,2006,28959094.560000002
Enfield,2007,29732316.299999993
Enfield,2008,32818810.840000004
Enfield,2009,33871816.03
Enfield,2010,37068913.67
Enfield,2011,35240913.89
Enfield,2012,36153551.16
Enfield,2013,34886916.71000001
Enfield,2014,35133902.8
Enfield,2015,35151979.58
Enfield,2016,35674833.519999996
Enfield,2017,34774864.599999994
Enfield,2018,30800978.41999999
Fairfield,2004,5603243.71
Fairfield,2005,6526497.039999999
Fairfield,2006,6257850.739999999
Fairfield,2007,7880073.529999999
Fairfield,2008,9477427.74
Fairfield,2009,9203588.83
Fairfield,2010,11977295.14
Fairfield,2011,11136399.27
Fairfield,2012,9262785.16
Fairfield,2013,10292703.940000001
Fairfield,2014,9921403.529999997
Fairfield,2015,11433797.640000002
Fairfield,2016,10908994.45
Fairfield,2017,7668276.69
Fairfield,2018,8740654.77
Farmington,2004,2538767.8899999997
Farmington,2005,2948304.65
Farmington,2006,3149651.5500000003
Farmington,2007,3457424.5100000007
Farmington,2008,4124695.099999999
Farmington,2009,4142645.1400000006
Farmington,2010,4236237.15
Farmington,2011,4389176.6499999985
Farmington,2012,3993005.9099999997
Farmington,2013,4102255.18
Farmington,2014,4429215.809999999
Farmington,2015,4947016.029999999
Farmington,2016,5067644.09
Farmington,2017,3889785.3700000006
Farmington,2018,3646992.8500000006
Franklin,2004,910807.24
Franklin,2005,876303.77
Franklin,2006,976324.8599999999
Franklin,2007,986999.01
Franklin,2008,1044482.9800000001
Franklin,2009,1073556.7000000002
Franklin,2010,1073278.4100000001
Franklin,2011,1108743.8599999999
Franklin,2012,1098063.2999999998
Franklin,2013,1080661.42
Franklin,2014,1135866.2700000003
Franklin,2015,1178384.0500000003
Franklin,2016,1045012.1000000001
Franklin,2017,1137181.81
Franklin,2018,912102.15
Glastonbury,2004,5686663.220000001
Glastonbury,2005,6876777.590000001
Glastonbury,2006,7293348.160000002
Glastonbury,2007,7514668.199999999
Glastonbury,2008,9617386.499999998
Glastonbury,2009,9674746.349999998
Glastonbury,2010,10342878.59
Glastonbury,2011,10658092.57
Glastonbury,2012,10298496.4
Glastonbury,2013,10259214.220000003
Glastonbury,2014,10234589.85
Glastonbury,2015,10438011.649999999
Glastonbury,2016,10488525.339999998
Glastonbury,2017,10032527.549999997
Glastonbury,2018,9288930.879999999
Granby,2004,4585069.680000001
Granby,2005,4849213.050000001
Granby,2006,5234120.430000001
Granby,2007,5248853.419999998
Granby,2008,6317107.970000001
Granby,2009,6633435.96
Granby,2010,7152262.299999999
Granby,2011,7029500.959999999
Granby,2012,7275835.52
Granby,2013,7052761.930000001
Granby,2014,7152632.930000001
Granby,2015,7137431.369999999
Granby,2016,7246403.409999998
Granby,2017,7132112.0
Granby,2018,6676514.480000001
Greenwich,2004,6562635.0
Greenwich,2005,6771195.94
Greenwich,2006,8019430.260000002
Greenwich,2007,6970159.389999999
Greenwich,2008,8475549.909999998
Greenwich,2009,8806284.999999998
Greenwich,2010,11458564.63
Greenwich,2011,9253272.839999998
Greenwich,2012,8620754.949999997
Greenwich,2013,8855106.8
Greenwich,2014,9866278.919999998
Greenwich,2015,8968524.149999999
Greenwich,2016,8227494.449999998
Greenwich,2017,5288204.82
Greenwich,2018,5711216.609999999
Griswold,2004,10556289.879999999
Griswold,2005,11089251.639999997
Griswold,2006,11852516.93
Griswold,2007,11382478.430000003
Griswold,2008,12326598.509999996
Griswold,2009,12601681.61
Griswold,2010,12998856.020000005
Griswold,2011,12933310.09
Griswold,2012,12938879.099999996
Griswold,2013,12857740.669999996
Griswold,2014,13205391.840000004
Griswold,2015,12926847.929999998
Griswold,2016,13645606.659999998
Griswold,2017,13595023.669999996
Griswold,2018,11894616.159999995
Groton,2004,25932998.430000003
Groton,2005,27457287.780000005
Groton,2006,28752607.429999996
Groton,2007,28586759.869999997
Groton,2008,29017849.599999994
Groton,2009,30364652.580000013
Groton,2010,30715968.340000004
Groton,2011,31905066.630000003
Groton,2012,31631049.199999996
Groton,2013,30664811.009999994
Groton,2014,31436992.130000003
Groton,2015,30608692.970000006
Groton,2016,31464015.019999996
Groton,2017,30518410.259999994
Groton,2018,31726814.340000004
Guilford,2004,4051237.69
Guilford,2005,4459836.07
Guilford,2006,4415422.35
Guilford,2007,4692476.620000001
Guilford,2008,5338606.41
Guilford,2009,5181476.99
Guilford,2010,5805733.74
Guilford,2011,5122070.42
Guilford,2012,5330420.319999999
Guilford,2013,5484305.5200000005
Guilford,2014,5558039.619999999
Guilford,2015,5602904.220000001
Guilford,2016,5580300.720000001
Guilford,2017,5838630.590000001
Guilford,2018,5207366.83
Hamden,2004,23770753.2
Hamden,2005,25305574.31
Hamden,2006,26879409.270000003
Hamden,2007,27770408.879999995
Hamden,2008,30111176.7
Hamden,2009,31131012.799999993
Hamden,2010,32425425.920000006
Hamden,2011,32320088.890000008
Hamden,2012,31899811.200000003
Hamden,2013,34792054.27
Hamden,2014,38460785.940000005
Hamden,2015,40077174.29000001
Hamden,2016,35348309.34999999
Hamden,2017,35739458.519999996
Hamden,2018,35177767.74999999
Hartford,2004,221600582.52
Hartford,2005,239868734.26000002
Hartford,2006,255500382.64999992
Hartford,2007,272844118.24
Hartford,2008,282685823.93000007
Hartford,2009,290270777.99
Hartford,2010,307440521.7000001
Hartford,2011,300344038.71000004
Hartford,2012,312999476.51
Hartford,2013,333312246.6299998
Hartford,2014,339588737.63999987
Hartford,2015,360525168.7800001
Hartford,2016,365634692.37999994
Hartford,2017,339547468.84000015
Hartford,2018,330020993.2699999
Hartland,2004,1239641.0
Hartland,2005,1290272.5899999999
Hartland,2006,1301720.5700000003
Hartland,2007,1294622.5999999999
Hartland,2008,1401057.17
Hartland,2009,1435945.4900000005
Hartland,2010,1425710.9599999997
Hartland,2011,1466203.48
Hartland,2012,1443694.0799999998
Hartland,2013,1433263.0700000003
Hartland,2014,1431037.1300000004
Hartland,2015,1463673.5999999996
Hartland,2016,1501715.65
Hartland,2017,1305955.1
Hartland,2018,1173643.5
Killingly,2004,16608410.950000001
Killingly,2005,16548752.970000003
Killingly,2006,17244117.189999994
Killingly,2007,17737992.019999996
Killingly,2008,18392209.87
Killingly,2009,19182396.369999997
Killingly,2010,19513483.870000005
Killingly,2011,19463911.950000003
Killingly,2012,19938210.55
Killingly,2013,19795904.570000008
Killingly,2014,19602645.499999996
Killingly,2015,20077619.429999992
Killingly,2016,20181115.070000008
Killingly,2017,20214585.430000003
Killingly,2018,20027288.53
Lebanon,2004,5267984.75
Lebanon,2005,5463387.500000001
Lebanon,2006,5671290.289999998
Lebanon,2007,6026980.590000002
Lebanon,2008,6565972.200000004
Lebanon,2009,6988351.220000002
Lebanon,2010,6848178.900000001
Lebanon,2011,7146095.99
Lebanon,2012,6852525.59
Lebanon,2013,6849850.829999999
Lebanon,2014,7207488.2
Lebanon,2015,7032827.380000001
Lebanon,2016,6826660.149999999
Lebanon,2017,6821273.43
Lebanon,2018,6017209.180000001
Ledyard,2004,11531558.0
Ledyard,2005,11931938.030000001
Ledyard,2006,12585971.130000003
Ledyard,2007,12690427.320000002
Ledyard,2008,14058135.010000002
Ledyard,2009,14745678.66
Ledyard,2010,14886886.540000001
Ledyard,2011,14971286.400000002
Ledyard,2012,15360692.63
Ledyard,2013,15152814.519999998
Ledyard,2014,15461556.030000001
Ledyard,2015,15405864.970000003
Ledyard,2016,15426919.940000003
Ledyard,2017,14959068.51
Ledyard,2018,13350460.629999997
Lisbon,2004,3563549.1700000004
Lisbon,2005,3704597.400000001
Lisbon,2006,3927444.0500000003
Lisbon,2007,3999760.2999999984
Lisbon,2008,4348018.88
Lisbon,2009,4466631.790000001
Lisbon,2010,4568336.32
Lisbon,2011,4521317.23
Lisbon,2012,4706275.6499999985
Lisbon,2013,4445167.78
Lisbon,2014,4487295.260000001
Lisbon,2015,4443659.089999999
Lisbon,2016,4538716.519999997
Lisbon,2017,4141429.9300000006
Lisbon,2018,3771971.280000001
Litchfield,2004,1445195.0
Litchfield,2005,1708604.0
Litchfield,2006,1689743.0
Litchfield,2007,1778967.0
Litchfield,2008,2247652.0
Litchfield,2009,1898515.0
Litchfield,2010,2398779.0
Litchfield,2011,2189812.0
Litchfield,2012,2152206.0
Litchfield,2013,2111479.0
Litchfield,2014,2168142.43
Litchfield,2015,2275323.05
Litchfield,2016,2378992.7800000003
Litchfield,2017,2247608.55
Litchfield,2018,1934644.7399999998
Madison,2004,2174032.91
Madison,2005,2570067.2
Madison,2006,2708421.52
Madison,2007,3039729.1500000004
Madison,2008,3581389.21
Madison,2009,3638888.8399999994
Madison,2010,3657965.18
Madison,2011,3856997.55
Madison,2012,3529051.319999999
Madison,2013,3484765.2600000002
Madison,2014,3628664.44
Madison,2015,3537399.16
Madison,2016,3452677.8699999996
Madison,2017,2036039.3900000001
Madison,2018,2101738.02
Manchester,2004,31432305.34
Manchester,2005,31543528.02
Manchester,2006,33226357.67
Manchester,2007,34103777.81
Manchester,2008,37811842.900000006
Manchester,2009,39286003.68000001
Manchester,2010,41228954.17
Manchester,2011,39900151.489999995
Manchester,2012,42629876.94
Manchester,2013,43349399.709999986
Manchester,2014,45660806.04
Manchester,2015,46433136.63999999
Manchester,2016,49947088.09000004
Manchester,2017,44583992.08999996
Manchester,2018,44906558.21999998
Meriden,2004,58448330.5
Meriden,2005,60943892.58
Meriden,2006,63548153.240000024
Meriden,2007,63661367.31000001
Meriden,2008,69388686.8
Meriden,2009,72910712.66000003
Meriden,2010,75713052.09000003
Meriden,2011,73896523.92999999
Meriden,2012,74680477.41999999
Meriden,2013,74052462.82
Meriden,2014,78074270.15
Meriden,2015,79818417.47
Meriden,2016,82579541.52000003
Meriden,2017,80442778.60999998
Meriden,2018,78704498.01000005
Middletown,2004,22099402.37
Middletown,2005,22353138.140000004
Middletown,2006,23151244.159999996
Middletown,2007,24049636.599999994
Middletown,2008,27958473.88
Middletown,2009,28230447.95
Middletown,2010,29656798.99
Middletown,2011,28704744.680000003
Middletown,2012,29326652.99
Middletown,2013,28876615.770000003
Middletown,2014,30503798.099999998
Middletown,2015,31548961.39000001
Middletown,2016,31999502.83999999
Middletown,2017,30982151.14
Middletown,2018,30431404.359999996
Milford,2004,12200544.75
Milford,2005,13782916.87
Milford,2006,13618397.240000002
Milford,2007,13642147.62
Milford,2008,14912650.970000003
Milford,2009,15669829.639999997
Milford,2010,16592842.53
Milford,2011,16574081.91
Milford,2012,16416674.469999999
Milford,2013,15958318.06
Milford,2014,16806124.780000005
Milford,2015,16984220.7
Milford,2016,16925705.68
Milford,2017,16786713.740000002
Milford,2018,14570851.579999996
Monroe,2004,6538955.2299999995
Monroe,2005,6888626.340000001
Monroe,2006,7291276.26
Monroe,2007,7433808.86
Monroe,2008,8181082.930000002
Monroe,2009,8529355.88
Monroe,2010,8843594.189999998
Monroe,2011,8845163.01
Monroe,2012,8481182.899999999
Monroe,2013,8373421.380000001
Monroe,2014,8300721.920000002
Monroe,2015,8799298.129999999
Monroe,2016,8583124.79
Monroe,2017,8605803.560000002
Monroe,2018,7676938.039999998
Montville,2004,12126605.58
Montville,2005,12506067.079999998
Montville,2006,12842726.860000003
Montville,2007,12875972.219999997
Montville,2008,14158520.339999996
Montville,2009,14710648.979999997
Montville,2010,15127214.33
Montville,2011,15234740.950000001
Montville,2012,15389289.6
Montville,2013,14770177.71
Montville,2014,14895964.610000003
Montville,2015,14943365.149999999
Montville,2016,15043241.26
Montville,2017,14642256.85
Montville,2018,13188926.899999999
Naugatuck,2004,28752142.599999998
Naugatuck,2005,29387541.499999996
Naugatuck,2006,29807697.360000003
Naugatuck,2007,30097242.619999994
Naugatuck,2008,32761529.099999998
Naugatuck,2009,33761131.72
Naugatuck,2010,35683575.93000001
Naugatuck,2011,34518747.08
Naugatuck,2012,35991435.110000014
Naugatuck,2013,34659279.510000005
Naugatuck,2014,35050547.79999999
Naugatuck,2015,36593810.419999994
Naugatuck,2016,36768677.989999995
Naugatuck,2017,36217228.59
Naugatuck,2018,36314954.91000001
New Britain,2004,80693681.52
New Britain,2005,88767580.33000003
New Britain,2006,87188580.24000004
New Britain,2007,90380116.63999999
New Britain,2008,99299494.74
New Britain,2009,102568227.18000002
New Britain,2010,109507783.19000003
New Britain,2011,113947507.65999998
New Britain,2012,99902520.12
New Britain,2013,109077491.93000002
New Britain,2014,112424718.78999999
New Britain,2015,117898696.63999999
New Britain,2016,120779121.63000001
New Britain,2017,117988550.52000007
New Britain,2018,118750407.37999995
New Canaan,2004,2185465.0
New Canaan,2005,2607813.0
New Canaan,2006,2258946.0
New Canaan,2007,2689321.0
New Canaan,2008,3749357.0
New Canaan,2009,3828175.0
New Canaan,2010,4087155.0
New Canaan,2011,3752479.0
